id	name	noise	window_size	stepping_size	start_pos
77	Ref.10_CD.TZ.96.96TZ_BF061.AF289548	0.0	200	200	2485
78	Ref.10_CD.TZ.96.96TZ_BF061.AF289548	0.0	200	200	2685
79	Ref.10_CD.TZ.96.96TZ_BF061.AF289548	0.0	200	200	2885
80	Ref.10_CD.TZ.96.96TZ_BF061.AF289548	0.0	200	200	3085
81	Ref.10_CD.TZ.96.96TZ_BF061.AF289548	0.0	200	200	3285
82	Ref.10_CD.TZ.96.96TZ_BF061.AF289548	0.0	200	200	3485
83	Ref.10_CD.TZ.96.96TZ_BF061.AF289548	0.0	200	200	3685
84	Ref.10_CD.TZ.96.96TZ_BF061.AF289548	0.0	200	200	3885
85	Ref.10_CD.TZ.96.96TZ_BF061.AF289548	0.0	200	200	4085
86	Ref.10_CD.TZ.96.96TZ_BF061.AF289548	0.0	200	200	4285
87	Ref.10_CD.TZ.96.96TZ_BF061.AF289548	0.0	200	200	4485
88	Ref.10_CD.TZ.96.96TZ_BF061.AF289548	0.0	200	200	4685
89	Ref.10_CD.TZ.96.96TZ_BF061.AF289548	0.0	200	200	4885
90	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	2085
91	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	2285
92	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	2485
93	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	2685
94	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	2885
95	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	3085
96	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	3285
97	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	3485
98	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	3685
99	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	3885
100	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	4085
101	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	4285
102	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	4485
103	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	4685
104	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	0.0	200	200	4885
105	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	2085
106	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	2285
107	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	2485
108	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	2685
109	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	2885
110	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	3085
111	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	3285
112	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	3485
113	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	3685
114	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	3885
115	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	4085
116	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	4285
117	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	4485
118	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	4685
119	Ref.27_cpx.CD.97.97CDKTB49.AJ404325	0.0	200	200	4885
120	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	2085
121	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	2285
122	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	2485
123	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	2685
124	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	2885
125	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	3085
126	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	3285
127	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	3485
128	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	3685
129	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	3885
130	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	4085
131	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	4285
132	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	4485
133	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	4685
134	Ref.02_AG.CM.99.pBD6_15.AY271690	0.0	200	200	4885
135	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	2085
136	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	2285
137	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	2485
138	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	2685
139	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	2885
140	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	3085
141	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	3285
142	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	3485
143	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	3685
144	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	3885
145	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	4085
146	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	4285
147	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	4485
148	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	4685
149	Ref.11_cpx.CM.95.95CM_1816.AF492624	0.0	200	200	4885
150	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	2085
151	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	2285
152	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	2485
153	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	2685
154	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	2885
155	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	3085
156	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	3285
157	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	3485
158	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	3685
159	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	3885
160	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	4085
161	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	4285
162	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	4485
163	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	4685
164	Ref.14_BG.ES.00.X605.AF450096	0.0	200	200	4885
165	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	2085
166	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	2285
167	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	2485
168	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	2685
169	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	2885
170	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	3085
171	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	3285
172	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	3485
173	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	3685
174	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	3885
175	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	4085
176	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	4285
177	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	4485
178	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	4685
179	Ref.C.BR.92.BR025_d.U52953	0.0	200	200	4885
180	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	2085
181	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	2285
182	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	2485
183	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	2685
184	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	2885
185	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	3085
186	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	3285
187	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	3485
188	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	3685
189	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	3885
190	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	4085
191	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	4285
192	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	4485
193	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	4685
194	Ref.31_BC.BR.02.110PA.EF091932	0.0	200	200	4885
195	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	2085
196	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	2285
197	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	2485
198	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	2685
199	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	2885
200	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	3085
201	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	3285
202	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	3485
203	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	3685
204	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	3885
205	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	4085
206	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	4285
207	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	4485
208	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	4685
209	Ref.18_cpx.CM.97.CM53379.AF377959	0.0	200	200	4885
210	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	2085
211	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	2285
212	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	2485
213	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	2685
214	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	2885
215	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	3085
216	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	3285
217	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	3485
218	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	3685
219	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	3885
220	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	4085
221	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	4285
222	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	4485
223	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	4685
224	Ref.A2.CD.97.97CDKTB48.AF286238	0.0	200	200	4885
225	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	2085
226	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	2285
227	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	2485
228	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	2685
229	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	2885
230	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	3085
231	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	3285
232	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	3485
233	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	3685
234	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	3885
235	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	4085
236	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	4285
237	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	4485
238	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	4685
239	Ref.F2.CM.02.02CM_0016BBY.AY371158	0.0	200	200	4885
240	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	2085
241	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	2285
242	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	2485
243	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	2685
244	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	2885
245	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	3085
246	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	3285
247	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	3485
248	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	3685
249	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	3885
250	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	4085
251	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	4285
252	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	4485
253	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	4685
254	Ref.01_AE.AF.07.569M.GQ477441	0.0	200	200	4885
255	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	2085
256	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	2285
257	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	2485
258	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	2685
259	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	2885
260	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	3085
261	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	3285
262	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	3485
263	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	3685
264	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	3885
265	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	4085
266	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	4285
267	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	4485
268	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	4685
269	Ref.G.BE.96.DRCBL.AF084936	0.0	200	200	4885
270	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	2085
271	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	2285
272	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	2485
273	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	2685
274	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	2885
275	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	3085
276	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	3285
277	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	3485
278	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	3685
279	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	3885
280	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	4085
281	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	4285
282	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	4485
283	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	4685
284	Ref.06_cpx.AU.96.BFP90.AF064699	0.0	200	200	4885
285	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	2085
286	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	2285
287	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	2485
288	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	2685
289	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	2885
290	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	3085
291	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	3285
292	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	3485
293	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	3685
294	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	3885
295	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	4085
296	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	4285
297	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	4485
298	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	4685
299	Ref.20_BG.CU.99.Cu103.AY586545	0.0	200	200	4885
300	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	2085
301	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	2285
302	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	2485
303	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	2685
304	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	2885
305	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	3085
306	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	3285
307	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	3485
308	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	3685
309	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	3885
310	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	4085
311	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	4285
312	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	4485
313	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	4685
314	Ref.13_cpx.CM.02.02CM_A1394.DQ845388	0.0	200	200	4885
315	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	2085
316	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	2285
317	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	2485
318	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	2685
319	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	2885
320	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	3085
321	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	3285
322	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	3485
323	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	3685
324	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	3885
325	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	4085
326	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	4285
327	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	4485
328	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	4685
329	Ref.40_BF.BR.04.04BRRJ115.EU735538	0.0	200	200	4885
330	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	2085
331	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	2285
332	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	2485
333	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	2685
334	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	2885
335	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	3085
336	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	3285
337	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	3485
338	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	3685
339	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	3885
340	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	4085
341	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	4285
342	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	4485
343	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	4685
344	Ref.A1.AU.03.PS1044_Day0.DQ676872	0.0	200	200	4885
345	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	2085
346	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	2285
347	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	2485
348	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	2685
349	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	2885
350	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	3085
351	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	3285
352	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	3485
353	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	3685
354	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	3885
355	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	4085
356	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	4285
357	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	4485
358	Ref.43_02G.SA.03.J11223.EU697904	0.0	200	200	4685
