id	name	subtype_lanl
151600	01_AE.TH.2006.AA129a15L.JX448283	01_AE
114599	01_AE.CA.-.6240.HQ207731	01_AE
1431	01_AE.VN.2007.NI0009.AB545813	01_AE
4036	01_AE.TH.-.045103WK36.AF191187	01_AE
151306	01_AE.TH.2005.AA094a02L.JX447802	01_AE
3908	01_AE.TH.-.VL337.AF172706	01_AE
1291	01_AE.VN.2008.ND41.AB519467	01_AE
106137	01_AE.CN.2009.patient_85.HE590925	01_AE
136176	01_AE.CN.2009.09CNgx0714.JQ028335	01_AE
156306	01_AE.CN.2011.2011.AHHUI.HFP98.KC203305	01_AE
125292	01_AE.CN.2007.K64.JF505555	01_AE
106180	01_AE.CN.2009.patient_245.HE590969	01_AE
126262	01_AE.CN.2007.BJ07617.JF906685	01_AE
116818	01_AE.CN.2008.LZ2164.HQ588230	01_AE
34551	01_AE.SG.2003.BAA161419.AY870226	01_AE
2255	01_AE.PH.2011.11052918.AB747455	01_AE
4011	01_AE.TH.-.045103.AF187038	01_AE
136091	01_AE.CN.2010.10CNgx1291.JQ028249	01_AE
1349	01_AE.VN.2008.NB03.AB519525	01_AE
141015	01_AE.VN.2007.3723.JQ617199	01_AE
24962	01_AE.IT.2000.Tch74.AY359515	01_AE
34473	01_AE.SG.2003.BAA148363.AY870148	01_AE
119848	01_AE.TH.2007.N211.HQ898590	01_AE
78027	01_AE.VN.2007.07VNHPA2_190tgaa.FJ007033	01_AE
12688	01_AE.CN.2006.06CN_YUN01_03.AM886180	01_AE
34484	01_AE.SG.2003.BAA150627.AY870159	01_AE
150907	01_AE.TH.2007.AA026a01R.JX447014	01_AE
109364	01_AE.TH.2006.AE_Int_25.HM150814	01_AE
151345	01_AE.TH.2007.AA098a07L.JX447871	01_AE
161660	01_AE.CN.2007.cdh15.KC352185	01_AE
7104	01_AE.TH.1998.98THC21.AF368813	01_AE
119884	01_AE.TH.2007.N034.HQ898626	01_AE
1322	01_AE.VN.2008.O927.AB519498	01_AE
106160	01_AE.CN.2009.patient_185.HE590948	01_AE
6199	01_AE.TH.-.P86.AF345968	01_AE
148853	01_AE.SE.2006.EHR-13563.JX299761	01_AE
1364	01_AE.VN.2008.NB30.AB519540	01_AE
119578	01_AE.TH.2007.N192.HQ898320	01_AE
98605	01_AE.SE.2005.g8EJE9wviu3Akqb.GQ400632	01_AE
57062	01_AE.CN.-.fj57.EF432715	01_AE
156280	01_AE.CN.2011.2011.AHHUI.WHP54.KC203279	01_AE
119860	01_AE.TH.2007.N419.HQ898602	01_AE
137409	01_AE.VN.2008.IVVI02073.JQ288868	01_AE
149781	01_AE.SE.2007.EHR-84485.JX300971	01_AE
125295	01_AE.CN.2007.K32.JF505558	01_AE
150932	01_AE.TH.2006.AA035a02L.JX447095	01_AE
137390	01_AE.VN.2008.IVVI00146.JQ288849	01_AE
143472	01_AE.CN.2010.2819.JQ901035	01_AE
1382	01_AE.VN.2008.AH01.AB519558	01_AE
116772	01_AE.CN.2008.LZ2008.HQ588183	01_AE
142881	01_AE.SE.2009.SE_260_2009.JQ698847	01_AE
151091	01_AE.TH.2006.AA058a06R.JX447348	01_AE
2307	01_AE.PH.2012.12031780.AB747508	01_AE
116778	01_AE.CN.2008.LZ2016.HQ588189	01_AE
1337	01_AE.VN.2008.O943.AB519513	01_AE
150997	01_AE.TH.2006.AA042a07L.JX447193	01_AE
116845	01_AE.CN.2008.GXNN7330.HQ588257	01_AE
109380	01_AE.TH.2006.AE_Int_105.HM150830	01_AE
98793	01_AE.SE.2005.PVUfYROa4vQrGIa.GQ400833	01_AE
79591	01_AE.CN.-.HIV129.FJ236689	01_AE
89729	01_AE.CH.1999.PHI_5.GQ131600	01_AE
151284	01_AE.TH.2007.AA092b06L.JX447770	01_AE
151613	01_AE.TH.2006.AA130a02L.JX448296	01_AE
150747	01_AE.TH.2006.AA003b06L.JX446695	01_AE
119843	01_AE.TH.2007.N223.HQ898585	01_AE
151464	01_AE.TH.2008.AA112a06R.JX448075	01_AE
150850	01_AE.TH.2008.AA016a14R.JX446888	01_AE
1451	01_AE.VN.2007.NI0141.AB545833	01_AE
141806	01_AE.CN.2010.YN10DH0126.JQ658746	01_AE
151461	01_AE.TH.2008.AA112a02R.JX448072	01_AE
102656	01_AE.GB.-.INT_372.GU217219	01_AE
102939	01_AE.VN.2007.01_AE_VNR60IN.GU289865	01_AE
42092	01_AE.CN.-.patient_CH14.DQ204687	01_AE
30451	01_AE.CZ.2000.52293PL11.AY694224	01_AE
29580	01_AE.CN.2000.Binyang_527.AY635742	01_AE
79533	01_AE.CN.-.HIV002.FJ236631	01_AE
119795	01_AE.TH.2007.N207.HQ898537	01_AE
6189	01_AE.TH.-.P11.AF345957	01_AE
150972	01_AE.TH.2007.AA041a02L.JX447168	01_AE
34568	01_AE.SG.2003.BAA161450.AY870243	01_AE
1362	01_AE.VN.2008.NB26.AB519538	01_AE
34564	01_AE.SG.2003.BAA161446.AY870239	01_AE
136054	01_AE.CN.2010.10CNgx0892.JQ028212	01_AE
1318	01_AE.VN.2008.O923.AB519494	01_AE
151347	01_AE.TH.2007.AA098a10L.JX447873	01_AE
75439	01_AE.CZ.-.81875PL1.EU672560	01_AE
151162	01_AE.TH.2006.AA073a_LH3.JX447510	01_AE
119891	01_AE.TH.2007.N070.HQ898633	01_AE
26882	01_AE.TH.-.CRF01_AE_Thai203.AY444222	01_AE
136074	01_AE.CN.2010.10CNgx1222.JQ028232	01_AE
150784	01_AE.TH.2007.AA008a_LH12.JX446766	01_AE
151515	01_AE.TH.2005.AA118a_04L.JX448155	01_AE
141047	01_AE.VN.2007.3755.JQ617231	01_AE
161609	01_AE.CN.2007.cdbc62.KC352134	01_AE
119606	01_AE.TH.2007.N091.HQ898348	01_AE
151182	01_AE.TH.2006.AA076a04R.JX447554	01_AE
149875	01_AE.NO.2006.EHR-93432.JX301094	01_AE
10619	01_AE.AU.-.MC1.AF522528	01_AE
89189	01_AE.CN.2007.07CN_HN084.FM252026	01_AE
78059	01_AE.VN.2007.07VNHPA2_323.FJ007066	01_AE
126350	01_AE.TH.2010.IN_0715665.JF928898	01_AE
76	01_AE.JP.1996.96JP_NH2_II.AB052999	01_AE
150979	01_AE.TH.2007.AA041a10L.JX447175	01_AE
78014	01_AE.VN.2007.07VNHPA2_164t.FJ007020	01_AE
151394	01_AE.TH.2005.AA103a12L.JX447953	01_AE
78324	01_AE.VN.2007.07VNHPA447.FJ007331	01_AE
102934	01_AE.VN.2007.01_AE_VNR31IN.GU289860	01_AE
119536	01_AE.TH.2007.N210.HQ898278	01_AE
82	01_AE.JP.1993.NH3_IIP_11.AB053005	01_AE
106212	01_AE.CN.2009.patient_341.HE591001	01_AE
136082	01_AE.CN.2010.10CNgx1257.JQ028240	01_AE
126590	01_AE.TH.2005.TU_174.JF939056	01_AE
119518	01_AE.TH.2007.N124.HQ898260	01_AE
104176	01_AE.CN.2008.2008HBD0003.GU345204	01_AE
77974	01_AE.VN.2007.07VNHPC78tg.FJ006980	01_AE
136066	01_AE.CN.2010.10CNgx1211.JQ028224	01_AE
141807	01_AE.CN.2010.YN10DH0127.JQ658747	01_AE
78323	01_AE.VN.2007.07VNHPA442gag.FJ007330	01_AE
135618	01_AE.TH.2006.4451.JN885696	01_AE
119892	01_AE.TH.2007.N123.HQ898634	01_AE
159511	01_AE.AU.2007.2168896.KC238064	01_AE
150897	01_AE.TH.2005.AA023a09R.JX446979	01_AE
104048	01_AE.TH.2005.FD0610IN.GU345069	01_AE
75412	01_AE.CZ.-.52293PL24.EU672533	01_AE
100551	01_AE.TH.2009.CR23_Jan09D.GQ857245	01_AE
100479	01_AE.TH.2008.CR15_Jul08R.GQ857173	01_AE
109425	01_AE.TH.2008.AE_Int_367.HM150875	01_AE
151170	01_AE.TH.2004.AA074a03L.JX447526	01_AE
134741	01_AE.KH.2010.U0719200.JN675741	01_AE
34521	01_AE.SG.2003.BAA161380.AY870196	01_AE
116801	01_AE.CN.2008.LZ2112.HQ588212	01_AE
1467	01_AE.VN.2007.NI0339.AB545849	01_AE
4047	01_AE.TH.-.GEN13.AF191198	01_AE
102931	01_AE.KH.2009.01_AE_KCT0522471IN.GU289857	01_AE
102911	01_AE.KH.2007.01_AE_KC55IN.GU289837	01_AE
149314	01_AE.FI.2007.EHR-49383.JX300359	01_AE
141769	01_AE.CN.2010.YN10DH0088.JQ658709	01_AE
119692	01_AE.TH.2007.N101.HQ898434	01_AE
126443	01_AE.TH.2010.IN_0819199.JF928991	01_AE
151237	01_AE.TH.2006.AA083a09R.JX447667	01_AE
34557	01_AE.SG.2003.BAA161430.AY870232	01_AE
102910	01_AE.KH.2007.01_AE_KC50IN.GU289836	01_AE
126320	01_AE.TH.2010.IN_0623329.JF928867	01_AE
126393	01_AE.TH.2010.IN_SL066.JF928941	01_AE
119751	01_AE.TH.2007.N013.HQ898493	01_AE
141022	01_AE.VN.2007.3730.JQ617206	01_AE
126342	01_AE.TH.2010.IN_0711209.JF928890	01_AE
150882	01_AE.TH.2006.AA022a_LH14.JX446956	01_AE
116807	01_AE.CN.2008.LZ2136.HQ588219	01_AE
126411	01_AE.TH.2010.IN_SL111.JF928959	01_AE
126291	01_AE.TH.2010.IN_0510696.JF928838	01_AE
1684	01_AE.JP.2004.C04_51110160_1.AB640260	01_AE
141741	01_AE.CN.2010.YN10DH0058.JQ658681	01_AE
135471	01_AE.CN.2010.GZ125.JN848872	01_AE
96298	01_AE.JP.2007.07JPNG107.GQ332135	01_AE
119841	01_AE.TH.2007.N244.HQ898583	01_AE
78329	01_AE.VN.2007.07VNHPA459.FJ007336	01_AE
151185	01_AE.TH.2005.AA077a_LH38.JX447557	01_AE
78072	01_AE.VN.2007.07VNHPA2_374t.FJ007079	01_AE
76939	01_AE.CN.-.SZDR73.EU854463	01_AE
119550	01_AE.TH.2007.N093.HQ898292	01_AE
151062	01_AE.TH.2005.AA051b05R.JX447299	01_AE
161565	01_AE.CN.2007.cdbc18.KC352090	01_AE
109435	01_AE.TH.2008.AE_Int_403.HM150885	01_AE
151279	01_AE.TH.2007.AA092a02L.JX447765	01_AE
78331	01_AE.VN.2007.07VNHPA475.FJ007338	01_AE
151174	01_AE.TH.2006.AA076a01L.JX447545	01_AE
135444	01_AE.CN.2009.GZ006.JN848845	01_AE
95669	01_AE.KR.2008.K234.GQ290742	01_AE
119572	01_AE.TH.2007.N108.HQ898314	01_AE
78066	01_AE.VN.2007.07VNHPA2_349aaat.FJ007073	01_AE
100508	01_AE.TH.2008.CR12_Oct08R.GQ857202	01_AE
126407	01_AE.TH.2010.IN_SL102.JF928955	01_AE
151085	01_AE.TH.2006.AA058a03L.JX447340	01_AE
3093	01_AE.TH.1991.CM243.AF107391	01_AE
546	01_AE.JP.-.patient_262.AB356278	01_AE
136052	01_AE.CN.2009.09CNgx0696.JQ028210	01_AE
126347	01_AE.TH.2010.IN_0711218.JF928895	01_AE
1387	01_AE.VN.2008.AH06.AB519563	01_AE
116804	01_AE.CN.2008.LZ2123.HQ588216	01_AE
78190	01_AE.VN.2007.07VNHPA185a.FJ007197	01_AE
78010	01_AE.VN.2007.07VNHPA2_154.FJ007016	01_AE
119031	01_AE.VN.2008.08_VL782Ui.HQ852878	01_AE
136235	01_AE.CN.2009.09CNgx0034.JQ028394	01_AE
119689	01_AE.TH.2007.N004.HQ898431	01_AE
100459	01_AE.TH.2008.CR28_Apr08D.GQ857153	01_AE
149952	01_AE.CN.2011.11YNHH067.JX412347	01_AE
151116	01_AE.TH.2005.AA062b01L.JX447394	01_AE
2160	01_AE.JP.2010.10JP.GM3217KNG.AB735856	01_AE
135639	01_AE.TH.2006.4473.JN885717	01_AE
57045	01_AE.CN.-.fj74.EF432698	01_AE
78184	01_AE.VN.2007.07VNHPA174c.FJ007191	01_AE
141001	01_AE.VN.2007.3709.JQ617185	01_AE
134731	01_AE.KH.2009.T0826079.JN675731	01_AE
150848	01_AE.TH.2008.AA016a02L.JX446886	01_AE
76366	01_AE.SG.2007.S07026.EU715185	01_AE
106171	01_AE.CN.2009.patient_220.HE590960	01_AE
151602	01_AE.TH.2006.AA129a06L.JX448285	01_AE
150840	01_AE.TH.2008.AA016a11L.JX446878	01_AE
78173	01_AE.VN.2007.07VNHPA162.FJ007180	01_AE
78293	01_AE.VN.2007.07VNHPA368c.FJ007300	01_AE
151392	01_AE.TH.2005.AA103a08L.JX447951	01_AE
141062	01_AE.VN.2007.3770.JQ617246	01_AE
78050	01_AE.VN.2007.07VNHPA2_264.FJ007056	01_AE
150876	01_AE.TH.2007.AA021a12R.JX446944	01_AE
121935	01_AE.TH.2007.PHPT2780PR_RT.HQ996506	01_AE
78225	01_AE.VN.2007.07VNHPA244agag.FJ007232	01_AE
12584	01_AE.CM.2003.CK22_35.AM279456	01_AE
151121	01_AE.TH.2007.AA065a08L.JX447419	01_AE
97722	01_AE.FI.2004.390677945155541.GQ399452	01_AE
102912	01_AE.KH.2007.01_AE_KC56IN.GU289838	01_AE
119786	01_AE.TH.2007.N166.HQ898528	01_AE
136195	01_AE.CN.2010.10CNgx1245.JQ028354	01_AE
119055	01_AE.VN.2009.09_VL968Hs.HQ852902	01_AE
89136	01_AE.CN.2007.07CN_HN031.FM251973	01_AE
98036	01_AE.AT.2004.628214929643931.GQ399879	01_AE
149334	01_AE.DK.2006.EHR-50832.JX300387	01_AE
116780	01_AE.CN.2008.LZ2018.HQ588191	01_AE
156283	01_AE.CN.2011.2011.AHHUI.WHP57.KC203282	01_AE
100485	01_AE.TH.2008.CR22_Jul08D.GQ857179	01_AE
58835	01_AE.BG.1999.patient_2_76_99_272.EF517444	01_AE
54158	01_AE.CA.-.BCCFE_PRRT_1776.EF369086	01_AE
151119	01_AE.TH.2007.AA065a11L.JX447417	01_AE
1330	01_AE.VN.2008.O935.AB519506	01_AE
84409	01_AE.CN.2007.07LN144.FJ531446	01_AE
76929	01_AE.CN.-.SZDR14.EU854453	01_AE
116827	01_AE.CN.2008.GXBY5817.HQ588239	01_AE
113510	01_AE.CZ.-.88680PL12.HQ025893	01_AE
4499	01_AE.TH.-.G52.AF240379	01_AE
151260	01_AE.TH.2007.AA091a06L.JX447741	01_AE
99755	01_AE.CN.2006.CNsd0654.GQ443590	01_AE
143520	01_AE.CN.2008.2877.JQ901083	01_AE
150718	01_AE.TH.2008.AA001a07R.JX446655	01_AE
57019	01_AE.CN.-.fj26.EF432672	01_AE
1654	01_AE.JP.2004.C04_51110130_1.AB640230	01_AE
109360	01_AE.TH.2006.AE_Int_14.HM150810	01_AE
89175	01_AE.CN.2007.07CN_HN070.FM252012	01_AE
109407	01_AE.TH.2007.AE_Int_276.HM150857	01_AE
126348	01_AE.TH.2010.IN_0714013.JF928896	01_AE
89176	01_AE.CN.2007.07CN_HN071.FM252013	01_AE
78124	01_AE.VN.2007.07VNHPA57.FJ007131	01_AE
119605	01_AE.TH.2007.N185.HQ898347	01_AE
159384	01_AE.AU.2007.14220742.KC237937	01_AE
151460	01_AE.TH.2008.AA112a03R.JX448071	01_AE
159723	01_AE.AU.2004.9275799.KC238277	01_AE
1365	01_AE.VN.2008.NB31.AB519541	01_AE
126373	01_AE.TH.2010.IN_0522985.JF928921	01_AE
76361	01_AE.SG.2006.S07018.EU715180	01_AE
151448	01_AE.TH.2008.AA110b01L.JX448047	01_AE
76413	01_AE.SG.2004.S07060.EU715234	01_AE
7103	01_AE.TH.1998.98THC13.AF368812	01_AE
78103	01_AE.VN.2007.07VNHPA2_474.FJ007110	01_AE
150985	01_AE.TH.2007.AA041a05R.JX447181	01_AE
121942	01_AE.TH.2006.PHPT1927PR_RT.HQ996513	01_AE
106221	01_AE.CN.2009.patient_372.HE591010	01_AE
102916	01_AE.KH.2007.01_AE_KC64IN.GU289842	01_AE
125299	01_AE.CN.2007.K39.JF505562	01_AE
149687	01_AE.SE.2007.EHR-76812.JX300856	01_AE
100542	01_AE.TH.2009.CR14_Jan09R.GQ857236	01_AE
150991	01_AE.TH.2006.AA042a09L.JX447187	01_AE
156256	01_AE.CN.2011.2011.AHHUI.HNP04.KC203255	01_AE
151428	01_AE.TH.2007.AA105a05R.JX448008	01_AE
151153	01_AE.TH.2007.AA069a02R.JX447485	01_AE
142822	01_AE.SE.2004.SE_175_2004.JQ698787	01_AE
126344	01_AE.TH.2010.IN_0711215.JF928892	01_AE
151612	01_AE.TH.2006.AA129a08R.JX448295	01_AE
109371	01_AE.TH.2006.AE_Int_69.HM150821	01_AE
126370	01_AE.TH.2010.IN_0514650.JF928918	01_AE
2260	01_AE.PH.2011.11084717.AB747461	01_AE
53633	01_AE.CN.2005.05CNSHD0062.EF199593	01_AE
156319	01_AE.CN.2011.2011.AHHUI.MASP126.KC203318	01_AE
151536	01_AE.TH.2006.AA121a01L.JX448194	01_AE
151516	01_AE.TH.2005.AA118a_09L.JX448158	01_AE
