reference	major subtype found	log_likelihood of the reference subtype
9124,Ref.A1.UG.92.92UG037.AB253429,0.05-1	A1	-5020.087433593389
437,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.02-8	B	-4863.52126867216
9096,Ref.06_cpx.AU.96.BFP90.AF064699,0.05-1	06_cpx	-5002.5042467545
10371,Ref.B.NL.00.671_00T36.AY423387,0.1-2	B	-5085.950898367387
372,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.02-8	F2	-4737.171550154471
11348,Ref.18_cpx.CU.99.CU14.AY586541,0.1-8	B	-5118.107939932997
3307,Ref.A2.CM.01.01CM_1445MV.GU201516,0.01-1	A2	-4892.657537036688
12013,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-0	04_cpx	-4940.5638203187045
442,Ref.43_02G.SA.03.J11243.EU697907,0.02-8	43_02G	-4868.047907267992
10391,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.1-2	B	-5114.529424901826
93,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.06-9	B	-5031.278727153993
8727,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.05-3	A1	-4937.413604467247
14432,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.09-4	C	-5157.55676867468
9894,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-1	C	-5183.539963066404
4099,Ref.47_BF.ES.08.P1942.GQ372987,0.04-5	B	-4956.432265389081
11473,Ref.11_cpx.CM.97.MP818.AJ291718,0.04-4	11_cpx	-4933.955216424083
3029,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.01-0	13_cpx	-4886.2483289298825
4050,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.04-5	04_cpx	-5039.037524013018
4250,Ref.24_BG.ES.08.X2456_2.FJ670526,0.03-3	24_BG	-4926.37096505646
3978,Ref.02_AG.LR.x.POC44951.AB485636,0.04-5	02_AG	-4922.618010777518
5459,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.08-3	B	-5052.166705372296
5755,Ref.A2.CY.94.94CY017_41.AF286237,0.08-1	A2	-5127.599797858948
3968,Ref.A2.CD.97.97CDKTB48.AF286238,0.04-5	A2	-4978.3435454606515
14868,Ref.31_BC.BR.02.110PA.EF091932,0.09-3	C	-5099.66891730839
6999,Ref.49_cpx.GM.02.N18380.HQ385477,0.07-6	49_cpx	-4886.213118365945
3563,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.01-9	B	-4800.189870812686
3047,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-0	F2	-4818.754020233641
5388,Ref.31_BC.BR.02.110PA.EF091932,0.08-3	C	-5097.833847629696
5431,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.08-3	C	-5151.734104002995
635,Ref.H.BE.93.VI997.AF190128,0.04-8	H	-4959.824967933257
12385,Ref.D.CD.83.ELI.K03454,0.03-2	D	-4896.097028801293
6503,Ref.D.UG.94.94UG114.U88824,0.08-4	D	-5019.215951219069
10842,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-7	C	-5161.2368761175585
103,Ref.F1.FR.96.96FR_MP411.AJ249238,0.06-9	F1	-4977.029907949321
13884,Ref.43_02G.SA.03.J11223.EU697904,0.09-8	A1	-5080.010560483334
2858,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.01-3	11_cpx	-4857.39905100034
2160,Ref.46_BF.BR.01.01BR125.DQ358802,0.01-6	F1	-4889.429494454125
12061,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.03-0	04_cpx	-4987.689363190362
7811,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.07-3	01_AE	-5066.09122909703
7623,Ref.F1.FI.93.FIN9363.AF075703,0.07-2	F1	-5004.868913927119
8551,Ref.21_A2D.KE.99.KER2003.AF457051,0.05-2	21_A2D	-4986.798880787652
9556,Ref.H.BE.93.VI991.AF190127,0.05-4	H	-4994.473590771723
15296,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.09-1	D	-5153.432111976185
3920,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.02-4	10_CD	-4927.57211448249
1203,Ref.11_cpx.CM.97.MP818.AJ291718,0.02-7	11_cpx	-4845.715354270317
3142,Ref.34_01B.TH.99.OUR2478P.EF165541,0.01-0	34_01B	-4776.4741655835005
12935,Ref.05_DF.ES.99.X492.AY227107,0.03-5	05_DF	-4910.016319335979
3264,Ref.02_AG.NG.x.IBNG.L39106,0.01-1	02_AG	-4832.5811766518345
8983,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.05-0	39_BF	-5007.412949943201
6947,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.07-5	B	-5071.9806573519645
8429,Ref.C.BR.92.BR025_d.U52953,0.07-9	C	-5030.10780637315
14620,Ref.31_BC.BR.04.04BR137.AY727526,0.09-5	C	-5119.03559650126
9652,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.05-5	11_cpx	-4988.028217276272
1131,Ref.D.UG.94.94UG114.U88824,0.02-7	D	-4856.353380413969
9933,Ref.05_DF.ES.99.X492.AY227107,0.1-1	C	-5096.807462498038
9930,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-1	F1	-5139.020941350277
10443,Ref.C.ZA.04.04ZASK146.AY772699,0.1-5	C	-5059.12723751136
11842,Ref.05_DF.BE.93.VI961.AF076998,0.03-8	05_DF	-4936.932284571659
9340,Ref.A2.CD.97.97CDKTB48.AF286238,0.05-7	A2	-5011.959329111109
524,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.04-9	10_CD	-4958.345571472177
14963,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.09-3	A1	-5108.12728173068
7870,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.07-3	D	-5071.0050809892755
11983,Ref.49_cpx.GM.03.N26677.HQ385479,0.03-9	49_cpx	-4742.374444166092
13409,Ref.05_DF.ES.99.X492.AY227107,0.06-8	B	-5007.504269297247
3461,Ref.C.ET.86.ETH2220.U46016,0.01-8	C	-4864.632841805353
4271,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-4	04_cpx	-4953.383881517533
1845,Ref.20_BG.CU.99.Cu103.AY586545,0.02-3	20_BG	-4860.318944752967
6745,Ref.24_BG.CU.03.CB378.AY900574,0.07-4	02_AG	-5090.74760304655
4666,Ref.31_BC.BR.04.04BR137.AY727526,0.04-1	C	-4987.764149101105
8425,Ref.G.BE.96.DRCBL.AF084936,0.07-9	G	-5031.64956111891
14986,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.09-3	B	-5130.893035064158
11637,Ref.F1.FR.96.96FR_MP411.AJ249238,0.04-3	F1	-4927.590258862178
3753,Ref.H.CF.90.056.AF005496,0.02-5	H	-4893.857448191932
10720,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-4	D	-5159.360808742707
8573,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-2	A1	-4975.154956192635
14536,Ref.23_BG.CU.03.CB347.AY900572,0.09-5	D	-5198.574387368354
9534,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-4	06_cpx	-5038.608628360598
8807,Ref.35_AD.AF.05.05AF026.EF158043,0.05-3	A1	-4990.0536103106915
9431,Ref.24_BG.CU.03.CB378.AY900574,0.05-7	24_BG	-5063.60641503413
13961,Ref.18_cpx.CU.99.CU68.AY894993,0.09-9	C	-5073.156320780434
1504,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-1	06_cpx	-4893.83328995962
13493,Ref.05_DF.BE.x.VI1310.AF193253,0.06-1	B	-5056.852854911922
15710,Ref.19_cpx.CU.99.CU29.AY588971,0.06-7	C	-5054.230979569293
11640,Ref.46_BF.BR.01.01BR125.DQ358802,0.04-3	F1	-4990.090803962759
14206,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-6	F1	-5109.183526743768
6697,Ref.D.CD.83.ELI.K03454,0.07-4	D	-4996.567378089033
507,Ref.25_cpx.SA.03.J11451.EU697908,0.04-9	25_cpx	-4959.918794428759
5269,Ref.C.BR.92.BR025_d.U52953,0.06-3	C	-5019.118672856783
10826,Ref.06_cpx.EE.01.EE0359.AY535659,0.1-7	06_cpx	-5122.101757729448
11408,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-4	A1	-4850.747786855003
10377,Ref.20_BG.CU.99.Cu103.AY586545,0.1-2	D	-5102.039359027802
12975,Ref.21_A2D.KE.99.KER2003.AF457051,0.03-6	21_A2D	-4915.759047240802
7624,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-2	01_AE	-5034.347328258833
1735,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.02-0	K	-4906.69154882279
5006,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.08-9	B	-5092.222728454462
8011,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-8	A1	-5013.995724525449
3493,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-9	18_cpx	-4875.730118301731
15223,Ref.C.BR.92.BR025_d.U52953,0.09-1	C	-5076.306934852033
5694,Ref.12_BF.AR.99.ARMA159.AF385936,0.08-1	F1	-5064.035357577487
11410,Ref.07_BC.CN.05.XJDC6441.EF368370,0.04-4	07_BC	-4926.236341509281
12956,Ref.23_BG.CU.03.CB347.AY900572,0.03-6	23_BG	-4968.174106712021
14390,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.09-4	C	-5093.086739981347
1566,Ref.46_BF.BR.01.01BR087.DQ358801,0.02-1	F1	-4890.2415056109285
14392,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-4	11_cpx	-5107.114628028429
14282,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.09-7	A1	-5129.464084383524
4331,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.03-4	29_BF	-4951.24901083053
1807,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-3	33_01B	-4921.191278143512
10332,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.1-2	02_AG	-5136.5405759271425
5464,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.08-3	B	-5134.881232861787
4150,Ref.B.TH.90.BK132.AY173951,0.03-3	B	-4871.5737377609985
5463,Ref.G.PT.x.PT2695.AY612637,0.08-3	G	-5129.454617756366
14253,Ref.25_cpx.SA.03.J11451.EU697908,0.09-7	02_AG	-5099.38714822267
8149,Ref.G.PT.x.PT2695.AY612637,0.05-9	G	-5062.589349622216
1944,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-2	09_cpx	-4709.455754083388
2146,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.01-6	40_BF	-4887.605311147735
5806,Ref.A1.UG.92.92UG037.AB253429,0.08-1	A1	-5058.332528843619
984,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-6	11_cpx	-4953.625270897737
4256,Ref.15_01B.TH.96.M169.DQ354120,0.03-3	15_01B	-4895.052747538346
14603,Ref.A2.CY.94.94CY017_41.AF286237,0.09-5	A2	-5140.954772130279
8089,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-9	D	-4977.205652853531
2208,Ref.44_BF.CL.00.CH80.FJ358521,0.01-6	F1	-4859.229782257823
771,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-8	F1	-4952.552293315808
8353,Ref.05_DF.ES.99.X492.AY227107,0.07-8	B	-5041.212643100926
5531,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-2	B	-5081.576029044262
5741,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-1	04_cpx	-5079.829768545938
1726,Ref.F1.BE.93.VI850.AF077336,0.02-0	F1	-4884.974947983684
7442,Ref.31_BC.BR.02.110PA.EF091932,0.07-1	C	-5080.9560539820395
13560,Ref.18_cpx.CU.99.CU14.AY586541,0.06-1	A1	-5027.291814096594
10141,Ref.14_BG.ES.00.X605.AF450096,0.1-3	D	-5198.545353474418
15133,Ref.B.US.98.1058_11.AY331295,0.09-0	B	-5100.424069226328
10963,Ref.D.CD.83.ELI.K03454,0.1-6	D	-5070.737153082183
15445,Ref.H.CF.90.056.AF005496,0.03-7	H	-4942.182646821055
11440,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.04-4	26_AU	-4965.757697503351
10818,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.1-7	F1	-5120.000262496734
1689,Ref.24_BG.CU.03.CB378.AY900574,0.02-0	24_BG	-4920.079479924245
13712,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.06-0	02_AG	-4916.2789691880935
11816,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.03-8	02_AG	-4854.483231036333
13427,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.06-8	D	-5042.441168489502
3752,Ref.A1.UG.92.92UG037.AB253429,0.02-5	A1	-4917.0250538117425
13366,Ref.09_cpx.GH.96.96GH2911.AY093605,0.06-8	09_cpx	-4993.165141056563
11788,Ref.25_cpx.SA.03.J11233.EU697906,0.03-8	25_cpx	-4911.778798572611
8698,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.05-3	29_BF	-5008.6419688256
2595,Ref.A2.CY.94.94CY017_41.AF286237,0.01-5	A2	-4913.956535001419
3777,Ref.C.ET.86.ETH2220.U46016,0.02-5	C	-4886.7866439069585
2865,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.01-3	38_BF1	-4870.77091005955
14608,Ref.47_BF.ES.08.X2457_2.FJ670529,0.09-5	D	-5135.708377659262
3131,Ref.12_BF.AR.97.A32879.AF408629,0.01-0	12_BF	-4848.887476890056
9095,Ref.F2.CM.95.95CM_MP255.AJ249236,0.05-1	F2	-4936.775324548521
2743,Ref.18_cpx.CU.99.CU68.AY894993,0.01-2	18_cpx	-4807.018445942175
3509,Ref.25_cpx.SA.03.J11451.EU697908,0.01-9	25_cpx	-4842.833602427497
8434,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.07-9	A1	-5023.619889850436
14469,Ref.G.PT.x.PT2695.AY612637,0.09-4	G	-5132.940075924071
6410,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-5	06_cpx	-5045.6091684897
10336,Ref.J.CM.04.04CMU11421.GU237072,0.1-2	C	-5048.216218719815
404,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-8	46_BF	-4878.178441375366
9040,Ref.07_BC.CN.05.XJDC6441.EF368370,0.05-1	07_BC	-4970.574226474246
4148,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-3	01_AE	-4912.595124676553
8528,Ref.44_BF.CL.00.CH80.FJ358521,0.07-9	F1	-5090.462252353624
13385,Ref.01_AE.AF.07.569M.GQ477441,0.06-8	01_AE	-4998.491664230299
1221,Ref.J.SE.93.SE9280_7887.AF082394,0.02-7	J	-4901.777599965954
7468,Ref.B.TH.90.BK132.AY173951,0.07-1	B	-5005.710838662295
6943,Ref.47_BF.ES.08.P1942.GQ372987,0.07-5	B	-5072.9459580515095
11735,Ref.23_BG.CU.03.CB118.AY900571,0.03-8	B	-4968.154717543046
3801,Ref.G.KE.93.HH8793_12_1.AF061641,0.02-4	G	-4893.490650702997
250,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.02-9	40_BF	-4923.127503535582
5162,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-8	F1	-5105.966783048269
7401,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-0	D	-4868.72521674488
3804,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.02-4	08_BC	-4865.462158900202
7392,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.07-0	02_AG	-4969.521163643605
2064,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.01-6	J	-4842.787881659667
12590,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-2	F1	-5032.465939522933
785,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.04-8	13_cpx	-5004.851628232784
3311,Ref.31_BC.BR.04.04BR142.AY727527,0.01-1	31_BC	-4891.721728415629
3967,Ref.18_cpx.CM.97.CM53379.AF377959,0.04-5	18_cpx	-4983.4580739050225
1617,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.02-0	36_cpx	-4807.185118500818
14119,Ref.18_cpx.CU.99.CU68.AY894993,0.09-6	A1	-5069.363845246141
15660,Ref.A2.CD.97.97CDKTB48.AF286238,0.06-7	A2	-5056.8321443135665
1603,Ref.14_BG.ES.00.X623.AF450097,0.02-0	14_BG	-4877.060403057159
9612,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-4	14_BG	-4985.928382480943
15465,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.03-7	17_BF	-4898.2700047387525
14336,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.09-7	B	-5120.678436800526
4614,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-1	01_AE	-4874.335934655743
4900,Ref.D.TZ.01.A280.AY253311,0.08-9	D	-5028.056865781586
11295,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-8	D	-5171.193650263092
8068,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.05-9	J	-4978.001874424782
7084,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.07-6	B	-5029.597211303964
9296,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-6	14_BG	-4994.0478158987335
9352,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.05-7	01_AE	-5064.875394101479
10102,Ref.15_01B.TH.96.M169.DQ354120,0.1-0	01_AE	-5124.325217318304
6532,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.08-4	A1	-5151.243244225431
12559,Ref.03_AB.RU.97.KAL153_2.AF193276,0.06-2	03_AB	-4986.29193179959
14036,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.09-9	D	-5189.882458262515
8718,Ref.02_AG.LR.x.POC44951.AB485636,0.05-3	02_AG	-4973.257244818574
1808,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-3	A1	-4973.260981415234
2608,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.01-5	37_cpx	-4743.866276309113
11557,Ref.14_BG.ES.00.X623.AF450097,0.04-3	14_BG	-4958.907715504762
11509,Ref.49_cpx.GM.03.N26677.HQ385479,0.04-4	49_cpx	-4754.054450909533
8231,Ref.C.ZA.04.04ZASK146.AY772699,0.07-8	C	-5006.009470402039
1484,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.02-1	09_cpx	-4913.9739507050845
6967,Ref.C.ZA.04.04ZASK146.AY772699,0.07-6	C	-5000.5382672610285
10238,Ref.43_02G.SA.03.J11243.EU697907,0.1-3	F1	-5119.999041317666
8237,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.07-8	B	-5094.334557363835
12992,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-6	11_cpx	-4908.414976173831
5864,Ref.A2.CD.97.97CDKTB48.AF286238,0.08-0	A1	-5093.224799365841
4146,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.03-3	25_cpx	-4933.9120312922905
10969,Ref.A2.CY.94.94CY017_41.AF286237,0.1-6	A2	-5185.474779689073
3638,Ref.09_cpx.SN.95.95SN1795.AY093603,0.02-5	09_cpx	-4837.944871294153
178,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-9	26_AU	-4949.715066149069
10426,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.1-2	B	-5177.204032623893
14929,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-3	B	-5085.960421718898
9222,Ref.24_BG.CU.03.CB471.AY900575,0.05-6	24_BG	-5007.206263775092
776,Ref.46_BF.BR.01.01BR087.DQ358801,0.04-8	F1	-4951.258260415306
3641,Ref.35_AD.AF.05.05AF095.EF158041,0.02-5	35_AD	-4873.384456922093
12976,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.03-6	26_AU	-4979.2088992436775
3876,Ref.31_BC.BR.04.04BR137.AY727526,0.02-4	C	-4927.530541044704
2920,Ref.H.BE.93.VI991.AF190127,0.01-3	H	-4845.101669320797
1858,Ref.F2.CM.97.CM53657.AF377956,0.02-3	F2	-4856.79511667874
4793,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.04-0	04_cpx	-5004.255032311061
9021,Ref.C.ZA.04.04ZASK146.AY772699,0.05-1	C	-4927.311780101266
13462,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.06-1	A1	-4915.105846276378
1951,Ref.C.BR.92.BR025_d.U52953,0.02-2	C	-4895.219279892594
14964,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-3	01_AE	-5161.645301881505
6729,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-4	B	-5045.913332425491
2673,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-5	21_A2D	-4846.352218702541
1797,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.02-3	13_cpx	-4955.141499592502
6962,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.07-6	J	-5023.50189024759
11218,Ref.23_BG.CU.03.CB347.AY900572,0.1-8	A1	-5178.131724047063
6223,Ref.D.CD.83.ELI.K03454,0.08-6	D	-5009.946591084058
13295,Ref.14_BG.ES.00.X623.AF450097,0.06-8	B	-5003.912694827269
3180,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-1	26_AU	-4905.831993442347
7741,Ref.32_06A1.EE.01.EE0369.AY535660,0.07-2	B	-5162.93105238597
4816,Ref.H.BE.93.VI991.AF190127,0.04-0	H	-4957.238599079378
15179,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-1	H	-5059.3799846024685
1998,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.02-2	28_BF	-4931.165750987845
14457,Ref.12_BF.AR.97.A32989.AF408630,0.09-4	12_BF	-5074.517734258323
5222,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.06-3	29_BF	-5036.29528741811
6754,Ref.A1.UG.92.92UG037.AB253429,0.07-4	A1	-5044.940526284205
12298,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.03-1	14_BG	-4923.829112887065
14788,Ref.09_cpx.GH.96.96GH2911.AY093605,0.09-2	09_cpx	-5076.435792571303
11899,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.03-9	15_01B	-4903.466508957519
3715,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.02-5	40_BF	-4940.690561521354
8327,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.07-8	D	-5076.519757681848
3962,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.04-5	08_BC	-4942.602421488408
3452,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.01-8	38_BF1	-4870.781474586468
7426,Ref.23_BG.CU.03.CB347.AY900572,0.07-1	B	-5119.366124748282
6391,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.08-5	B	-5060.996892493499
13610,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.06-0	D	-5041.00634855067
6057,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-7	04_cpx	-5083.305447872068
12334,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-2	J	-4912.248056864426
10177,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.1-3	B	-5228.870835754029
7045,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-6	B	-5058.266973959056
15044,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-0	07_BC	-5072.311228780866
