reference	major subtype found	log_likelihood of the reference subtype
11473,Ref.11_cpx.CM.97.MP818.AJ291718,0.04-4	C	-4943.721642956023
6240,Ref.35_AD.AF.05.05AF094.EF158040,0.08-6	A1	-5038.6482766535955
6999,Ref.49_cpx.GM.02.N18380.HQ385477,0.07-6	D	-4809.973469694753
11435,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.04-4	C	-5009.758137629899
3968,Ref.A2.CD.97.97CDKTB48.AF286238,0.04-5	A1	-4969.717288622817
15505,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.06-4	A2	-4986.665815955003
2652,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.01-5	02_AG	-4796.21533387577
10137,Ref.D.UG.94.94UG114.U88824,0.1-3	D	-5017.050904078571
10586,Ref.23_BG.CU.03.CB347.AY900572,0.1-4	01_AE	-5038.7139868016975
5459,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.08-3	01_AE	-4935.004217773262
10661,Ref.45_cpx.CM.97.97CM_MP814.FN392876,0.1-4	02_AG	-5008.502732170688
10371,Ref.B.NL.00.671_00T36.AY423387,0.1-2	01_AE	-5037.208945036313
372,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.02-8	F2	-4776.546142095993
5492,Ref.F2.CM.97.CM53657.AF377956,0.08-3	D	-4976.924034334315
3563,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.01-9	B	-4832.409874878611
93,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.06-9	40_BF	-4982.666791497013
14432,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.09-4	01_AE	-5067.605720574422
14868,Ref.31_BC.BR.02.110PA.EF091932,0.09-3	01_AE	-5015.306275544793
12385,Ref.D.CD.83.ELI.K03454,0.03-2	D	-4925.2541665244125
4050,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.04-5	04_cpx	-5023.329998330431
3307,Ref.A2.CM.01.01CM_1445MV.GU201516,0.01-1	A2	-4930.890829384268
3978,Ref.02_AG.LR.x.POC44951.AB485636,0.04-5	02_AG	-4949.127601310015
437,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.02-8	B	-4933.5578398645985
5431,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.08-3	01_AE	-5067.249589497213
5388,Ref.31_BC.BR.02.110PA.EF091932,0.08-3	C	-5004.005617179245
9894,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-1	D	-5030.710168604966
9652,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.05-5	D	-4981.282590901697
3029,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.01-0	13_cpx	-4946.315657300133
3047,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-0	F2	-4886.0705837776395
13884,Ref.43_02G.SA.03.J11223.EU697904,0.09-8	01_AE	-4976.576112548442
10391,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.1-2	03_AB	-5036.767850416895
442,Ref.43_02G.SA.03.J11243.EU697907,0.02-8	09_cpx	-4893.26670227559
8727,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.05-3	01_AE	-4864.886289606172
7811,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.07-3	01_AE	-4993.676676679792
8551,Ref.21_A2D.KE.99.KER2003.AF457051,0.05-2	D	-4960.806945439695
6503,Ref.D.UG.94.94UG114.U88824,0.08-4	D	-4995.36077140398
3142,Ref.34_01B.TH.99.OUR2478P.EF165541,0.01-0	34_01B	-4869.8878131037
9933,Ref.05_DF.ES.99.X492.AY227107,0.1-1	D	-5008.138531752122
10842,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-7	D	-5006.270995972571
2858,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.01-3	11_cpx	-4925.044248288762
7623,Ref.F1.FI.93.FIN9363.AF075703,0.07-2	46_BF	-4979.736897514581
1203,Ref.11_cpx.CM.97.MP818.AJ291718,0.02-7	11_cpx	-4908.266314175679
4099,Ref.47_BF.ES.08.P1942.GQ372987,0.04-5	D	-4926.347053639762
12935,Ref.05_DF.ES.99.X492.AY227107,0.03-5	D	-4919.331794386678
3920,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.02-4	C	-4946.120397614011
9096,Ref.06_cpx.AU.96.BFP90.AF064699,0.05-1	C	-4970.220921869233
6947,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.07-5	C	-5012.50702047671
15296,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.09-1	10_CD	-5049.1979762706405
9556,Ref.H.BE.93.VI991.AF190127,0.05-4	D	-4981.7150386852845
103,Ref.F1.FR.96.96FR_MP411.AJ249238,0.06-9	A1	-4959.070568290622
524,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.04-9	D	-4941.697630463122
11842,Ref.05_DF.BE.93.VI961.AF076998,0.03-8	09_cpx	-4940.861159955544
3264,Ref.02_AG.NG.x.IBNG.L39106,0.01-1	02_AG	-4906.4917458856535
12061,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.03-0	04_cpx	-4990.026932435961
3753,Ref.H.CF.90.056.AF005496,0.02-5	C	-4912.75284030539
2160,Ref.46_BF.BR.01.01BR125.DQ358802,0.01-6	F1	-4926.461872865549
10443,Ref.C.ZA.04.04ZASK146.AY772699,0.1-5	C	-5008.97004443587
14963,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.09-3	01_AE	-5016.00236394506
12975,Ref.21_A2D.KE.99.KER2003.AF457051,0.03-6	D	-4932.226022817476
3461,Ref.C.ET.86.ETH2220.U46016,0.01-8	C	-4919.547803694542
9431,Ref.24_BG.CU.03.CB378.AY900574,0.05-7	D	-5024.292754421054
1131,Ref.D.UG.94.94UG114.U88824,0.02-7	D	-4908.376673857161
10720,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-4	46_BF	-5034.7404462714685
11983,Ref.49_cpx.GM.03.N26677.HQ385479,0.03-9	C	-4749.876315895052
8429,Ref.C.BR.92.BR025_d.U52953,0.07-9	C	-5001.672715314724
6745,Ref.24_BG.CU.03.CB378.AY900574,0.07-4	C	-5030.942103270504
4271,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-4	04_cpx	-4973.358602986741
7870,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.07-3	01_AE	-5005.307199508824
14620,Ref.31_BC.BR.04.04BR137.AY727526,0.09-5	C	-5039.566844237413
8573,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-2	A1	-4944.646077707877
8983,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.05-0	01_AE	-4984.091936278263
14986,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.09-3	D	-5028.083002994529
9930,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-1	D	-5036.0579442632215
9534,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-4	C	-5013.285308078387
13961,Ref.18_cpx.CU.99.CU68.AY894993,0.09-9	C	-4978.603915959021
13409,Ref.05_DF.ES.99.X492.AY227107,0.06-8	D	-4960.259890885557
11637,Ref.F1.FR.96.96FR_MP411.AJ249238,0.04-3	A1	-4933.491461510813
1504,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-1	C	-4924.145644961994
1845,Ref.20_BG.CU.99.Cu103.AY586545,0.02-3	G	-4913.724837601702
8011,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-8	D	-4974.7867254288685
4150,Ref.B.TH.90.BK132.AY173951,0.03-3	B	-4919.403850498414
10377,Ref.20_BG.CU.99.Cu103.AY586545,0.1-2	10_CD	-5008.941024245738
4666,Ref.31_BC.BR.04.04BR137.AY727526,0.04-1	C	-4978.962886806767
9340,Ref.A2.CD.97.97CDKTB48.AF286238,0.05-7	D	-4984.370084307684
8807,Ref.35_AD.AF.05.05AF026.EF158043,0.05-3	A1	-4967.272253486333
13493,Ref.05_DF.BE.x.VI1310.AF193253,0.06-1	01_AE	-5005.749785141563
1735,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.02-0	D	-4911.011656829134
14536,Ref.23_BG.CU.03.CB347.AY900572,0.09-5	D	-5041.942029824765
11640,Ref.46_BF.BR.01.01BR125.DQ358802,0.04-3	46_BF	-4958.407604073027
8425,Ref.G.BE.96.DRCBL.AF084936,0.07-9	02_AG	-4958.322332391031
15710,Ref.19_cpx.CU.99.CU29.AY588971,0.06-7	C	-4993.922209399402
4331,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.03-4	B	-4993.250628341257
11410,Ref.07_BC.CN.05.XJDC6441.EF368370,0.04-4	07_BC	-4940.071816042411
7624,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-2	01_AE	-4985.230044162418
14390,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.09-4	D	-5013.298104380034
3493,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-9	18_cpx	-4923.3319329353035
14282,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.09-7	D	-5030.971064120616
6697,Ref.D.CD.83.ELI.K03454,0.07-4	D	-4972.538824769926
10826,Ref.06_cpx.EE.01.EE0359.AY535659,0.1-7	D	-5020.484817943473
5269,Ref.C.BR.92.BR025_d.U52953,0.06-3	D	-4987.740732935426
507,Ref.25_cpx.SA.03.J11451.EU697908,0.04-9	B	-4939.5352012910125
15445,Ref.H.CF.90.056.AF005496,0.03-7	C	-4941.209417188133
5006,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.08-9	46_BF	-5014.287680429863
14206,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-6	46_BF	-5018.014183129253
12956,Ref.23_BG.CU.03.CB347.AY900572,0.03-6	D	-4954.112900493994
10332,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.1-2	01_AE	-5034.721042389591
13560,Ref.18_cpx.CU.99.CU14.AY586541,0.06-1	02_AG	-4982.279167802917
15133,Ref.B.US.98.1058_11.AY331295,0.09-0	01_AE	-5027.972784030079
8149,Ref.G.PT.x.PT2695.AY612637,0.05-9	C	-5031.858548536968
10818,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.1-7	01_AE	-5006.17776963618
5531,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-2	D	-5003.675567839449
11408,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-4	01_AE	-4809.677946213648
8089,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-9	D	-4953.167526178636
14253,Ref.25_cpx.SA.03.J11451.EU697908,0.09-7	D	-5005.024131385
14392,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-4	01_AE	-5035.03751766434
15223,Ref.C.BR.92.BR025_d.U52953,0.09-1	C	-5012.972393778982
5694,Ref.12_BF.AR.99.ARMA159.AF385936,0.08-1	46_BF	-5000.679470045524
5464,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.08-3	01_AE	-5030.3043092860225
771,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-8	D	-4944.127339561451
1807,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-3	01_AE	-4950.893251221415
1944,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-2	09_cpx	-4767.5998816363535
10141,Ref.14_BG.ES.00.X605.AF450096,0.1-3	01_AE	-5056.171070818706
2865,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.01-3	F1	-4921.90753531209
1566,Ref.46_BF.BR.01.01BR087.DQ358801,0.02-1	F1	-4922.268858206896
2146,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.01-6	B	-4945.5347922374685
10963,Ref.D.CD.83.ELI.K03454,0.1-6	D	-5023.7813499728945
9095,Ref.F2.CM.95.95CM_MP255.AJ249236,0.05-1	01_AE	-4920.747784532513
4256,Ref.15_01B.TH.96.M169.DQ354120,0.03-3	15_01B	-4938.283880680466
7442,Ref.31_BC.BR.02.110PA.EF091932,0.07-1	C	-4994.799680787394
984,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-6	11_cpx	-4944.125552164598
13366,Ref.09_cpx.GH.96.96GH2911.AY093605,0.06-8	D	-4963.358304722604
11440,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.04-4	02_AG	-4943.762403630351
3311,Ref.31_BC.BR.04.04BR142.AY727527,0.01-1	C	-4936.226005411509
5463,Ref.G.PT.x.PT2695.AY612637,0.08-3	D	-5059.883344718087
14603,Ref.A2.CY.94.94CY017_41.AF286237,0.09-5	01_AE	-5049.667032303445
2743,Ref.18_cpx.CU.99.CU68.AY894993,0.01-2	18_cpx	-4859.561934545396
9040,Ref.07_BC.CN.05.XJDC6441.EF368370,0.05-1	D	-4966.561892069368
11788,Ref.25_cpx.SA.03.J11233.EU697906,0.03-8	C	-4914.905431532447
5741,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-1	04_cpx	-5031.388313407348
1726,Ref.F1.BE.93.VI850.AF077336,0.02-0	F1	-4910.328462314746
2208,Ref.44_BF.CL.00.CH80.FJ358521,0.01-6	F1	-4893.106832805194
3752,Ref.A1.UG.92.92UG037.AB253429,0.02-5	A1	-4961.482761667218
8353,Ref.05_DF.ES.99.X492.AY227107,0.07-8	B	-4979.850399048076
3131,Ref.12_BF.AR.97.A32879.AF408629,0.01-0	F1	-4921.66439240991
11816,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.03-8	02_AG	-4823.510517885632
250,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.02-9	B	-4955.39770248962
13712,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.06-0	01_AE	-4852.64861610717
3777,Ref.C.ET.86.ETH2220.U46016,0.02-5	C	-4930.714837059869
6410,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-5	06_cpx	-4984.202780063037
4148,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-3	01_AE	-4936.717881611516
13427,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.06-8	D	-4975.2859118715605
8698,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.05-3	D	-4981.645123863564
9612,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-4	D	-4957.299480346369
5806,Ref.A1.UG.92.92UG037.AB253429,0.08-1	A1	-5025.384116813612
2595,Ref.A2.CY.94.94CY017_41.AF286237,0.01-5	F1	-4957.529777476306
14469,Ref.G.PT.x.PT2695.AY612637,0.09-4	D	-5057.874932161698
2064,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.01-6	J	-4890.271180250341
12590,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-2	D	-4988.024211644484
11295,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-8	03_AB	-4999.848047860409
1484,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.02-1	09_cpx	-4937.049512449464
3967,Ref.18_cpx.CM.97.CM53379.AF377959,0.04-5	01_AE	-4977.5418159867995
6663,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.07-4	C	-5020.526268952323
10654,Ref.19_cpx.CU.99.CU29.AY588971,0.1-4	D	-5024.1447813138475
4900,Ref.D.TZ.01.A280.AY253311,0.08-9	D	-4987.975252511076
1617,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.02-0	02_AG	-4820.185098974709
3801,Ref.G.KE.93.HH8793_12_1.AF061641,0.02-4	G	-4925.32274971216
11557,Ref.14_BG.ES.00.X623.AF450097,0.04-3	D	-4945.192242180327
8718,Ref.02_AG.LR.x.POC44951.AB485636,0.05-3	02_AG	-4974.069864280799
11053,Ref.31_BC.BR.04.04BR142.AY727527,0.1-6	C	-5066.079364604942
14608,Ref.47_BF.ES.08.X2457_2.FJ670529,0.09-5	D	-5025.175746122876
8237,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.07-8	D	-5016.7968476894075
404,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-8	F1	-4902.766443643315
8434,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.07-9	C	-4987.121506734063
10336,Ref.J.CM.04.04CMU11421.GU237072,0.1-2	D	-4942.0272024685755
11735,Ref.23_BG.CU.03.CB118.AY900571,0.03-8	G	-4951.891029179261
3804,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.02-4	C	-4917.358465753071
4575,Ref.31_BC.BR.04.04BR142.AY727527,0.04-2	C	-4971.578998675694
10102,Ref.15_01B.TH.96.M169.DQ354120,0.1-0	D	-5032.377500531182
3876,Ref.31_BC.BR.04.04BR137.AY727526,0.02-4	C	-4944.713817283373
14336,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.09-7	D	-5015.104216341881
8528,Ref.44_BF.CL.00.CH80.FJ358521,0.07-9	46_BF	-4983.354480828252
1808,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-3	A1	-4968.703685694865
1603,Ref.14_BG.ES.00.X623.AF450097,0.02-0	14_BG	-4915.066101905883
8068,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.05-9	C	-4945.708907921711
10426,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.1-2	01_AE	-5057.3673695726175
3452,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.01-8	38_BF1	-4916.172146137659
10969,Ref.A2.CY.94.94CY017_41.AF286237,0.1-6	10_CD	-5083.177392567481
4146,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.03-3	D	-4924.123201405499
15179,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-1	D	-4987.851064573685
6532,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.08-4	01_AE	-5072.29102343378
178,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-9	01_AE	-4945.472525694287
14235,Ref.C.ZA.04.04ZASK146.AY772699,0.09-7	C	-5012.22254678862
13462,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.06-1	01_AE	-4831.841762304093
5864,Ref.A2.CD.97.97CDKTB48.AF286238,0.08-0	D	-5005.746190260044
6331,Ref.H.GB.00.00GBAC4001.FJ711703,0.08-5	D	-4969.069028181605
9222,Ref.24_BG.CU.03.CB471.AY900575,0.05-6	01_AE	-4986.141712487313
2920,Ref.H.BE.93.VI991.AF190127,0.01-3	H	-4903.065569766756
14929,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-3	01_AE	-4984.311832115618
2673,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-5	21_A2D	-4901.065537965046
776,Ref.46_BF.BR.01.01BR087.DQ358801,0.04-8	F1	-4944.10112457282
3641,Ref.35_AD.AF.05.05AF095.EF158041,0.02-5	A1	-4918.2745223729635
7468,Ref.B.TH.90.BK132.AY173951,0.07-1	D	-4978.74758998226
3180,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-1	02_AG	-4936.5700081696305
14964,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-3	01_AE	-5024.207591088836
6307,Ref.21_A2D.KE.99.KSM4001.AF457072,0.08-6	G	-4988.986354525319
1221,Ref.J.SE.93.SE9280_7887.AF082394,0.02-7	B	-4913.97741878881
14378,Ref.23_BG.CU.03.CB347.AY900572,0.09-4	01_AE	-5023.89937425231
8992,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-0	46_BF	-4970.820166877057
9293,Ref.12_BF.AR.97.A32879.AF408629,0.05-6	12_BF	-4977.942944013639
6729,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-4	C	-4990.332469644563
12976,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.03-6	01_AE	-4972.424224192113
14788,Ref.09_cpx.GH.96.96GH2911.AY093605,0.09-2	D	-5003.833546521771
6967,Ref.C.ZA.04.04ZASK146.AY772699,0.07-6	C	-4964.570633270727
15390,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.03-7	02_AG	-4927.188014295635
5980,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.08-0	D	-5008.699940930563
13403,Ref.G.NG.92.92NG083.U88826,0.06-8	C	-4971.726345496189
1951,Ref.C.BR.92.BR025_d.U52953,0.02-2	C	-4932.9136855804945
6057,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-7	01_AE	-5029.541639492985
7084,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.07-6	D	-4974.775167991261
15465,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.03-7	F1	-4913.832644563606
12334,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-2	D	-4921.673127628155
2608,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.01-5	09_cpx	-4780.662383573799
10238,Ref.43_02G.SA.03.J11243.EU697907,0.1-3	01_AE	-5003.418445643084
13385,Ref.01_AE.AF.07.569M.GQ477441,0.06-8	01_AE	-4991.846260285395
1857,Ref.H.CF.90.056.AF005496,0.02-3	C	-4918.119017445901
11509,Ref.49_cpx.GM.03.N26677.HQ385479,0.04-4	C	-4757.456907917855
1858,Ref.F2.CM.97.CM53657.AF377956,0.02-3	F2	-4901.162330012837
13516,Ref.A1.RW.92.92RW008.AB253421,0.06-1	D	-5010.009423676088
3715,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.02-5	40_BF	-4962.556980976248
3509,Ref.25_cpx.SA.03.J11451.EU697908,0.01-9	25_cpx	-4883.6159093590395
1689,Ref.24_BG.CU.03.CB378.AY900574,0.02-0	B	-4954.871372191087
7401,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-0	C	-4794.927080758862
14217,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.09-6	D	-5015.114765926194
14036,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.09-9	01_AE	-5039.074189231568
5424,Ref.D.CM.01.01CM_4412HAL.AY371157,0.08-3	D	-4856.180401066099
3962,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.04-5	08_BC	-4941.086206004875
14119,Ref.18_cpx.CU.99.CU68.AY894993,0.09-6	01_AE	-4973.41080822185
11352,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-8	D	-5024.173643865528
9352,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.05-7	01_AE	-5022.154167205998
12992,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-6	11_cpx	-4917.80929040884
4909,Ref.H.GB.00.00GBAC4001.FJ711703,0.08-9	H	-4960.494090380779
6391,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.08-5	40_BF	-4985.646185653503
15044,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-0	D	-5001.161850671486
4793,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.04-0	01_AE	-4996.703069068171
7392,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.07-0	D	-4869.392038044549
8231,Ref.C.ZA.04.04ZASK146.AY772699,0.07-8	C	-4971.472666266664
7045,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-6	40_BF	-4994.421068259238
6962,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.07-6	C	-4958.472425396504
3638,Ref.09_cpx.SN.95.95SN1795.AY093603,0.02-5	09_cpx	-4894.602956570028
15660,Ref.A2.CD.97.97CDKTB48.AF286238,0.06-7	A1	-5005.572644030551
5162,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-8	46_BF	-5007.558769588217
1797,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.02-3	C	-4978.199199992912
2974,Ref.18_cpx.CU.99.CU14.AY586541,0.01-3	F1	-4893.648459182943
6491,Ref.01_AE.CN.05.05GX001.GU564221,0.08-4	01_AE	-4981.388993300216
6754,Ref.A1.UG.92.92UG037.AB253429,0.07-4	A1	-5016.627417528122
14999,Ref.A2.CM.01.01CM_1445MV.GU201516,0.09-3	D	-5010.315190555552
