reference	major subtype found	log_likelihood of the reference subtype
7870,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.07-3	10_CD	-12211.986632750964
6745,Ref.24_BG.CU.03.CB378.AY900574,0.07-4	24_BG	-12218.356762376017
3461,Ref.C.ET.86.ETH2220.U46016,0.01-8	C	-3619.099814800502
6503,Ref.D.UG.94.94UG114.U88824,0.08-4	D	-12389.5938711906
8429,Ref.C.BR.92.BR025_d.U52953,0.07-9	C	-11939.199857319923
9930,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-1	38_BF1	-14606.382414540165
9340,Ref.A2.CD.97.97CDKTB48.AF286238,0.05-7	A2	-10395.088451175716
4099,Ref.47_BF.ES.08.P1942.GQ372987,0.04-5	47_BF	-8814.620826363205
14986,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.09-3	38_BF1	-14157.325504725939
635,Ref.H.BE.93.VI997.AF190128,0.04-8	H	-8859.524285920808
10586,Ref.23_BG.CU.03.CB347.AY900572,0.1-4	23_BG	-15002.673051809463
5755,Ref.A2.CY.94.94CY017_41.AF286237,0.08-1	A2	-13278.046059012571
8425,Ref.G.BE.96.DRCBL.AF084936,0.07-9	G	-11799.268811775135
4250,Ref.24_BG.ES.08.X2456_2.FJ670526,0.03-3	24_BG	-7027.034966599379
11708,Ref.31_BC.BR.02.110PA.EF091932,0.03-8	31_BC	-7258.834440189743
11348,Ref.18_cpx.CU.99.CU14.AY586541,0.1-8	18_cpx	-14708.249601341906
3703,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-5	33_01B	-5431.603177635233
11473,Ref.11_cpx.CM.97.MP818.AJ291718,0.04-4	11_cpx	-8559.157922296588
9652,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.05-5	11_cpx	-9894.377376255246
2105,Ref.G.BE.96.DRCBL.AF084936,0.01-6	G	-3682.5292818167977
1845,Ref.20_BG.CU.99.Cu103.AY586545,0.02-3	20_BG	-5303.778221494764
8727,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.05-3	36_cpx	-10184.767395035835
4385,Ref.H.CF.90.056.AF005496,0.03-4	H	-7175.229474564944
372,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.02-8	F2	-5124.526423754234
11637,Ref.F1.FR.96.96FR_MP411.AJ249238,0.04-3	F1	-8261.521620852023
9534,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-4	06_cpx	-9620.650951784466
9431,Ref.24_BG.CU.03.CB378.AY900574,0.05-7	24_BG	-10160.239309926597
10720,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-4	38_BF1	-15223.2038536794
13936,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.09-9	22_01A1	-14139.372227051705
14658,Ref.02_AG.CM.99.pBD6_15.AY271690,0.09-5	02_AG	-13404.467384703046
11983,Ref.49_cpx.GM.03.N26677.HQ385479,0.03-9	49_cpx	-6896.273248796691
6188,Ref.16_A2D.KE.91.KNH1271.AY945736,0.08-6	16_A2D	-13684.077360232666
10391,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.1-2	B	-14146.618882971736
15505,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.06-4	38_BF1	-11102.92640868838
3563,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.01-9	42_BF	-3726.9691375248126
4150,Ref.B.TH.90.BK132.AY173951,0.03-3	B	-6836.642075142159
5431,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.08-3	13_cpx	-13211.145358483509
14536,Ref.23_BG.CU.03.CB347.AY900572,0.09-5	23_BG	-14620.056424875627
9894,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-1	K	-15436.647155391003
9096,Ref.06_cpx.AU.96.BFP90.AF064699,0.05-1	06_cpx	-9620.900160382656
14432,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.09-4	06_cpx	-14067.380354487506
13493,Ref.05_DF.BE.x.VI1310.AF193253,0.06-1	05_DF	-11189.797127268515
12956,Ref.23_BG.CU.03.CB347.AY900572,0.03-6	23_BG	-7554.278958772194
3968,Ref.A2.CD.97.97CDKTB48.AF286238,0.04-5	A2	-8871.681589030715
14868,Ref.31_BC.BR.02.110PA.EF091932,0.09-3	31_BC	-13963.725712181795
8573,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-2	45_cpx	-10145.162799114874
3753,Ref.H.CF.90.056.AF005496,0.02-5	H	-5614.351078801691
12975,Ref.21_A2D.KE.99.KER2003.AF457051,0.03-6	21_A2D	-7221.685341785245
437,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.02-8	B	-5163.352800580276
3307,Ref.A2.CM.01.01CM_1445MV.GU201516,0.01-1	A2	-3790.3828651245426
8807,Ref.35_AD.AF.05.05AF026.EF158043,0.05-3	35_AD	-9957.327184671312
13961,Ref.18_cpx.CU.99.CU68.AY894993,0.09-9	18_cpx	-13721.518897030977
3029,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.01-0	13_cpx	-3875.8145236359364
5388,Ref.31_BC.BR.02.110PA.EF091932,0.08-3	31_BC	-13211.986256236143
8551,Ref.21_A2D.KE.99.KER2003.AF457051,0.05-2	21_A2D	-10116.778973075645
2652,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.01-5	36_cpx	-3873.5330653072065
8401,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.07-9	13_cpx	-12559.623503462699
10377,Ref.20_BG.CU.99.Cu103.AY586545,0.1-2	20_BG	-15380.61019632446
15710,Ref.19_cpx.CU.99.CU29.AY588971,0.06-7	19_cpx	-11369.924980693053
3967,Ref.18_cpx.CM.97.CM53379.AF377959,0.04-5	18_cpx	-8598.831233465424
7624,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-2	33_01B	-12546.616662445562
7494,Ref.19_cpx.CU.99.CU29.AY588971,0.07-1	19_cpx	-12279.946526706748
14390,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.09-4	08_BC	-14147.76793616694
5269,Ref.C.BR.92.BR025_d.U52953,0.06-3	C	-10758.760771157944
1735,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.02-0	K	-5877.823949242995
1504,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-1	06_cpx	-5421.345402014367
12013,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-0	04_cpx	-6919.995792511513
3047,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-0	F2	-3543.2325079405805
4050,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.04-5	04_cpx	-8657.271239294867
8011,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-8	45_cpx	-9999.104501597289
10963,Ref.D.CD.83.ELI.K03454,0.1-6	D	-13901.142534993087
5162,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-8	46_BF	-13704.665411738355
3493,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-9	18_cpx	-3742.9663844546462
11735,Ref.23_BG.CU.03.CB118.AY900571,0.03-8	23_BG	-7530.729097506988
10969,Ref.A2.CY.94.94CY017_41.AF286237,0.1-6	A2	-14834.059643487697
14282,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.09-7	09_cpx	-13977.374280410531
6697,Ref.D.CD.83.ELI.K03454,0.07-4	D	-11505.639774116424
10826,Ref.06_cpx.EE.01.EE0359.AY535659,0.1-7	06_cpx	-14503.246525523617
93,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.06-9	40_BF	-11431.487844914236
14206,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-6	46_BF	-13828.21502908261
5006,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.08-9	38_BF1	-12961.777945978083
8718,Ref.02_AG.LR.x.POC44951.AB485636,0.05-3	02_AG	-9567.113949009718
507,Ref.25_cpx.SA.03.J11451.EU697908,0.04-9	25_cpx	-8545.428786401468
14253,Ref.25_cpx.SA.03.J11451.EU697908,0.09-7	25_cpx	-13837.252014950509
10426,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.1-2	28_BF	-15101.602312866498
11640,Ref.46_BF.BR.01.01BR125.DQ358802,0.04-3	46_BF	-8810.933149582605
2608,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.01-5	37_cpx	-3963.3958238749906
15133,Ref.B.US.98.1058_11.AY331295,0.09-0	B	-13733.592311172493
9352,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.05-7	33_01B	-10068.365973234066
11295,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-8	03_AB	-15221.71536754638
5694,Ref.12_BF.AR.99.ARMA159.AF385936,0.08-1	12_BF	-12938.34634579781
13366,Ref.09_cpx.GH.96.96GH2911.AY093605,0.06-8	09_cpx	-10709.145345897612
2858,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.01-3	11_cpx	-3756.3139008578605
4331,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.03-4	29_BF	-7194.294209532967
10336,Ref.J.CM.04.04CMU11421.GU237072,0.1-2	J	-13155.02324397991
984,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-6	11_cpx	-8602.202244316208
3978,Ref.02_AG.LR.x.POC44951.AB485636,0.04-5	02_AG	-8167.100369441137
11410,Ref.07_BC.CN.05.XJDC6441.EF368370,0.04-4	07_BC	-8300.594105764661
14608,Ref.47_BF.ES.08.X2457_2.FJ670529,0.09-5	47_BF	-14229.023651298285
641,Ref.G.KE.93.HH8793_12_1.AF061641,0.04-8	G	-8443.687034554763
15465,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.03-7	17_BF	-7025.000014256286
7401,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-0	49_cpx	-11782.110505713623
3311,Ref.31_BC.BR.04.04BR142.AY727527,0.01-1	31_BC	-3610.5567492386467
5424,Ref.D.CM.01.01CM_4412HAL.AY371157,0.08-3	D	-12206.86249254834
785,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.04-8	13_cpx	-8650.927764593125
6532,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.08-4	06_cpx	-13744.289693585573
404,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-8	46_BF	-5575.168222663959
15660,Ref.A2.CD.97.97CDKTB48.AF286238,0.06-7	A2	-11402.524035777556
9095,Ref.F2.CM.95.95CM_MP255.AJ249236,0.05-1	F2	-9712.576901951146
3876,Ref.31_BC.BR.04.04BR137.AY727526,0.02-4	31_BC	-5680.495270686713
14235,Ref.C.ZA.04.04ZASK146.AY772699,0.09-7	C	-13225.470146623857
1944,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-2	09_cpx	-4650.701121728827
6729,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-4	40_BF	-12278.703175742341
1203,Ref.11_cpx.CM.97.MP818.AJ291718,0.02-7	11_cpx	-5401.162053555932
8089,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-9	10_CD	-10119.769861732246
4900,Ref.D.TZ.01.A280.AY253311,0.08-9	D	-12506.065903579864
13427,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.06-8	K	-11317.98059985654
11408,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-4	22_01A1	-8424.761900578702
8231,Ref.C.ZA.04.04ZASK146.AY772699,0.07-8	C	-11855.858288243477
1221,Ref.J.SE.93.SE9280_7887.AF082394,0.02-7	J	-5680.2421087841385
4614,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-1	22_01A1	-8812.798295069651
14119,Ref.18_cpx.CU.99.CU68.AY894993,0.09-6	18_cpx	-13645.800488225266
5806,Ref.A1.UG.92.92UG037.AB253429,0.08-1	A1	-13221.662491138215
11788,Ref.25_cpx.SA.03.J11233.EU697906,0.03-8	25_cpx	-7112.3145084692915
14964,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-3	22_01A1	-14592.650878423849
14392,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-4	11_cpx	-14046.067325095531
3131,Ref.12_BF.AR.97.A32879.AF408629,0.01-0	12_BF	-3376.0241130402546
9296,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-6	14_BG	-10039.696619260403
6943,Ref.47_BF.ES.08.P1942.GQ372987,0.07-5	47_BF	-12557.851308620135
1807,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-3	33_01B	-5456.483479593907
5531,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-2	29_BF	-13204.787122316146
7442,Ref.31_BC.BR.02.110PA.EF091932,0.07-1	31_BC	-12408.06150273061
1566,Ref.46_BF.BR.01.01BR087.DQ358801,0.02-1	46_BF	-5700.556513301973
12298,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.03-1	14_BG	-7196.07622955253
8149,Ref.G.PT.x.PT2695.AY612637,0.05-9	G	-9986.747505156714
5463,Ref.G.PT.x.PT2695.AY612637,0.08-3	G	-13340.682729000046
7084,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.07-6	14_BG	-12226.303323392778
15445,Ref.H.CF.90.056.AF005496,0.03-7	H	-7150.100482395751
1617,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.02-0	36_cpx	-5564.362566268462
7392,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.07-0	36_cpx	-12419.216413249644
771,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-8	17_BF	-8689.300281326548
14036,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.09-9	14_BG	-14445.048247398667
8353,Ref.05_DF.ES.99.X492.AY227107,0.07-8	05_DF	-12359.005125471343
14603,Ref.A2.CY.94.94CY017_41.AF286237,0.09-5	A2	-14106.042824789654
14469,Ref.G.PT.x.PT2695.AY612637,0.09-4	G	-13667.007227909311
6967,Ref.C.ZA.04.04ZASK146.AY772699,0.07-6	C	-11875.399468805748
1726,Ref.F1.BE.93.VI850.AF077336,0.02-0	F1	-5524.817501539552
4256,Ref.15_01B.TH.96.M169.DQ354120,0.03-3	15_01B	-6935.269349407165
10818,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.1-7	17_BF	-14875.014597680647
13560,Ref.18_cpx.CU.99.CU14.AY586541,0.06-1	18_cpx	-11219.796381768623
3509,Ref.25_cpx.SA.03.J11451.EU697908,0.01-9	25_cpx	-3844.6079240204654
10141,Ref.14_BG.ES.00.X605.AF450096,0.1-3	14_BG	-15116.59533501961
11440,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.04-4	26_AU	-8553.018934657652
12590,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-2	38_BF1	-11165.797978433658
11053,Ref.31_BC.BR.04.04BR142.AY727527,0.1-6	31_BC	-15215.493838528497
10238,Ref.43_02G.SA.03.J11243.EU697907,0.1-3	43_02G	-14337.513307808214
10102,Ref.15_01B.TH.96.M169.DQ354120,0.1-0	15_01B	-14951.968545646418
10332,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.1-2	09_cpx	-14816.224577139083
2146,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.01-6	40_BF	-3743.1995632867074
15223,Ref.C.BR.92.BR025_d.U52953,0.09-1	C	-13705.993552981461
11509,Ref.49_cpx.GM.03.N26677.HQ385479,0.04-4	49_cpx	-8441.024362402319
5864,Ref.A2.CD.97.97CDKTB48.AF286238,0.08-0	A2	-13127.149813617945
10084,Ref.18_cpx.CU.99.CU14.AY586541,0.1-0	18_cpx	-14621.636859843447
12992,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-6	11_cpx	-7241.703480830698
8528,Ref.44_BF.CL.00.CH80.FJ358521,0.07-9	44_BF	-12461.904733427154
8698,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.05-3	29_BF	-10020.876211928402
9612,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-4	14_BG	-10247.422179730065
8434,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.07-9	A1	-11721.467023056419
8068,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.05-9	J	-9940.719269635867
12935,Ref.05_DF.ES.99.X492.AY227107,0.03-5	05_DF	-7130.31516032887
12976,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.03-6	26_AU	-7250.400684255273
2595,Ref.A2.CY.94.94CY017_41.AF286237,0.01-5	A2	-3877.2119035933356
13712,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.06-0	36_cpx	-10987.329853820951
2673,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-5	21_A2D	-3809.8038099316846
9293,Ref.12_BF.AR.97.A32879.AF408629,0.05-6	12_BF	-10017.305291023016
3752,Ref.A1.UG.92.92UG037.AB253429,0.02-5	A1	-5203.197447603391
14336,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.09-7	28_BF	-13968.812769715962
9556,Ref.H.BE.93.VI991.AF190127,0.05-4	H	-9725.57570680223
6410,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-5	06_cpx	-12873.313246591963
2743,Ref.18_cpx.CU.99.CU68.AY894993,0.01-2	18_cpx	-3766.249002902888
5741,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-1	04_cpx	-13222.159514562678
6307,Ref.21_A2D.KE.99.KSM4001.AF457072,0.08-6	21_A2D	-13179.710859657358
4148,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-3	33_01B	-7144.50556098088
12559,Ref.03_AB.RU.97.KAL153_2.AF193276,0.06-2	03_AB	-11494.735543978319
6663,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.07-4	13_cpx	-12678.627006013974
3641,Ref.35_AD.AF.05.05AF095.EF158041,0.02-5	35_AD	-5478.180208776216
9040,Ref.07_BC.CN.05.XJDC6441.EF368370,0.05-1	07_BC	-9819.592399299901
9222,Ref.24_BG.CU.03.CB471.AY900575,0.05-6	24_BG	-9884.194477314526
8992,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-0	46_BF	-9814.612035537415
1484,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.02-1	09_cpx	-5594.546088901492
10654,Ref.19_cpx.CU.99.CU29.AY588971,0.1-4	19_cpx	-15005.191363834323
2064,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.01-6	J	-3963.745365059815
8424,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.07-9	10_CD	-12185.460262858202
3777,Ref.C.ET.86.ETH2220.U46016,0.02-5	C	-5394.048748826707
10408,Ref.43_02G.SA.03.J11223.EU697904,0.1-2	43_02G	-14264.613886096418
1603,Ref.14_BG.ES.00.X623.AF450097,0.02-0	14_BG	-5320.44522655369
11557,Ref.14_BG.ES.00.X623.AF450097,0.04-3	14_BG	-8351.909676437823
4909,Ref.H.GB.00.00GBAC4001.FJ711703,0.08-9	H	-12745.96168218522
178,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-9	26_AU	-5648.851761740878
15179,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-1	H	-13362.580612972526
5464,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.08-3	40_BF	-13434.855521187323
13462,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.06-1	22_01A1	-11006.634094558687
14378,Ref.23_BG.CU.03.CB347.AY900572,0.09-4	23_BG	-14731.561428697094
1093,Ref.21_A2D.KE.99.KSM4001.AF457072,0.04-6	21_A2D	-8524.069201698238
6331,Ref.H.GB.00.00GBAC4001.FJ711703,0.08-5	H	-12500.693971305316
2865,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.01-3	38_BF1	-3864.602796190995
15044,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-0	07_BC	-13849.134966934607
14999,Ref.A2.CM.01.01CM_1445MV.GU201516,0.09-3	A2	-14033.780499716546
78,Ref.35_AD.AF.05.05AF094.EF158040,0.06-9	35_AD	-11313.20255089613
2208,Ref.44_BF.CL.00.CH80.FJ358521,0.01-6	44_BF	-4025.0914399108506
1858,Ref.F2.CM.97.CM53657.AF377956,0.02-3	F2	-5405.090302123709
6754,Ref.A1.UG.92.92UG037.AB253429,0.07-4	A1	-11971.995518465481
3804,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.02-4	08_BC	-5063.1366421816765
4146,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.03-3	25_cpx	-7026.563174057122
13385,Ref.01_AE.AF.07.569M.GQ477441,0.06-8	01_AE	-10724.081920652172
13295,Ref.14_BG.ES.00.X623.AF450097,0.06-8	14_BG	-11347.271514109181
8237,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.07-8	38_BF1	-12247.463452086778
15275,Ref.20_BG.CU.99.Cu103.AY586545,0.09-1	20_BG	-14035.148108319509
250,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.02-9	40_BF	-5534.568528147225
3180,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-1	26_AU	-3753.7361991767543
14788,Ref.09_cpx.GH.96.96GH2911.AY093605,0.09-2	09_cpx	-13705.1988330051
14929,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-3	03_AB	-14283.398069556524
1689,Ref.24_BG.CU.03.CB378.AY900574,0.02-0	24_BG	-5409.6992642927
10121,Ref.G.KE.93.HH8793_12_1.AF061641,0.1-3	G	-14422.725953045792
4207,Ref.01_AE.TH.90.CM240.U54771,0.03-3	01_AE	-6909.477675860538
3715,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.02-5	40_BF	-5612.3017150980995
6491,Ref.01_AE.CN.05.05GX001.GU564221,0.08-4	01_AE	-12886.790188752466
11148,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.1-9	46_BF	-15062.185356042792
5980,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.08-0	38_BF1	-13207.183178110325
12334,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-2	J	-7246.070380963433
7468,Ref.B.TH.90.BK132.AY173951,0.07-1	B	-11729.14684288477
