reference	major subtype found	log_likelihood of the reference subtype
6240,Ref.35_AD.AF.05.05AF094.EF158040,0.08-6	35_AD	-7474.105252114665
468,Ref.49_cpx.GM.97.N28353.HQ385478,0.02-8	49_cpx	-3297.8718086253184
5755,Ref.A2.CY.94.94CY017_41.AF286237,0.08-1	A2	-7575.452787852314
3703,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-5	33_01B	-3414.624448961461
372,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.02-8	F2	-3186.3245022363185
8727,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.05-3	36_cpx	-5974.949410267596
5492,Ref.F2.CM.97.CM53657.AF377956,0.08-3	F2	-7291.269039953743
5459,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.08-3	42_BF	-7578.388696111832
10391,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.1-2	B	-7852.056436837179
442,Ref.43_02G.SA.03.J11243.EU697907,0.02-8	43_02G	-3468.182256585747
3968,Ref.A2.CD.97.97CDKTB48.AF286238,0.04-5	A2	-5235.8715178111615
437,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.02-8	B	-3087.325221063772
93,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.06-9	40_BF	-6552.417623796762
3563,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.01-9	42_BF	-2611.104765533754
14432,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.09-4	06_cpx	-7913.392558173668
14868,Ref.31_BC.BR.02.110PA.EF091932,0.09-3	31_BC	-7969.634876462562
10371,Ref.B.NL.00.671_00T36.AY423387,0.1-2	B	-7997.929493216882
1203,Ref.11_cpx.CM.97.MP818.AJ291718,0.02-7	11_cpx	-3376.024722036069
3307,Ref.A2.CM.01.01CM_1445MV.GU201516,0.01-1	A2	-2694.031996214809
5431,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.08-3	13_cpx	-7576.756123205585
103,Ref.F1.FR.96.96FR_MP411.AJ249238,0.06-9	F1	-6129.4357963658795
9894,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-1	K	-8910.392780703534
3264,Ref.02_AG.NG.x.IBNG.L39106,0.01-1	02_AG	-2163.6618773023924
12385,Ref.D.CD.83.ELI.K03454,0.03-2	D	-4034.8809760990757
3978,Ref.02_AG.LR.x.POC44951.AB485636,0.04-5	02_AG	-4664.94452811332
3029,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.01-0	13_cpx	-2726.261151531027
9096,Ref.06_cpx.AU.96.BFP90.AF064699,0.05-1	06_cpx	-5465.781570176082
12935,Ref.05_DF.ES.99.X492.AY227107,0.03-5	05_DF	-4309.430192635317
3047,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-0	F2	-2445.0715579791677
6503,Ref.D.UG.94.94UG114.U88824,0.08-4	D	-6897.830141897751
5388,Ref.31_BC.BR.02.110PA.EF091932,0.08-3	31_BC	-7546.699212997503
10842,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-7	K	-8889.92866580717
4050,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.04-5	04_cpx	-5040.929470561005
2858,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.01-3	11_cpx	-2595.4360409171677
12061,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.03-0	04_cpx	-4307.85904581738
13884,Ref.43_02G.SA.03.J11223.EU697904,0.09-8	43_02G	-7717.689346450445
9652,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.05-5	11_cpx	-5709.754989505697
2160,Ref.46_BF.BR.01.01BR125.DQ358802,0.01-6	46_BF	-2604.749915427593
3142,Ref.34_01B.TH.99.OUR2478P.EF165541,0.01-0	34_01B	-2138.56233476718
15296,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.09-1	10_CD	-8069.597311068184
9556,Ref.H.BE.93.VI991.AF190127,0.05-4	H	-5599.521050022543
7811,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.07-3	33_01B	-7105.344457548029
13409,Ref.05_DF.ES.99.X492.AY227107,0.06-8	05_DF	-6430.088258654603
4271,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-4	04_cpx	-4127.778504421211
1504,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-1	06_cpx	-3375.7079871995843
3920,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.02-4	10_CD	-3572.1339570756054
9933,Ref.05_DF.ES.99.X492.AY227107,0.1-1	05_DF	-8142.787310485691
3461,Ref.C.ET.86.ETH2220.U46016,0.01-8	C	-2523.905615061783
14986,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.09-3	38_BF1	-8050.919894750478
7623,Ref.F1.FI.93.FIN9363.AF075703,0.07-2	F1	-6615.740654846353
4331,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.03-4	29_BF	-4286.75723082262
6947,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.07-5	13_cpx	-7036.759490367539
7870,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.07-3	10_CD	-6980.338238329105
14963,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.09-3	45_cpx	-7890.80124136457
8983,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.05-0	39_BF	-5818.839396192838
8573,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-2	45_cpx	-5982.634216423637
1131,Ref.D.UG.94.94UG114.U88824,0.02-7	D	-3350.1821843306334
11842,Ref.05_DF.BE.93.VI961.AF076998,0.03-8	05_DF	-4263.708865636979
8551,Ref.21_A2D.KE.99.KER2003.AF457051,0.05-2	21_A2D	-5853.803659698185
6745,Ref.24_BG.CU.03.CB378.AY900574,0.07-4	24_BG	-6926.017458066769
1845,Ref.20_BG.CU.99.Cu103.AY586545,0.02-3	20_BG	-3247.992194471964
11637,Ref.F1.FR.96.96FR_MP411.AJ249238,0.04-3	F1	-4761.211616546444
3753,Ref.H.CF.90.056.AF005496,0.02-5	H	-3519.0083112719867
12975,Ref.21_A2D.KE.99.KER2003.AF457051,0.03-6	21_A2D	-4356.538968831292
8429,Ref.C.BR.92.BR025_d.U52953,0.07-9	C	-6656.442146094939
9340,Ref.A2.CD.97.97CDKTB48.AF286238,0.05-7	A2	-6010.511936373803
8425,Ref.G.BE.96.DRCBL.AF084936,0.07-9	G	-6675.316345483852
4666,Ref.31_BC.BR.04.04BR137.AY727526,0.04-1	31_BC	-5160.884332596199
10443,Ref.C.ZA.04.04ZASK146.AY772699,0.1-5	C	-7929.172398653617
11983,Ref.49_cpx.GM.03.N26677.HQ385479,0.03-9	49_cpx	-4206.430607426769
9431,Ref.24_BG.CU.03.CB378.AY900574,0.05-7	24_BG	-5829.2949717988295
13493,Ref.05_DF.BE.x.VI1310.AF193253,0.06-1	05_DF	-6439.1778895464795
524,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.04-9	10_CD	-5196.444828285915
14620,Ref.31_BC.BR.04.04BR137.AY727526,0.09-5	31_BC	-8079.171690952591
2146,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.01-6	40_BF	-2599.970641306934
10720,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-4	38_BF1	-8623.669182513535
12956,Ref.23_BG.CU.03.CB347.AY900572,0.03-6	23_BG	-4588.659636286111
13961,Ref.18_cpx.CU.99.CU68.AY894993,0.09-9	18_cpx	-7791.814793813869
507,Ref.25_cpx.SA.03.J11451.EU697908,0.04-9	25_cpx	-5084.048928410063
9930,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-1	38_BF1	-8274.718612452853
8807,Ref.35_AD.AF.05.05AF026.EF158043,0.05-3	35_AD	-5802.260226441471
4150,Ref.B.TH.90.BK132.AY173951,0.03-3	B	-3977.0280757223136
8011,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-8	45_cpx	-5840.622359781757
9534,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-4	06_cpx	-5503.034223738182
11410,Ref.07_BC.CN.05.XJDC6441.EF368370,0.04-4	07_BC	-4791.968764442728
13560,Ref.18_cpx.CU.99.CU14.AY586541,0.06-1	18_cpx	-6377.361832885353
15133,Ref.B.US.98.1058_11.AY331295,0.09-0	B	-7669.378762996771
6697,Ref.D.CD.83.ELI.K03454,0.07-4	D	-6446.537194655854
11640,Ref.46_BF.BR.01.01BR125.DQ358802,0.04-3	46_BF	-5150.015977019908
1735,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.02-0	K	-3827.9457717821506
2865,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.01-3	38_BF1	-2687.5198222851986
14536,Ref.23_BG.CU.03.CB347.AY900572,0.09-5	23_BG	-8391.905247121405
15710,Ref.19_cpx.CU.99.CU29.AY588971,0.06-7	19_cpx	-6563.356228421364
1944,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-2	09_cpx	-2783.5314776904556
11408,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-4	22_01A1	-5110.180576782369
5269,Ref.C.BR.92.BR025_d.U52953,0.06-3	C	-6039.404930608326
5006,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.08-9	38_BF1	-7440.021121896392
10826,Ref.06_cpx.EE.01.EE0359.AY535659,0.1-7	06_cpx	-8134.1354262556515
10377,Ref.20_BG.CU.99.Cu103.AY586545,0.1-2	20_BG	-8716.284328971144
14206,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-6	46_BF	-7841.063272570673
5463,Ref.G.PT.x.PT2695.AY612637,0.08-3	G	-7470.408481167945
1807,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-3	33_01B	-3442.9306613504577
10963,Ref.D.CD.83.ELI.K03454,0.1-6	D	-7721.854354966844
7624,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-2	33_01B	-7112.507408416207
3493,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-9	18_cpx	-2612.2464523003837
1566,Ref.46_BF.BR.01.01BR087.DQ358801,0.02-1	46_BF	-3542.7060495335045
10818,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.1-7	17_BF	-8491.485385575354
5531,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-2	29_BF	-7480.982837052766
15445,Ref.H.CF.90.056.AF005496,0.03-7	H	-4286.055190085044
5694,Ref.12_BF.AR.99.ARMA159.AF385936,0.08-1	12_BF	-7263.258371548749
14253,Ref.25_cpx.SA.03.J11451.EU697908,0.09-7	25_cpx	-7869.401741496055
984,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-6	11_cpx	-5047.6479488211535
7442,Ref.31_BC.BR.02.110PA.EF091932,0.07-1	31_BC	-7107.3628587706635
15223,Ref.C.BR.92.BR025_d.U52953,0.09-1	C	-7574.2345549219035
11788,Ref.25_cpx.SA.03.J11233.EU697906,0.03-8	25_cpx	-4340.529788658556
14390,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.09-4	08_BC	-7979.083902049492
8149,Ref.G.PT.x.PT2695.AY612637,0.05-9	G	-5716.983441417143
2208,Ref.44_BF.CL.00.CH80.FJ358521,0.01-6	44_BF	-2889.74590525111
13366,Ref.09_cpx.GH.96.96GH2911.AY093605,0.06-8	09_cpx	-6091.649276010228
3777,Ref.C.ET.86.ETH2220.U46016,0.02-5	C	-3425.485849828144
13427,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.06-8	K	-6597.096075456357
14282,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.09-7	09_cpx	-7889.508643727321
9095,Ref.F2.CM.95.95CM_MP255.AJ249236,0.05-1	F2	-5620.50272258754
8434,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.07-9	A1	-6564.541158363399
11816,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.03-8	36_cpx	-4588.735035700251
2743,Ref.18_cpx.CU.99.CU68.AY894993,0.01-2	18_cpx	-2539.01661591195
5741,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-1	04_cpx	-7487.942034680999
3804,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.02-4	08_BC	-3029.19053833823
7401,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-0	49_cpx	-6753.2157289025
11440,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.04-4	26_AU	-5076.915488476157
14608,Ref.47_BF.ES.08.X2457_2.FJ670529,0.09-5	47_BF	-8141.435685190521
3509,Ref.25_cpx.SA.03.J11451.EU697908,0.01-9	25_cpx	-2676.5449150124127
1221,Ref.J.SE.93.SE9280_7887.AF082394,0.02-7	J	-3646.2496131801677
5162,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-8	46_BF	-7761.93498765753
12590,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-2	38_BF1	-6421.525694700601
6410,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-5	06_cpx	-7206.76401242215
771,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-8	17_BF	-5119.727541241933
4148,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-3	33_01B	-4312.215082419994
11295,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-8	03_AB	-8728.428146993332
10141,Ref.14_BG.ES.00.X605.AF450096,0.1-3	14_BG	-8657.19380994169
5464,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.08-3	40_BF	-7606.055420482763
404,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-8	46_BF	-3500.9698759719204
7468,Ref.B.TH.90.BK132.AY173951,0.07-1	B	-6504.482359527216
9040,Ref.07_BC.CN.05.XJDC6441.EF368370,0.05-1	07_BC	-5600.667898857599
4614,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-1	22_01A1	-5335.651166877973
15465,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.03-7	17_BF	-4227.094901158767
2608,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.01-5	37_cpx	-2872.2637266231245
11735,Ref.23_BG.CU.03.CB118.AY900571,0.03-8	23_BG	-4591.323471017768
6943,Ref.47_BF.ES.08.P1942.GQ372987,0.07-5	47_BF	-7218.929274987276
10426,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.1-2	28_BF	-8582.957073776524
8068,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.05-9	J	-5870.728274333056
3311,Ref.31_BC.BR.04.04BR142.AY727527,0.01-1	31_BC	-2498.3776600318574
14119,Ref.18_cpx.CU.99.CU68.AY894993,0.09-6	18_cpx	-7783.662570422112
14469,Ref.G.PT.x.PT2695.AY612637,0.09-4	G	-7633.597738790079
785,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.04-8	13_cpx	-5100.211296872219
7426,Ref.23_BG.CU.03.CB347.AY900572,0.07-1	23_BG	-7399.78300064608
8718,Ref.02_AG.LR.x.POC44951.AB485636,0.05-3	02_AG	-5407.156866932221
1857,Ref.H.CF.90.056.AF005496,0.02-3	H	-3418.6308540229993
7392,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.07-0	36_cpx	-7149.211779164789
14036,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.09-9	14_BG	-8243.442811388337
14336,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.09-7	28_BF	-7927.917634386234
1617,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.02-0	36_cpx	-3597.160876188742
12298,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.03-1	14_BG	-4269.9151561317285
3876,Ref.31_BC.BR.04.04BR137.AY727526,0.02-4	31_BC	-3547.8101435797903
2595,Ref.A2.CY.94.94CY017_41.AF286237,0.01-5	A2	-2727.286453586044
1797,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.02-3	13_cpx	-3514.175389460314
9352,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.05-7	33_01B	-5827.897342699311
2064,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.01-6	J	-2853.671791192358
4575,Ref.31_BC.BR.04.04BR142.AY727527,0.04-2	31_BC	-5065.611436479451
6663,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.07-4	13_cpx	-7251.9621219977735
10654,Ref.19_cpx.CU.99.CU29.AY588971,0.1-4	19_cpx	-8558.65635687772
9222,Ref.24_BG.CU.03.CB471.AY900575,0.05-6	24_BG	-5696.361375713374
1603,Ref.14_BG.ES.00.X623.AF450097,0.02-0	14_BG	-3376.1846896582583
3641,Ref.35_AD.AF.05.05AF095.EF158041,0.02-5	35_AD	-3385.332377524328
14964,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-3	22_01A1	-8426.612976977336
6532,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.08-4	06_cpx	-7714.463053727923
14392,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-4	11_cpx	-7926.509486337308
2673,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-5	21_A2D	-2631.205038862383
7084,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.07-6	14_BG	-6971.938481729059
250,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.02-9	40_BF	-3493.2676353299175
15179,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-1	H	-7548.269176218786
2974,Ref.18_cpx.CU.99.CU14.AY586541,0.01-3	18_cpx	-2446.40292726036
4900,Ref.D.TZ.01.A280.AY253311,0.08-9	D	-6966.8316355877705
10102,Ref.15_01B.TH.96.M169.DQ354120,0.1-0	15_01B	-8433.737761906663
6967,Ref.C.ZA.04.04ZASK146.AY772699,0.07-6	C	-6629.6773164889055
13403,Ref.G.NG.92.92NG083.U88826,0.06-8	G	-6096.288283179885
178,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-9	26_AU	-3600.8598535744236
14929,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-3	03_AB	-8144.784191348972
3752,Ref.A1.UG.92.92UG037.AB253429,0.02-5	A1	-3235.618925748023
5864,Ref.A2.CD.97.97CDKTB48.AF286238,0.08-0	A2	-7439.261551111125
11053,Ref.31_BC.BR.04.04BR142.AY727527,0.1-6	31_BC	-8637.810982500148
14378,Ref.23_BG.CU.03.CB347.AY900572,0.09-4	23_BG	-8472.973223144232
3967,Ref.18_cpx.CM.97.CM53379.AF377959,0.04-5	18_cpx	-5038.233949171688
8992,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-0	46_BF	-5691.825383745056
14999,Ref.A2.CM.01.01CM_1445MV.GU201516,0.09-3	A2	-7943.681150821093
1858,Ref.F2.CM.97.CM53657.AF377956,0.02-3	F2	-3367.556785098395
1951,Ref.C.BR.92.BR025_d.U52953,0.02-2	C	-3303.2911809008156
12334,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-2	J	-4470.852592422532
3638,Ref.09_cpx.SN.95.95SN1795.AY093603,0.02-5	09_cpx	-2920.2830918422715
13462,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.06-1	22_01A1	-6466.333291902221
2920,Ref.H.BE.93.VI991.AF190127,0.01-3	H	-2624.4775476981513
733,Ref.B.NL.00.671_00T36.AY423387,0.04-8	B	-4602.679511958898
10332,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.1-2	09_cpx	-8376.50733158411
7741,Ref.32_06A1.EE.01.EE0369.AY535660,0.07-2	06_cpx	-7659.249011388219
8528,Ref.44_BF.CL.00.CH80.FJ358521,0.07-9	44_BF	-7284.3734707119675
8089,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-9	10_CD	-5816.280800757425
14603,Ref.A2.CY.94.94CY017_41.AF286237,0.09-5	A2	-8034.585760450807
3801,Ref.G.KE.93.HH8793_12_1.AF061641,0.02-4	G	-3406.007928187317
4256,Ref.15_01B.TH.96.M169.DQ354120,0.03-3	15_01B	-4094.513108467923
5806,Ref.A1.UG.92.92UG037.AB253429,0.08-1	A1	-7364.57504019175
8698,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.05-3	29_BF	-5792.8518253362245
14607,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.09-5	39_BF	-8035.7214879934745
8353,Ref.05_DF.ES.99.X492.AY227107,0.07-8	05_DF	-7079.014079111031
14788,Ref.09_cpx.GH.96.96GH2911.AY093605,0.09-2	09_cpx	-7752.882214749452
13295,Ref.14_BG.ES.00.X623.AF450097,0.06-8	14_BG	-6564.235398949276
5980,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.08-0	38_BF1	-7513.206404745099
14217,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.09-6	K	-8351.565474665727
15660,Ref.A2.CD.97.97CDKTB48.AF286238,0.06-7	A2	-6558.055261080569
12976,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.03-6	26_AU	-4426.292966443466
3131,Ref.12_BF.AR.97.A32879.AF408629,0.01-0	12_BF	-2272.8917307670226
1726,Ref.F1.BE.93.VI850.AF077336,0.02-0	F1	-3352.976948477048
1689,Ref.24_BG.CU.03.CB378.AY900574,0.02-0	24_BG	-3359.989120454235
11352,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-8	38_BF1	-8484.772829481195
6729,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-4	40_BF	-6952.337970969013
13712,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.06-0	36_cpx	-6431.7410526038675
78,Ref.35_AD.AF.05.05AF094.EF158040,0.06-9	35_AD	-6455.7768767326115
10336,Ref.J.CM.04.04CMU11421.GU237072,0.1-2	J	-7892.263847415629
11957,Ref.20_BG.CU.99.Cu103.AY586545,0.03-9	20_BG	-4007.836152411149
11148,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.1-9	46_BF	-8573.738511314989
4146,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.03-3	25_cpx	-4289.923194151747
10121,Ref.G.KE.93.HH8793_12_1.AF061641,0.1-3	G	-8061.520933211024
14886,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-3	07_BC	-8097.3328685997385
10238,Ref.43_02G.SA.03.J11243.EU697907,0.1-3	43_02G	-8405.048412402613
13385,Ref.01_AE.AF.07.569M.GQ477441,0.06-8	01_AE	-6033.597371687958
2942,Ref.K.CM.96.96CM_MP535.AJ249239,0.01-3	K	-2955.3635350767067
6962,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.07-6	J	-7222.384111107893
3269,Ref.24_BG.CU.03.CB378.AY900574,0.01-1	24_BG	-2428.8064451050427
276,Ref.A1.UG.92.92UG037.AB253429,0.02-9	A1	-3279.367639582397
13623,Ref.07_BC.CN.05.XJDC6431_2.EF368372,0.06-0	07_BC	-6332.896397053879
6223,Ref.D.CD.83.ELI.K03454,0.08-6	D	-7107.825240549259
10733,Ref.A2.CM.01.01CM_1445MV.GU201516,0.1-4	A2	-8363.255449966775
11218,Ref.23_BG.CU.03.CB347.AY900572,0.1-8	23_BG	-8801.249851712117
