reference	major subtype found	log_likelihood of the reference subtype
11348,Ref.18_cpx.CU.99.CU14.AY586541,0.1-8	18_cpx	-11115.935807523385
6889,Ref.07_BC.CN.98.98CN009.AF286230,0.07-5	07_BC	-9361.50143010125
13266,Ref.49_cpx.GM.97.N28353.HQ385478,0.06-6	49_cpx	-8285.035611133799
6240,Ref.35_AD.AF.05.05AF094.EF158040,0.08-6	35_AD	-9936.600245931066
11435,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.04-4	13_cpx	-6605.278154845587
635,Ref.H.BE.93.VI997.AF190128,0.04-8	H	-6744.439695348752
2652,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.01-5	36_cpx	-3226.185446335169
5459,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.08-3	42_BF	-9978.41113857456
3703,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-5	33_01B	-4275.902868250529
10661,Ref.45_cpx.CM.97.97CM_MP814.FN392876,0.1-4	45_cpx	-11270.880510513927
10586,Ref.23_BG.CU.03.CB347.AY900572,0.1-4	23_BG	-11453.02516108374
8727,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.05-3	36_cpx	-7812.313953555088
15505,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.06-4	38_BF1	-8442.244983477982
442,Ref.43_02G.SA.03.J11243.EU697907,0.02-8	43_02G	-4243.99961097543
14432,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.09-4	06_cpx	-10590.742598828447
437,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.02-8	B	-3951.0290047772546
3978,Ref.02_AG.LR.x.POC44951.AB485636,0.04-5	02_AG	-6146.143942783804
3307,Ref.A2.CM.01.01CM_1445MV.GU201516,0.01-1	A2	-3147.9607222643313
9096,Ref.06_cpx.AU.96.BFP90.AF064699,0.05-1	06_cpx	-7253.07056022662
3563,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.01-9	42_BF	-3084.1281538558073
10371,Ref.B.NL.00.671_00T36.AY423387,0.1-2	B	-10847.045560112934
9894,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-1	K	-11817.148978079165
5431,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.08-3	13_cpx	-10048.661292903387
93,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.06-9	40_BF	-8693.829693765398
4050,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.04-5	04_cpx	-6582.985851926481
6503,Ref.D.UG.94.94UG114.U88824,0.08-4	D	-9288.948453151972
5388,Ref.31_BC.BR.02.110PA.EF091932,0.08-3	31_BC	-10051.513458299289
3047,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-0	F2	-2892.4355557437716
12385,Ref.D.CD.83.ELI.K03454,0.03-2	D	-5222.86260269628
3029,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.01-0	13_cpx	-3198.247667350515
9652,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.05-5	11_cpx	-7523.4797061462705
12935,Ref.05_DF.ES.99.X492.AY227107,0.03-5	05_DF	-5515.1830364307825
1203,Ref.11_cpx.CM.97.MP818.AJ291718,0.02-7	11_cpx	-4223.6639859529505
5551,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.08-2	38_BF1	-10139.178042291273
15296,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.09-1	10_CD	-10802.1009317167
9556,Ref.H.BE.93.VI991.AF190127,0.05-4	H	-7382.541080497504
10842,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-7	K	-11829.168464819493
10443,Ref.C.ZA.04.04ZASK146.AY772699,0.1-5	C	-10703.961810766126
13884,Ref.43_02G.SA.03.J11223.EU697904,0.09-8	43_02G	-10186.041834122103
12061,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.03-0	04_cpx	-5497.015629354391
2858,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.01-3	11_cpx	-3075.123709480428
8551,Ref.21_A2D.KE.99.KER2003.AF457051,0.05-2	21_A2D	-7699.882884964109
3264,Ref.02_AG.NG.x.IBNG.L39106,0.01-1	02_AG	-2610.1722651335585
14620,Ref.31_BC.BR.04.04BR137.AY727526,0.09-5	31_BC	-10808.971750125085
9933,Ref.05_DF.ES.99.X492.AY227107,0.1-1	05_DF	-10881.791266147933
103,Ref.F1.FR.96.96FR_MP411.AJ249238,0.06-9	F1	-8114.310083295626
2160,Ref.46_BF.BR.01.01BR125.DQ358802,0.01-6	46_BF	-3088.4807642220217
3142,Ref.34_01B.TH.99.OUR2478P.EF165541,0.01-0	34_01B	-2587.364972643032
524,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.04-9	10_CD	-6795.657915608494
13409,Ref.05_DF.ES.99.X492.AY227107,0.06-8	05_DF	-8518.454395551653
3920,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.02-4	10_CD	-4460.9652636478295
8983,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.05-0	39_BF	-7640.50771692524
14986,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.09-3	38_BF1	-10738.757571624235
7623,Ref.F1.FI.93.FIN9363.AF075703,0.07-2	F1	-8850.113328126454
14963,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.09-3	45_cpx	-10505.340113902252
8429,Ref.C.BR.92.BR025_d.U52953,0.07-9	C	-8955.163327410839
3840,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-4	09_cpx	-3551.7062436503124
4271,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-4	04_cpx	-5353.863626242933
6745,Ref.24_BG.CU.03.CB378.AY900574,0.07-4	24_BG	-9241.447975653226
6742,Ref.46_BF.BR.01.01BR125.DQ358802,0.07-4	46_BF	-9313.565251910362
3461,Ref.C.ET.86.ETH2220.U46016,0.01-8	C	-2958.290768561165
8573,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-2	45_cpx	-7793.356976100356
5835,Ref.A2.CM.01.01CM_1445MV.GU201516,0.08-1	A2	-10027.973619128747
1131,Ref.D.UG.94.94UG114.U88824,0.02-7	D	-4177.842881725398
13961,Ref.18_cpx.CU.99.CU68.AY894993,0.09-9	18_cpx	-10410.435139359133
468,Ref.49_cpx.GM.97.N28353.HQ385478,0.02-8	49_cpx	-4115.74324160227
7811,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.07-3	33_01B	-9418.343969556614
15710,Ref.19_cpx.CU.99.CU29.AY588971,0.06-7	19_cpx	-8664.289754779524
9930,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-1	38_BF1	-11069.408808406803
9340,Ref.A2.CD.97.97CDKTB48.AF286238,0.05-7	A2	-7918.92458257643
8011,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-8	45_cpx	-7654.276062873101
7870,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.07-3	10_CD	-9264.416265466461
9534,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-4	06_cpx	-7273.438410650847
507,Ref.25_cpx.SA.03.J11451.EU697908,0.04-9	25_cpx	-6581.500473865493
4150,Ref.B.TH.90.BK132.AY173951,0.03-3	B	-5184.010448498218
11842,Ref.05_DF.BE.93.VI961.AF076998,0.03-8	05_DF	-5453.537575628448
8425,Ref.G.BE.96.DRCBL.AF084936,0.07-9	G	-8887.793179601591
13493,Ref.05_DF.BE.x.VI1310.AF193253,0.06-1	05_DF	-8516.10325564326
6947,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.07-5	13_cpx	-9351.286033610082
11983,Ref.49_cpx.GM.03.N26677.HQ385479,0.03-9	49_cpx	-5341.21533958413
4618,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-1	11_cpx	-6481.61345331752
12975,Ref.21_A2D.KE.99.KER2003.AF457051,0.03-6	21_A2D	-5582.703442440727
10720,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-4	38_BF1	-11556.290236600405
9431,Ref.24_BG.CU.03.CB378.AY900574,0.05-7	24_BG	-7705.3152160708705
6896,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.07-5	28_BF	-9620.787081767474
4666,Ref.31_BC.BR.04.04BR137.AY727526,0.04-1	31_BC	-6750.303810002989
6999,Ref.49_cpx.GM.02.N18380.HQ385477,0.07-6	49_cpx	-9199.18847140919
4250,Ref.24_BG.ES.08.X2456_2.FJ670526,0.03-3	24_BG	-5449.641753313042
8807,Ref.35_AD.AF.05.05AF026.EF158043,0.05-3	35_AD	-7607.289066217987
11637,Ref.F1.FR.96.96FR_MP411.AJ249238,0.04-3	F1	-6257.364031456759
14206,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-6	46_BF	-10497.59838257344
4331,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.03-4	29_BF	-5532.8224443211975
11408,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-4	22_01A1	-6537.242945993656
6697,Ref.D.CD.83.ELI.K03454,0.07-4	D	-8643.718740236427
10377,Ref.20_BG.CU.99.Cu103.AY586545,0.1-2	20_BG	-11684.268154048135
10963,Ref.D.CD.83.ELI.K03454,0.1-6	D	-10437.424605301481
14390,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.09-4	08_BC	-10697.659268743568
3753,Ref.H.CF.90.056.AF005496,0.02-5	H	-4391.686212998311
1504,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-1	06_cpx	-4226.0578310129695
14282,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.09-7	09_cpx	-10552.344564976602
5269,Ref.C.BR.92.BR025_d.U52953,0.06-3	C	-8088.9647058285655
5755,Ref.A2.CY.94.94CY017_41.AF286237,0.08-1	A2	-10071.763202034972
14536,Ref.23_BG.CU.03.CB347.AY900572,0.09-5	23_BG	-11148.37974377332
7624,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-2	33_01B	-9488.515072160908
1735,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.02-0	K	-4705.555829535887
12956,Ref.23_BG.CU.03.CB347.AY900572,0.03-6	23_BG	-5866.016026730706
11640,Ref.46_BF.BR.01.01BR125.DQ358802,0.04-3	46_BF	-6746.658154437374
3493,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-9	18_cpx	-3078.141817656161
10826,Ref.06_cpx.EE.01.EE0359.AY535659,0.1-7	06_cpx	-10917.491829939243
372,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.02-8	F2	-4002.010092216835
5492,Ref.F2.CM.97.CM53657.AF377956,0.08-3	F2	-9770.881027474396
14253,Ref.25_cpx.SA.03.J11451.EU697908,0.09-7	25_cpx	-10512.08568545724
5006,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.08-9	38_BF1	-9861.628400828402
10137,Ref.D.UG.94.94UG114.U88824,0.1-3	D	-10785.54876065777
5694,Ref.12_BF.AR.99.ARMA159.AF385936,0.08-1	12_BF	-9767.014364946057
1845,Ref.20_BG.CU.99.Cu103.AY586545,0.02-3	20_BG	-4125.0759913959355
15133,Ref.B.US.98.1058_11.AY331295,0.09-0	B	-10320.714012299679
12013,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-0	04_cpx	-5282.3890710695605
984,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-6	11_cpx	-6572.003067331558
8149,Ref.G.PT.x.PT2695.AY612637,0.05-9	G	-7545.290061844502
14868,Ref.31_BC.BR.02.110PA.EF091932,0.09-3	31_BC	-10620.391739129938
8089,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-9	10_CD	-7686.4274674885955
11473,Ref.11_cpx.CM.97.MP818.AJ291718,0.04-4	11_cpx	-6501.211708434834
11410,Ref.07_BC.CN.05.XJDC6441.EF368370,0.04-4	07_BC	-6305.336145186449
10391,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.1-2	B	-10635.91741870662
771,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-8	17_BF	-6657.218593338578
4099,Ref.47_BF.ES.08.P1942.GQ372987,0.04-5	47_BF	-6798.991548352222
1807,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-3	33_01B	-4297.225831783269
10818,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.1-7	17_BF	-11329.048561632448
15223,Ref.C.BR.92.BR025_d.U52953,0.09-1	C	-10271.302912583955
7442,Ref.31_BC.BR.02.110PA.EF091932,0.07-1	31_BC	-9445.701058614452
11440,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.04-4	26_AU	-6574.542849832681
15445,Ref.H.CF.90.056.AF005496,0.03-7	H	-5494.801621535502
1566,Ref.46_BF.BR.01.01BR087.DQ358801,0.02-1	46_BF	-4452.120342276714
5464,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.08-3	40_BF	-10160.114636320057
13560,Ref.18_cpx.CU.99.CU14.AY586541,0.06-1	18_cpx	-8498.697680236179
9040,Ref.07_BC.CN.05.XJDC6441.EF368370,0.05-1	07_BC	-7425.32520218846
8353,Ref.05_DF.ES.99.X492.AY227107,0.07-8	05_DF	-9395.6492105653
10332,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.1-2	09_cpx	-11205.311978072477
13427,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.06-8	K	-8665.520869610216
2865,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.01-3	38_BF1	-3176.424032738552
10141,Ref.14_BG.ES.00.X605.AF450096,0.1-3	14_BG	-11520.169112096019
14392,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-4	11_cpx	-10616.768666927912
13366,Ref.09_cpx.GH.96.96GH2911.AY093605,0.06-8	09_cpx	-8098.106848013782
11788,Ref.25_cpx.SA.03.J11233.EU697906,0.03-8	25_cpx	-5526.037076247808
5531,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-2	29_BF	-9994.203195021655
10336,Ref.J.CM.04.04CMU11421.GU237072,0.1-2	J	-10201.729170464272
3131,Ref.12_BF.AR.97.A32879.AF408629,0.01-0	12_BF	-2725.7793613237895
2146,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.01-6	40_BF	-3069.1642780311977
5463,Ref.G.PT.x.PT2695.AY612637,0.08-3	G	-10033.13342676033
785,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.04-8	13_cpx	-6643.347034347134
13712,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.06-0	36_cpx	-8431.3390665091
8698,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.05-3	29_BF	-7620.781053478986
1726,Ref.F1.BE.93.VI850.AF077336,0.02-0	F1	-4277.619731568292
11816,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.03-8	36_cpx	-5836.472241617279
5806,Ref.A1.UG.92.92UG037.AB253429,0.08-1	A1	-9917.268307664317
3509,Ref.25_cpx.SA.03.J11451.EU697908,0.01-9	25_cpx	-3162.1586259075066
2208,Ref.44_BF.CL.00.CH80.FJ358521,0.01-6	44_BF	-3360.2573286716365
3968,Ref.A2.CD.97.97CDKTB48.AF286238,0.04-5	A2	-6806.240760503795
1221,Ref.J.SE.93.SE9280_7887.AF082394,0.02-7	J	-4513.165802191423
10426,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.1-2	28_BF	-11475.038292625954
6532,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.08-4	06_cpx	-10341.770545549094
7392,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.07-0	36_cpx	-9461.91431303746
3715,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.02-5	40_BF	-4405.310844763085
78,Ref.35_AD.AF.05.05AF094.EF158040,0.06-9	35_AD	-8563.900389664184
1858,Ref.F2.CM.97.CM53657.AF377956,0.02-3	F2	-4224.190077505178
14036,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.09-9	14_BG	-11000.242884177496
6962,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.07-6	J	-9592.659833509251
15044,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-0	07_BC	-10483.560209602867
13295,Ref.14_BG.ES.00.X623.AF450097,0.06-8	14_BG	-8674.44096819765
4745,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.04-0	04_cpx	-6647.35697573234
2974,Ref.18_cpx.CU.99.CU14.AY586541,0.01-3	18_cpx	-2919.4108099560926
5980,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.08-0	38_BF1	-10017.079457582811
2942,Ref.K.CM.96.96CM_MP535.AJ249239,0.01-3	K	-3421.7936849019416
14680,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-5	46_BF	-10771.687690189194
842,Ref.D.CM.01.01CM_4412HAL.AY371157,0.04-7	D	-6240.1175653851515
4793,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.04-0	04_cpx	-6744.822107271871
1739,Ref.29_BF.BR.02.BREPM119.AY771590,0.02-3	29_BF	-4375.432478407585
2870,Ref.16_A2D.KE.91.KNH1271.AY945736,0.01-3	16_A2D	-3452.467967121702
11189,Ref.12_BF.AR.97.A32879.AF408629,0.1-9	12_BF	-11138.325927750338
14222,Ref.D.TZ.01.A280.AY253311,0.09-7	D	-10033.700328002169
9485,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.05-4	04_cpx	-7467.079010189984
3868,Ref.H.BE.93.VI991.AF190127,0.02-4	H	-4376.087333510714
13353,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.06-8	40_BF	-8736.003522173614
11196,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.1-9	15_01B	-11228.227162699503
4334,Ref.19_cpx.CU.99.CU29.AY588971,0.03-4	19_cpx	-5660.730512591806
11660,Ref.43_02G.SA.03.J11243.EU697907,0.04-3	43_02G	-6626.5679167610415
1982,Ref.A1.RW.92.92RW008.AB253421,0.02-2	A1	-4262.638666807645
7093,Ref.19_cpx.CU.99.CU7.AY894994,0.07-6	19_cpx	-8963.62574156163
12514,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.06-2	22_01A1	-8639.090263709737
15047,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.09-0	36_cpx	-10528.17926615766
5438,Ref.J.CM.04.04CMU11421.GU237072,0.08-3	J	-9379.45925361709
4569,Ref.21_A2D.KE.99.KSM4001.AF457072,0.04-2	21_A2D	-6638.52865261982
3940,Ref.15_01B.TH.96.M169.DQ354120,0.02-4	15_01B	-4010.1543280885626
3059,Ref.18_cpx.CU.99.CU68.AY894993,0.01-0	18_cpx	-3016.0630189020153
4290,Ref.08_BC.CN.06.nx2.HM067748,0.03-4	08_BC	-5614.262824468142
9136,Ref.18_cpx.CU.99.CU14.AY586541,0.05-1	18_cpx	-7437.383951590171
10487,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.1-5	13_cpx	-11333.272491769518
8592,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.05-2	A1	-7472.117007330541
6792,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.07-4	28_BF	-9434.127444848064
6669,Ref.25_cpx.SA.03.J11451.EU697908,0.07-4	25_cpx	-9069.735089503212
10122,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.1-3	J	-11124.549936875692
12836,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.03-5	25_cpx	-5507.8775400145605
5686,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.08-2	28_BF	-10060.108432555688
4256,Ref.15_01B.TH.96.M169.DQ354120,0.03-3	15_01B	-5308.625816822786
3752,Ref.A1.UG.92.92UG037.AB253429,0.02-5	A1	-4056.521101587562
8434,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.07-9	A1	-8794.518822416538
12559,Ref.03_AB.RU.97.KAL153_2.AF193276,0.06-2	03_AB	-8705.324582474752
7468,Ref.B.TH.90.BK132.AY173951,0.07-1	B	-8773.752239512303
1850,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.02-3	22_01A1	-4862.124100739079
1944,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-2	09_cpx	-3555.6211189232185
3801,Ref.G.KE.93.HH8793_12_1.AF061641,0.02-4	G	-4262.96122631112
5162,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-8	46_BF	-10400.712407430887
11295,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-8	03_AB	-11620.136621140655
2743,Ref.18_cpx.CU.99.CU68.AY894993,0.01-2	18_cpx	-3031.1187934816458
6410,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-5	06_cpx	-9671.01262447273
357,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.02-8	45_cpx	-4712.758162616573
2595,Ref.A2.CY.94.94CY017_41.AF286237,0.01-5	A2	-3216.391400113793
14608,Ref.47_BF.ES.08.X2457_2.FJ670529,0.09-5	47_BF	-10830.705235798489
1689,Ref.24_BG.CU.03.CB378.AY900574,0.02-0	24_BG	-4227.3845780748015
3967,Ref.18_cpx.CM.97.CM53379.AF377959,0.04-5	18_cpx	-6571.760173251677
5741,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-1	04_cpx	-10008.256681498378
4148,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-3	33_01B	-5521.34414630108
6663,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.07-4	13_cpx	-9626.711098479602
14119,Ref.18_cpx.CU.99.CU68.AY894993,0.09-6	18_cpx	-10367.272650490666
12298,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.03-1	14_BG	-5533.553825311367
2259,Ref.49_cpx.GM.02.N18380.HQ385477,0.01-7	49_cpx	-2997.613901205607
3795,Ref.H.BE.93.VI997.AF190128,0.02-4	H	-4291.891918425447
3535,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.01-9	13_cpx	-3116.6545149355507
9095,Ref.F2.CM.95.95CM_MP255.AJ249236,0.05-1	F2	-7403.01573815217
13385,Ref.01_AE.AF.07.569M.GQ477441,0.06-8	01_AE	-8051.808613417459
3777,Ref.C.ET.86.ETH2220.U46016,0.02-5	C	-4242.804265213687
1617,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.02-0	36_cpx	-4438.036524472359
7401,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-0	49_cpx	-8954.241479182367
1020,Ref.47_BF.ES.08.X2457_2.FJ670529,0.04-6	47_BF	-6848.644291809239
8528,Ref.44_BF.CL.00.CH80.FJ358521,0.07-9	44_BF	-9572.620537219802
12992,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-6	11_cpx	-5559.207458027563
14469,Ref.G.PT.x.PT2695.AY612637,0.09-4	G	-10270.093381526096
944,Ref.44_BF.CL.00.CH80.FJ358521,0.04-7	44_BF	-6843.5877010313625
250,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.02-9	40_BF	-4352.269762463312
6943,Ref.47_BF.ES.08.P1942.GQ372987,0.07-5	47_BF	-9550.597602731277
3938,Ref.F1.BE.93.VI850.AF077336,0.02-4	F1	-4060.0239458738074
3311,Ref.31_BC.BR.04.04BR142.AY727527,0.01-1	31_BC	-2962.1755715793934
15104,Ref.09_cpx.GH.96.96GH2911.AY093605,0.09-0	09_cpx	-10589.11470493187
3102,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.01-0	04_cpx	-2878.142217544809
404,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-8	46_BF	-4394.259159533333
10102,Ref.15_01B.TH.96.M169.DQ354120,0.1-0	15_01B	-11311.395370438235
2608,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.01-5	37_cpx	-3330.809860342318
8718,Ref.02_AG.LR.x.POC44951.AB485636,0.05-3	02_AG	-7196.626245086774
9296,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-6	14_BG	-7666.290650880901
11735,Ref.23_BG.CU.03.CB118.AY900571,0.03-8	23_BG	-5862.104502719709
15465,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.03-7	17_BF	-5419.61222391072
3804,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.02-4	08_BC	-3898.616855026884
1603,Ref.14_BG.ES.00.X623.AF450097,0.02-0	14_BG	-4201.778226005417
14336,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.09-7	28_BF	-10589.75959002717
2518,Ref.15_01B.TH.96.M169.DQ354120,0.01-4	15_01B	-2719.2197004968534
300,Ref.24_BG.ES.08.X2456_2.FJ670526,0.02-9	24_BG	-4438.591778568073
10242,Ref.18_cpx.CU.99.CU14.AY586541,0.1-3	18_cpx	-10973.71098980654
1484,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.02-1	09_cpx	-4393.72128228486
12066,Ref.24_BG.CU.03.CB471.AY900575,0.03-0	24_BG	-5645.192329143686
12590,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-2	38_BF1	-8497.33040125731
11053,Ref.31_BC.BR.04.04BR142.AY727527,0.1-6	31_BC	-11549.290997883185
