reference	major subtype found	log_likelihood of the reference subtype
10661,Ref.45_cpx.CM.97.97CM_MP814.FN392876,0.1-4	45_cpx	-7460.684761337982
2652,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.01-5	36_cpx	-2666.6546083501003
11348,Ref.18_cpx.CU.99.CU14.AY586541,0.1-8	18_cpx	-7245.899874089513
12013,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-0	04_cpx	-3694.749719761168
11435,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.04-4	13_cpx	-4609.158822179383
5755,Ref.A2.CY.94.94CY017_41.AF286237,0.08-1	A2	-6664.756021637651
3703,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-5	33_01B	-3176.0706915701066
93,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.06-9	40_BF	-5807.003360517846
15505,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.06-4	38_BF1	-5659.439900136596
11473,Ref.11_cpx.CM.97.MP818.AJ291718,0.04-4	11_cpx	-4481.857258727851
372,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.02-8	F2	-2997.9532688762924
4099,Ref.47_BF.ES.08.P1942.GQ372987,0.04-5	47_BF	-4725.885506472526
8727,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.05-3	36_cpx	-5312.256410630792
5492,Ref.F2.CM.97.CM53657.AF377956,0.08-3	F2	-6427.694829483509
442,Ref.43_02G.SA.03.J11243.EU697907,0.02-8	43_02G	-3247.7132754923637
5459,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.08-3	42_BF	-6649.16780278131
3968,Ref.A2.CD.97.97CDKTB48.AF286238,0.04-5	A2	-4711.062607516006
437,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.02-8	B	-2901.9221053968886
10391,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.1-2	B	-6904.02004235105
3307,Ref.A2.CM.01.01CM_1445MV.GU201516,0.01-1	A2	-2644.951040105736
10586,Ref.23_BG.CU.03.CB347.AY900572,0.1-4	23_BG	-7558.92289013581
3563,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.01-9	42_BF	-2502.8212726836127
14432,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.09-4	06_cpx	-6952.009621739861
12385,Ref.D.CD.83.ELI.K03454,0.03-2	D	-3738.0256023195047
14868,Ref.31_BC.BR.02.110PA.EF091932,0.09-3	31_BC	-7018.453837394193
10371,Ref.B.NL.00.671_00T36.AY423387,0.1-2	B	-7001.951455754306
9894,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-1	K	-7823.428190721726
4050,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.04-5	04_cpx	-4531.713472716517
3047,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-0	F2	-2379.18083648551
5431,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.08-3	13_cpx	-6701.509369600307
9652,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.05-5	11_cpx	-5084.562308027198
12935,Ref.05_DF.ES.99.X492.AY227107,0.03-5	05_DF	-3937.947439804004
8551,Ref.21_A2D.KE.99.KER2003.AF457051,0.05-2	21_A2D	-5211.446647408861
3029,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.01-0	13_cpx	-2656.883365198236
5388,Ref.31_BC.BR.02.110PA.EF091932,0.08-3	31_BC	-6653.070840105417
9556,Ref.H.BE.93.VI991.AF190127,0.05-4	H	-5059.307140263478
3978,Ref.02_AG.LR.x.POC44951.AB485636,0.04-5	02_AG	-4254.237984792351
9096,Ref.06_cpx.AU.96.BFP90.AF064699,0.05-1	06_cpx	-4919.020065966771
6503,Ref.D.UG.94.94UG114.U88824,0.08-4	D	-6103.263239232571
13884,Ref.43_02G.SA.03.J11223.EU697904,0.09-8	43_02G	-6791.607406720361
103,Ref.F1.FR.96.96FR_MP411.AJ249238,0.06-9	F1	-5458.038938703235
3142,Ref.34_01B.TH.99.OUR2478P.EF165541,0.01-0	34_01B	-2066.643660475784
9933,Ref.05_DF.ES.99.X492.AY227107,0.1-1	05_DF	-7115.782362487591
12061,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.03-0	04_cpx	-3956.949273778487
2160,Ref.46_BF.BR.01.01BR125.DQ358802,0.01-6	46_BF	-2512.0312141439013
1203,Ref.11_cpx.CM.97.MP818.AJ291718,0.02-7	11_cpx	-3176.8965049868643
10842,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-7	K	-7758.20152377701
3264,Ref.02_AG.NG.x.IBNG.L39106,0.01-1	02_AG	-2176.7703739267977
8983,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.05-0	39_BF	-5184.201400160758
13409,Ref.05_DF.ES.99.X492.AY227107,0.06-8	05_DF	-5722.413050771927
15296,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.09-1	10_CD	-7080.11496900201
9930,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-1	38_BF1	-7227.2602447017925
524,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.04-9	10_CD	-4688.037516879744
11637,Ref.F1.FR.96.96FR_MP411.AJ249238,0.04-3	F1	-4282.011304563333
4271,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-4	04_cpx	-3754.572997336415
7811,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.07-3	33_01B	-6241.014478244656
10720,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-4	38_BF1	-7541.123817643539
3461,Ref.C.ET.86.ETH2220.U46016,0.01-8	C	-2520.868808822794
7870,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.07-3	10_CD	-6181.481641137206
3753,Ref.H.CF.90.056.AF005496,0.02-5	H	-3325.2893095399145
6947,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.07-5	13_cpx	-6232.869669213511
8573,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-2	45_cpx	-5343.790849750816
7623,Ref.F1.FI.93.FIN9363.AF075703,0.07-2	F1	-5846.706867123024
1845,Ref.20_BG.CU.99.Cu103.AY586545,0.02-3	20_BG	-2988.502811516038
1131,Ref.D.UG.94.94UG114.U88824,0.02-7	D	-3185.5529629863418
10443,Ref.C.ZA.04.04ZASK146.AY772699,0.1-5	C	-6991.756078290987
14963,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.09-3	45_cpx	-6932.612013342134
4150,Ref.B.TH.90.BK132.AY173951,0.03-3	B	-3671.90770908402
9534,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-4	06_cpx	-4931.933301426442
8429,Ref.C.BR.92.BR025_d.U52953,0.07-9	C	-5897.533256939221
14620,Ref.31_BC.BR.04.04BR137.AY727526,0.09-5	31_BC	-7099.836967673901
1504,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-1	06_cpx	-3193.250459332582
8425,Ref.G.BE.96.DRCBL.AF084936,0.07-9	G	-5944.933308669934
12975,Ref.21_A2D.KE.99.KER2003.AF457051,0.03-6	21_A2D	-3979.141826675842
4666,Ref.31_BC.BR.04.04BR137.AY727526,0.04-1	31_BC	-4631.034191967727
9431,Ref.24_BG.CU.03.CB378.AY900574,0.05-7	24_BG	-5171.246208346573
9340,Ref.A2.CD.97.97CDKTB48.AF286238,0.05-7	A2	-5350.541579773936
13961,Ref.18_cpx.CU.99.CU68.AY894993,0.09-9	18_cpx	-6867.042315975008
14986,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.09-3	38_BF1	-7034.7864441703705
11983,Ref.49_cpx.GM.03.N26677.HQ385479,0.03-9	49_cpx	-3836.5354890332906
6745,Ref.24_BG.CU.03.CB378.AY900574,0.07-4	24_BG	-6114.480743905092
3493,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-9	18_cpx	-2557.0732168495947
12956,Ref.23_BG.CU.03.CB347.AY900572,0.03-6	23_BG	-4178.584756712106
13493,Ref.05_DF.BE.x.VI1310.AF193253,0.06-1	05_DF	-5712.533117848507
11408,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-4	22_01A1	-4625.001248999257
2858,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.01-3	11_cpx	-2564.5578476652354
14536,Ref.23_BG.CU.03.CB347.AY900572,0.09-5	23_BG	-7336.428213537949
10826,Ref.06_cpx.EE.01.EE0359.AY535659,0.1-7	06_cpx	-7146.0973058990085
6697,Ref.D.CD.83.ELI.K03454,0.07-4	D	-5712.301362311185
1735,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.02-0	K	-3584.2019840999205
8807,Ref.35_AD.AF.05.05AF026.EF158043,0.05-3	35_AD	-5167.623723183325
4331,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.03-4	29_BF	-3923.056082244256
507,Ref.25_cpx.SA.03.J11451.EU697908,0.04-9	25_cpx	-4596.232316439776
11640,Ref.46_BF.BR.01.01BR125.DQ358802,0.04-3	46_BF	-4616.000331488716
11842,Ref.05_DF.BE.93.VI961.AF076998,0.03-8	05_DF	-3900.7329647959227
14282,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.09-7	09_cpx	-7009.2240226815975
11410,Ref.07_BC.CN.05.XJDC6441.EF368370,0.04-4	07_BC	-4288.295947886301
8011,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-8	45_cpx	-5195.177498051497
10818,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.1-7	17_BF	-7429.634595095226
5006,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.08-9	38_BF1	-6535.549048235226
15710,Ref.19_cpx.CU.99.CU29.AY588971,0.06-7	19_cpx	-5828.985888171765
1566,Ref.46_BF.BR.01.01BR087.DQ358801,0.02-1	46_BF	-3292.236912191904
14253,Ref.25_cpx.SA.03.J11451.EU697908,0.09-7	25_cpx	-6920.765660881964
8149,Ref.G.PT.x.PT2695.AY612637,0.05-9	G	-5130.583354687308
5269,Ref.C.BR.92.BR025_d.U52953,0.06-3	C	-5394.958400757747
3920,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.02-4	10_CD	-3333.742166348094
15445,Ref.H.CF.90.056.AF005496,0.03-7	H	-3941.3088507126236
10377,Ref.20_BG.CU.99.Cu103.AY586545,0.1-2	20_BG	-7609.959946030334
1807,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-3	33_01B	-3211.5452014093735
15223,Ref.C.BR.92.BR025_d.U52953,0.09-1	C	-6681.508658534302
2865,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.01-3	38_BF1	-2604.4521955392265
10963,Ref.D.CD.83.ELI.K03454,0.1-6	D	-6785.9360723126865
8353,Ref.05_DF.ES.99.X492.AY227107,0.07-8	05_DF	-6241.313316384283
5694,Ref.12_BF.AR.99.ARMA159.AF385936,0.08-1	12_BF	-6409.813886274904
14206,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-6	46_BF	-6885.044484350417
15133,Ref.B.US.98.1058_11.AY331295,0.09-0	B	-6757.9720516826
7624,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-2	33_01B	-6250.808405427862
8089,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-9	10_CD	-5184.181805971206
771,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-8	17_BF	-4615.05112491703
2146,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.01-6	40_BF	-2514.7242704300475
10332,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.1-2	09_cpx	-7432.973940586711
11440,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.04-4	26_AU	-4615.148538786432
5463,Ref.G.PT.x.PT2695.AY612637,0.08-3	G	-6595.2193037678
5531,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-2	29_BF	-6610.386125439115
7442,Ref.31_BC.BR.02.110PA.EF091932,0.07-1	31_BC	-6283.519118350277
9095,Ref.F2.CM.95.95CM_MP255.AJ249236,0.05-1	F2	-5030.975943064912
4256,Ref.15_01B.TH.96.M169.DQ354120,0.03-3	15_01B	-3747.850879122304
11816,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.03-8	36_cpx	-4163.771063800076
11788,Ref.25_cpx.SA.03.J11233.EU697906,0.03-8	25_cpx	-4010.232757424148
1689,Ref.24_BG.CU.03.CB378.AY900574,0.02-0	24_BG	-3116.4670111352953
2595,Ref.A2.CY.94.94CY017_41.AF286237,0.01-5	A2	-2667.2842499976778
13427,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.06-8	K	-5866.6160643726835
1617,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.02-0	36_cpx	-3342.3368310549477
1603,Ref.14_BG.ES.00.X623.AF450097,0.02-0	14_BG	-3149.910570387721
14390,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.09-4	08_BC	-6989.354910261301
6532,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.08-4	06_cpx	-6802.802456587262
13366,Ref.09_cpx.GH.96.96GH2911.AY093605,0.06-8	09_cpx	-5451.0689004010455
3311,Ref.31_BC.BR.04.04BR142.AY727527,0.01-1	31_BC	-2401.5057683882446
14392,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-4	11_cpx	-6956.030535676834
13560,Ref.18_cpx.CU.99.CU14.AY586541,0.06-1	18_cpx	-5656.208544272895
5741,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-1	04_cpx	-6618.377114152783
3131,Ref.12_BF.AR.97.A32879.AF408629,0.01-0	12_BF	-2212.7739532820897
10336,Ref.J.CM.04.04CMU11421.GU237072,0.1-2	J	-7007.365756104908
8698,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.05-3	29_BF	-5182.809283599775
250,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.02-9	40_BF	-3248.8803262323404
2743,Ref.18_cpx.CU.99.CU68.AY894993,0.01-2	18_cpx	-2487.1998721186424
1808,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-3	37_cpx	-3682.424671019898
14469,Ref.G.PT.x.PT2695.AY612637,0.09-4	G	-6738.231590049536
7392,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.07-0	36_cpx	-6302.029227408322
12992,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-6	11_cpx	-3956.072576241699
6943,Ref.47_BF.ES.08.P1942.GQ372987,0.07-5	47_BF	-6357.40562829403
5162,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-8	46_BF	-6817.487728540287
13403,Ref.G.NG.92.92NG083.U88826,0.06-8	G	-5413.776195924579
13385,Ref.01_AE.AF.07.569M.GQ477441,0.06-8	01_AE	-5394.69033168452
6410,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-5	06_cpx	-6354.099017905286
404,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-8	46_BF	-3257.918088114268
8231,Ref.C.ZA.04.04ZASK146.AY772699,0.07-8	C	-5881.308240110295
8528,Ref.44_BF.CL.00.CH80.FJ358521,0.07-9	44_BF	-6429.619739739467
14119,Ref.18_cpx.CU.99.CU68.AY894993,0.09-6	18_cpx	-6859.67905670219
11295,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-8	03_AB	-7630.613490380076
7084,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.07-6	14_BG	-6131.908260112564
1857,Ref.H.CF.90.056.AF005496,0.02-3	H	-3222.950916111059
3804,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.02-4	08_BC	-2801.731658823033
2608,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.01-5	37_cpx	-2806.950121706752
12559,Ref.03_AB.RU.97.KAL153_2.AF193276,0.06-2	03_AB	-5777.806635642382
9352,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.05-7	33_01B	-5202.202271841501
15179,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-1	H	-6648.9273553355615
4900,Ref.D.TZ.01.A280.AY253311,0.08-9	D	-6160.682083736635
14036,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.09-9	14_BG	-7226.4228006713765
6967,Ref.C.ZA.04.04ZASK146.AY772699,0.07-6	C	-5901.5019325998755
776,Ref.46_BF.BR.01.01BR087.DQ358801,0.04-8	46_BF	-4582.578417144738
10426,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.1-2	28_BF	-7524.198408754767
11509,Ref.49_cpx.GM.03.N26677.HQ385479,0.04-4	49_cpx	-4476.999512186405
8718,Ref.02_AG.LR.x.POC44951.AB485636,0.05-3	02_AG	-4858.242341082967
14929,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-3	03_AB	-7138.917970978033
13462,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.06-1	22_01A1	-5735.013958921238
6663,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.07-4	13_cpx	-6401.943497982909
178,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-9	26_AU	-3385.831310138698
5864,Ref.A2.CD.97.97CDKTB48.AF286238,0.08-0	A2	-6551.385212969871
3452,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.01-8	38_BF1	-2575.7111391129383
5464,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.08-3	40_BF	-6645.050931502264
10238,Ref.43_02G.SA.03.J11243.EU697907,0.1-3	43_02G	-7412.195816717697
2920,Ref.H.BE.93.VI991.AF190127,0.01-3	H	-2608.710153182041
8237,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.07-8	38_BF1	-6200.434691139661
6057,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-7	04_cpx	-6602.16570189387
984,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-6	11_cpx	-4574.012454024673
14603,Ref.A2.CY.94.94CY017_41.AF286237,0.09-5	A2	-7068.011234934088
10141,Ref.14_BG.ES.00.X605.AF450096,0.1-3	14_BG	-7556.93621900618
13712,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.06-0	36_cpx	-5697.681800454723
1726,Ref.F1.BE.93.VI850.AF077336,0.02-0	F1	-3131.6857085599627
3509,Ref.25_cpx.SA.03.J11451.EU697908,0.01-9	25_cpx	-2608.1700427431538
3752,Ref.A1.UG.92.92UG037.AB253429,0.02-5	A1	-3066.9546708126695
10654,Ref.19_cpx.CU.99.CU29.AY588971,0.1-4	19_cpx	-7503.690542572754
2974,Ref.18_cpx.CU.99.CU14.AY586541,0.01-3	18_cpx	-2386.6648380156767
9040,Ref.07_BC.CN.05.XJDC6441.EF368370,0.05-1	07_BC	-5001.567263398708
5806,Ref.A1.UG.92.92UG037.AB253429,0.08-1	A1	-6498.642721222649
14608,Ref.47_BF.ES.08.X2457_2.FJ670529,0.09-5	47_BF	-7132.216240766138
1311,Ref.49_cpx.GM.02.N18380.HQ385477,0.02-6	49_cpx	-3083.7925131038237
14788,Ref.09_cpx.GH.96.96GH2911.AY093605,0.09-2	09_cpx	-6876.630632519999
3638,Ref.09_cpx.SN.95.95SN1795.AY093603,0.02-5	09_cpx	-2728.956726842467
11352,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-8	38_BF1	-7418.306962330934
1858,Ref.F2.CM.97.CM53657.AF377956,0.02-3	F2	-3148.9351867590544
5424,Ref.D.CM.01.01CM_4412HAL.AY371157,0.08-3	D	-6000.232307271307
14964,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-3	22_01A1	-7399.805738150899
3967,Ref.18_cpx.CM.97.CM53379.AF377959,0.04-5	18_cpx	-4562.1434171908995
3801,Ref.G.KE.93.HH8793_12_1.AF061641,0.02-4	G	-3230.7716054629905
6729,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-4	40_BF	-6117.50502046876
9293,Ref.12_BF.AR.97.A32879.AF408629,0.05-6	12_BF	-5006.416580070989
1221,Ref.J.SE.93.SE9280_7887.AF082394,0.02-7	J	-3421.9231120580503
15390,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.03-7	26_AU	-4038.025711647455
12334,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-2	J	-4129.048799021447
2064,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.01-6	J	-2805.7508867767237
8434,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.07-9	A1	-5834.034987505176
9296,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-6	14_BG	-5182.563049401539
7045,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-6	40_BF	-6132.432696814072
5980,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.08-0	38_BF1	-6602.012148653732
15660,Ref.A2.CD.97.97CDKTB48.AF286238,0.06-7	A2	-5806.619782263018
4148,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-3	33_01B	-3916.5127191406596
7468,Ref.B.TH.90.BK132.AY173951,0.07-1	B	-5775.011187626504
785,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.04-8	13_cpx	-4608.802003635916
3962,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.04-5	08_BC	-4344.302257924346
8424,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.07-9	10_CD	-6128.190539270261
12590,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-2	38_BF1	-5694.7949411819345
4745,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.04-0	04_cpx	-4498.329308027543
1944,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-2	09_cpx	-2624.828169819864
733,Ref.B.NL.00.671_00T36.AY423387,0.04-8	B	-4223.147430560782
14607,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.09-5	39_BF	-7053.686301001664
14217,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.09-6	K	-7292.40169882079
1998,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.02-2	28_BF	-3362.625912850641
2208,Ref.44_BF.CL.00.CH80.FJ358521,0.01-6	44_BF	-2779.8882315756373
11148,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.1-9	46_BF	-7489.387315541171
7741,Ref.32_06A1.EE.01.EE0369.AY535660,0.07-2	06_cpx	-6814.939877690414
276,Ref.A1.UG.92.92UG037.AB253429,0.02-9	A1	-3106.1169629096294
12777,Ref.05_DF.ES.99.X492.AY227107,0.06-5	05_DF	-5662.7693766394805
11957,Ref.20_BG.CU.99.Cu103.AY586545,0.03-9	20_BG	-3621.9068888880674
8068,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.05-9	J	-5283.424237585145
14886,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-3	07_BC	-7102.895179766577
2673,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-5	21_A2D	-2552.1954737051924
15465,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.03-7	17_BF	-3855.324645485295
954,Ref.12_BF.AR.99.ARMA159.AF385936,0.04-6	12_BF	-4487.150557191287
9222,Ref.24_BG.CU.03.CB471.AY900575,0.05-6	24_BG	-5060.748179973402
13516,Ref.A1.RW.92.92RW008.AB253421,0.06-1	A1	-5524.081690462947
3269,Ref.24_BG.CU.03.CB378.AY900574,0.01-1	24_BG	-2355.311976452347
1484,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.02-1	09_cpx	-3362.0856200026187
3777,Ref.C.ET.86.ETH2220.U46016,0.02-5	C	-3239.7672086301
4909,Ref.H.GB.00.00GBAC4001.FJ711703,0.08-9	H	-6340.172135259573
3876,Ref.31_BC.BR.04.04BR137.AY727526,0.02-4	31_BC	-3298.0313470485507
10121,Ref.G.KE.93.HH8793_12_1.AF061641,0.1-3	G	-7064.658110882325
