reference	major subtype found	log_likelihood of the reference subtype
13712,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.06-0	10_CD	-4870.186703903854
8011,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-8	10_CD	-4993.743589315487
9534,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-4	C	-5034.904875074709
3509,Ref.25_cpx.SA.03.J11451.EU697908,0.01-9	25_cpx	-4919.0485197578555
13560,Ref.18_cpx.CU.99.CU14.AY586541,0.06-1	40_BF	-4996.956983825846
8807,Ref.35_AD.AF.05.05AF026.EF158043,0.05-3	46_BF	-4978.318230058498
771,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-8	10_CD	-4971.784747408876
4148,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-3	01_AE	-4962.455963151018
4331,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.03-4	28_BF	-5018.0109673969155
1221,Ref.J.SE.93.SE9280_7887.AF082394,0.02-7	C	-4940.271605350277
14536,Ref.23_BG.CU.03.CB347.AY900572,0.09-5	46_BF	-5040.690459273669
1807,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-3	01_AE	-4972.881995741607
3967,Ref.18_cpx.CM.97.CM53379.AF377959,0.04-5	10_CD	-4993.804602327861
250,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.02-9	B	-4978.754326855807
3752,Ref.A1.UG.92.92UG037.AB253429,0.02-5	49_cpx	-4984.140606824819
8089,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-9	D	-4973.291176657861
2743,Ref.18_cpx.CU.99.CU68.AY894993,0.01-2	18_cpx	-4893.754458215168
11410,Ref.07_BC.CN.05.XJDC6441.EF368370,0.04-4	D	-4959.817179004427
3777,Ref.C.ET.86.ETH2220.U46016,0.02-5	C	-4956.992683854951
1617,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.02-0	D	-4841.570473100853
14608,Ref.47_BF.ES.08.X2457_2.FJ670529,0.09-5	10_CD	-5039.308010258741
8698,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.05-3	D	-5003.5355714129
8434,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.07-9	10_CD	-5000.2978390079115
7468,Ref.B.TH.90.BK132.AY173951,0.07-1	10_CD	-5002.746190614899
3801,Ref.G.KE.93.HH8793_12_1.AF061641,0.02-4	D	-4958.249725057867
12559,Ref.03_AB.RU.97.KAL153_2.AF193276,0.06-2	40_BF	-4961.8448209916605
404,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-8	F1	-4927.237577928329
8149,Ref.G.PT.x.PT2695.AY612637,0.05-9	10_CD	-5053.178772530742
1689,Ref.24_BG.CU.03.CB378.AY900574,0.02-0	09_cpx	-4979.327365224863
2595,Ref.A2.CY.94.94CY017_41.AF286237,0.01-5	F1	-4983.051766916844
5463,Ref.G.PT.x.PT2695.AY612637,0.08-3	10_CD	-5073.0263963577945
14603,Ref.A2.CY.94.94CY017_41.AF286237,0.09-5	46_BF	-5060.969741929338
7401,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-0	10_CD	-4810.915171538982
9612,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-4	D	-4976.596259675541
6943,Ref.47_BF.ES.08.P1942.GQ372987,0.07-5	46_BF	-4987.513437331675
13385,Ref.01_AE.AF.07.569M.GQ477441,0.06-8	01_AE	-5015.371381341717
10336,Ref.J.CM.04.04CMU11421.GU237072,0.1-2	10_CD	-4960.248084403064
3804,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.02-4	B	-4944.676779018366
14469,Ref.G.PT.x.PT2695.AY612637,0.09-4	10_CD	-5066.493198339323
8528,Ref.44_BF.CL.00.CH80.FJ358521,0.07-9	40_BF	-4997.189103798479
8068,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.05-9	01_AE	-4962.082152551645
5806,Ref.A1.UG.92.92UG037.AB253429,0.08-1	46_BF	-5040.758728785579
13427,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.06-8	10_CD	-4989.0494521634155
2064,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.01-6	B	-4914.61175105334
6410,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-5	10_CD	-5005.237437829429
11295,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-8	46_BF	-5008.875768444707
785,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.04-8	D	-4996.745379560826
14390,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.09-4	46_BF	-5019.940093243205
5162,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-8	46_BF	-5017.849234143783
11408,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-4	01_AE	-4827.559264202329
1735,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.02-0	C	-4933.908937266839
11509,Ref.49_cpx.GM.03.N26677.HQ385479,0.04-4	10_CD	-4786.224362758056
15465,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.03-7	40_BF	-4942.972438602011
9431,Ref.24_BG.CU.03.CB378.AY900574,0.05-7	10_CD	-5039.707083031413
4150,Ref.B.TH.90.BK132.AY173951,0.03-3	01_AE	-4942.613384709931
10654,Ref.19_cpx.CU.99.CU29.AY588971,0.1-4	10_CD	-5032.137197598262
10332,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.1-2	46_BF	-5052.769953665321
15133,Ref.B.US.98.1058_11.AY331295,0.09-0	46_BF	-5037.735265346837
14392,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-4	10_CD	-5040.5909366312935
6307,Ref.21_A2D.KE.99.KSM4001.AF457072,0.08-6	46_BF	-5000.514091796415
11557,Ref.14_BG.ES.00.X623.AF450097,0.04-3	D	-4961.514829730875
2865,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.01-3	29_BF	-4949.97429742299
7392,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.07-0	10_CD	-4880.17364650897
5864,Ref.A2.CD.97.97CDKTB48.AF286238,0.08-0	46_BF	-5014.496875026109
10102,Ref.15_01B.TH.96.M169.DQ354120,0.1-0	46_BF	-5046.143495332343
6697,Ref.D.CD.83.ELI.K03454,0.07-4	10_CD	-4989.202939079934
2608,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.01-5	F1	-4809.008065048813
3876,Ref.31_BC.BR.04.04BR137.AY727526,0.02-4	C	-4969.456455938826
1797,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.02-3	17_BF	-4994.941982004276
4256,Ref.15_01B.TH.96.M169.DQ354120,0.03-3	B	-4966.890810878365
1944,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-2	09_cpx	-4797.687357539545
1603,Ref.14_BG.ES.00.X623.AF450097,0.02-0	F1	-4941.10918889429
14235,Ref.C.ZA.04.04ZASK146.AY772699,0.09-7	40_BF	-5013.7913807311415
14036,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.09-9	10_CD	-5056.952427953936
6663,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.07-4	10_CD	-5032.039199841901
5531,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-2	46_BF	-5012.564224497626
2920,Ref.H.BE.93.VI991.AF190127,0.01-3	18_cpx	-4934.342433624022
6491,Ref.01_AE.CN.05.05GX001.GU564221,0.08-4	01_AE	-5002.007365020504
4614,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-1	10_CD	-4837.717918459973
9352,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.05-7	10_CD	-5039.15974897645
984,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-6	46_BF	-4961.76385945441
11735,Ref.23_BG.CU.03.CB118.AY900571,0.03-8	G	-4977.6578936443775
9293,Ref.12_BF.AR.97.A32879.AF408629,0.05-6	40_BF	-4995.605069162362
4146,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.03-3	C	-4948.036553311709
9296,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-6	D	-4982.32788771567
14964,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-3	46_BF	-5034.857626560836
5741,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-1	46_BF	-5046.922290963807
6532,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.08-4	40_BF	-5087.565893246671
15223,Ref.C.BR.92.BR025_d.U52953,0.09-1	10_CD	-5030.253795277193
14378,Ref.23_BG.CU.03.CB347.AY900572,0.09-4	10_CD	-5033.928257525849
1484,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.02-1	B	-4962.2298956918285
1808,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-3	40_BF	-4993.4876701579315
2673,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-5	D	-4924.799720690814
14336,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.09-7	46_BF	-5033.586282029099
1857,Ref.H.CF.90.056.AF005496,0.02-3	C	-4943.68019855425
12992,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-6	G	-4942.775894488184
8718,Ref.02_AG.LR.x.POC44951.AB485636,0.05-3	46_BF	-4991.943435938697
2208,Ref.44_BF.CL.00.CH80.FJ358521,0.01-6	F1	-4923.4599808443045
8231,Ref.C.ZA.04.04ZASK146.AY772699,0.07-8	10_CD	-4974.222125089334
8992,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-0	46_BF	-4993.921564169185
10426,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.1-2	10_CD	-5066.346149018999
11053,Ref.31_BC.BR.04.04BR142.AY727527,0.1-6	10_CD	-5078.5814062593945
8237,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.07-8	46_BF	-5028.040822113256
4900,Ref.D.TZ.01.A280.AY253311,0.08-9	10_CD	-5001.3406337832785
15390,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.03-7	C	-4947.487292257978
3641,Ref.35_AD.AF.05.05AF095.EF158041,0.02-5	C	-4943.963665732565
1951,Ref.C.BR.92.BR025_d.U52953,0.02-2	C	-4963.287815749614
12590,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-2	10_CD	-5011.5225123809905
8573,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-2	40_BF	-4963.397286618461
15179,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-1	46_BF	-5004.329037366421
6967,Ref.C.ZA.04.04ZASK146.AY772699,0.07-6	10_CD	-4979.290936909999
3452,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.01-8	F1	-4944.752176802143
5694,Ref.12_BF.AR.99.ARMA159.AF385936,0.08-1	46_BF	-5019.808864743689
13295,Ref.14_BG.ES.00.X623.AF450097,0.06-8	D	-4983.233369634368
10377,Ref.20_BG.CU.99.Cu103.AY586545,0.1-2	46_BF	-5024.6407209178205
11816,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.03-8	D	-4843.682724003657
14119,Ref.18_cpx.CU.99.CU68.AY894993,0.09-6	40_BF	-4982.9792226422205
4575,Ref.31_BC.BR.04.04BR142.AY727527,0.04-2	C	-4998.655940732326
10963,Ref.D.CD.83.ELI.K03454,0.1-6	40_BF	-5029.943039981636
10238,Ref.43_02G.SA.03.J11243.EU697907,0.1-3	40_BF	-5007.9854401937
7084,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.07-6	D	-4991.567307492422
6729,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-4	46_BF	-5006.7177794863455
15660,Ref.A2.CD.97.97CDKTB48.AF286238,0.06-7	46_BF	-5023.641261771941
9222,Ref.24_BG.CU.03.CB471.AY900575,0.05-6	10_CD	-4998.312602445516
3180,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-1	F1	-4960.269857698596
13403,Ref.G.NG.92.92NG083.U88826,0.06-8	40_BF	-4987.373449836946
1726,Ref.F1.BE.93.VI850.AF077336,0.02-0	46_BF	-4936.592134778208
14999,Ref.A2.CM.01.01CM_1445MV.GU201516,0.09-3	40_BF	-5029.797518475685
12976,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.03-6	D	-4990.78800706505
776,Ref.46_BF.BR.01.01BR087.DQ358801,0.04-8	46_BF	-4972.637075989225
3715,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.02-5	40_BF	-4988.564935119871
10121,Ref.G.KE.93.HH8793_12_1.AF061641,0.1-3	46_BF	-5029.452421967228
11148,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.1-9	46_BF	-5017.968241013458
9095,Ref.F2.CM.95.95CM_MP255.AJ249236,0.05-1	01_AE	-4940.748520787824
1093,Ref.21_A2D.KE.99.KSM4001.AF457072,0.04-6	46_BF	-4961.0042294109435
14929,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-3	10_CD	-4990.107266987247
5424,Ref.D.CM.01.01CM_4412HAL.AY371157,0.08-3	10_CD	-4866.0106713907935
9021,Ref.C.ZA.04.04ZASK146.AY772699,0.05-1	D	-4951.398331842425
11352,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-8	46_BF	-5037.269902555485
15044,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-0	10_CD	-5021.604697783741
12298,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.03-1	D	-4962.999867875452
78,Ref.35_AD.AF.05.05AF094.EF158040,0.06-9	46_BF	-5025.638245145852
6962,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.07-6	40_BF	-4970.541329907155
6754,Ref.A1.UG.92.92UG037.AB253429,0.07-4	46_BF	-5035.933116526199
