reference	major subtype found	log_likelihood of the reference subtype
4666,Ref.31_BC.BR.04.04BR137.AY727526,0.04-1	31_BC	-4820.919315850612
1504,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-1	06_cpx	-4444.634189614337
14963,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.09-3	45_cpx	-5550.509898038985
8983,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.05-0	39_BF	-5028.753861668786
9534,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-4	06_cpx	-5010.678490591007
8429,Ref.C.BR.92.BR025_d.U52953,0.07-9	C	-5299.64370984318
11983,Ref.49_cpx.GM.03.N26677.HQ385479,0.03-9	49_cpx	-4427.734231189457
10720,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-4	38_BF1	-5730.070436094769
8425,Ref.G.BE.96.DRCBL.AF084936,0.07-9	G	-5333.972207391288
4150,Ref.B.TH.90.BK132.AY173951,0.03-3	B	-4551.535287790218
6745,Ref.24_BG.CU.03.CB378.AY900574,0.07-4	24_BG	-5223.686239579478
9431,Ref.24_BG.CU.03.CB378.AY900574,0.05-7	24_BG	-4932.174021699861
10377,Ref.20_BG.CU.99.Cu103.AY586545,0.1-2	20_BG	-5634.410269018462
11640,Ref.46_BF.BR.01.01BR125.DQ358802,0.04-3	46_BF	-4824.662318440785
8573,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-2	45_cpx	-5028.405720893437
1845,Ref.20_BG.CU.99.Cu103.AY586545,0.02-3	20_BG	-4195.495119575775
9930,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-1	38_BF1	-5611.815565936928
12975,Ref.21_A2D.KE.99.KER2003.AF457051,0.03-6	21_A2D	-4596.68541190848
11637,Ref.F1.FR.96.96FR_MP411.AJ249238,0.04-3	F1	-4783.679235911777
14536,Ref.23_BG.CU.03.CB347.AY900572,0.09-5	23_BG	-5659.5993456081815
5006,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.08-9	38_BF1	-5395.58547042025
14986,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.09-3	38_BF1	-5589.829900324761
1735,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.02-0	K	-4521.129613383293
4331,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.03-4	29_BF	-4673.1365046100145
8011,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-8	45_cpx	-5053.60440005262
8807,Ref.35_AD.AF.05.05AF026.EF158043,0.05-3	35_AD	-4937.082589800545
12956,Ref.23_BG.CU.03.CB347.AY900572,0.03-6	23_BG	-4675.29290475467
3493,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-9	18_cpx	-4283.685443314781
13961,Ref.18_cpx.CU.99.CU68.AY894993,0.09-9	18_cpx	-5508.575446050487
507,Ref.25_cpx.SA.03.J11451.EU697908,0.04-9	25_cpx	-4867.119916967151
13493,Ref.05_DF.BE.x.VI1310.AF193253,0.06-1	05_DF	-5218.454841484307
15710,Ref.19_cpx.CU.99.CU29.AY588971,0.06-7	19_cpx	-5181.010377176107
6697,Ref.D.CD.83.ELI.K03454,0.07-4	D	-5200.748444593936
14206,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-6	46_BF	-5516.683469783371
5269,Ref.C.BR.92.BR025_d.U52953,0.06-3	C	-5137.8320495704165
1807,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-3	33_01B	-4410.168319135179
13560,Ref.18_cpx.CU.99.CU14.AY586541,0.06-1	18_cpx	-5092.309714425046
3753,Ref.H.CF.90.056.AF005496,0.02-5	H	-4510.432406160342
10826,Ref.06_cpx.EE.01.EE0359.AY535659,0.1-7	06_cpx	-5668.951572751543
2865,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.01-3	38_BF1	-4284.296980114124
14282,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.09-7	09_cpx	-5709.307283523449
2146,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.01-6	40_BF	-4255.004045891577
8353,Ref.05_DF.ES.99.X492.AY227107,0.07-8	05_DF	-5327.867900631766
11408,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-4	22_01A1	-4704.668017730302
15445,Ref.H.CF.90.056.AF005496,0.03-7	H	-4721.265168155703
1944,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-2	09_cpx	-4067.3301136662585
11410,Ref.07_BC.CN.05.XJDC6441.EF368370,0.04-4	07_BC	-4676.879301610729
14253,Ref.25_cpx.SA.03.J11451.EU697908,0.09-7	25_cpx	-5534.959154372263
11440,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.04-4	26_AU	-4887.61166795067
7624,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-2	33_01B	-5274.469004928442
4256,Ref.15_01B.TH.96.M169.DQ354120,0.03-3	15_01B	-4529.783339260068
771,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-8	17_BF	-4804.995479893378
10963,Ref.D.CD.83.ELI.K03454,0.1-6	D	-5560.761429849131
10818,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.1-7	17_BF	-5675.678385448107
5531,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-2	29_BF	-5504.262489272306
14390,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.09-4	08_BC	-5657.937804616576
5694,Ref.12_BF.AR.99.ARMA159.AF385936,0.08-1	12_BF	-5436.525258982372
15133,Ref.B.US.98.1058_11.AY331295,0.09-0	B	-5544.164204308323
10141,Ref.14_BG.ES.00.X605.AF450096,0.1-3	14_BG	-5701.08822747593
8149,Ref.G.PT.x.PT2695.AY612637,0.05-9	G	-5061.952761959156
5741,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-1	04_cpx	-5519.275225976678
14392,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-4	11_cpx	-5557.06448213461
10332,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.1-2	09_cpx	-5829.290203712615
5463,Ref.G.PT.x.PT2695.AY612637,0.08-3	G	-5488.160136853572
8089,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-9	10_CD	-4962.417219400371
1566,Ref.46_BF.BR.01.01BR087.DQ358801,0.02-1	46_BF	-4455.875593711783
7442,Ref.31_BC.BR.02.110PA.EF091932,0.07-1	31_BC	-5342.748217852477
15223,Ref.C.BR.92.BR025_d.U52953,0.09-1	C	-5507.75884319421
3311,Ref.31_BC.BR.04.04BR142.AY727527,0.01-1	31_BC	-4169.644600200868
5464,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.08-3	40_BF	-5442.307383382235
13366,Ref.09_cpx.GH.96.96GH2911.AY093605,0.06-8	09_cpx	-5085.903240443907
9040,Ref.07_BC.CN.05.XJDC6441.EF368370,0.05-1	07_BC	-4853.27335861637
6410,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-5	06_cpx	-5394.344511323912
14603,Ref.A2.CY.94.94CY017_41.AF286237,0.09-5	A2	-5577.601650073147
1726,Ref.F1.BE.93.VI850.AF077336,0.02-0	F1	-4399.801036908409
11788,Ref.25_cpx.SA.03.J11233.EU697906,0.03-8	25_cpx	-4596.797925347868
13712,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.06-0	36_cpx	-5055.711405055637
9095,Ref.F2.CM.95.95CM_MP255.AJ249236,0.05-1	F2	-4954.133763285239
2208,Ref.44_BF.CL.00.CH80.FJ358521,0.01-6	44_BF	-4289.443019468134
984,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-6	11_cpx	-4810.832359438498
1689,Ref.24_BG.CU.03.CB378.AY900574,0.02-0	24_BG	-4335.734003445979
2743,Ref.18_cpx.CU.99.CU68.AY894993,0.01-2	18_cpx	-4167.090855125437
4148,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-3	33_01B	-4574.416961610921
3131,Ref.12_BF.AR.97.A32879.AF408629,0.01-0	12_BF	-4141.015370347184
13427,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.06-8	K	-5179.309698248117
5806,Ref.A1.UG.92.92UG037.AB253429,0.08-1	A1	-5452.815941989523
11816,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.03-8	36_cpx	-4577.7433419017625
7468,Ref.B.TH.90.BK132.AY173951,0.07-1	B	-5128.859347905276
3509,Ref.25_cpx.SA.03.J11451.EU697908,0.01-9	25_cpx	-4262.60908496843
14608,Ref.47_BF.ES.08.X2457_2.FJ670529,0.09-5	47_BF	-5529.4406306719175
250,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.02-9	40_BF	-4411.438813381254
2595,Ref.A2.CY.94.94CY017_41.AF286237,0.01-5	A2	-4354.431576550473
8698,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.05-3	29_BF	-5024.668633866474
1617,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.02-0	36_cpx	-4320.504095512478
2064,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.01-6	J	-4357.986490884498
404,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-8	46_BF	-4453.22439074627
5162,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-8	46_BF	-5542.23595527296
3752,Ref.A1.UG.92.92UG037.AB253429,0.02-5	A1	-4455.401223171923
12590,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-2	38_BF1	-5098.292063512529
8434,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.07-9	A1	-5237.1330005268155
3967,Ref.18_cpx.CM.97.CM53379.AF377959,0.04-5	18_cpx	-4855.478793780919
1221,Ref.J.SE.93.SE9280_7887.AF082394,0.02-7	J	-4472.091831036621
6943,Ref.47_BF.ES.08.P1942.GQ372987,0.07-5	47_BF	-5286.384862475713
10336,Ref.J.CM.04.04CMU11421.GU237072,0.1-2	J	-5542.402501813058
785,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.04-8	13_cpx	-4808.213885405614
3777,Ref.C.ET.86.ETH2220.U46016,0.02-5	C	-4487.869795905159
1603,Ref.14_BG.ES.00.X623.AF450097,0.02-0	14_BG	-4295.423016535704
11295,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-8	03_AB	-5806.275896692251
4614,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-1	22_01A1	-4782.188834262653
11735,Ref.23_BG.CU.03.CB118.AY900571,0.03-8	23_BG	-4655.8343570408415
13385,Ref.01_AE.AF.07.569M.GQ477441,0.06-8	01_AE	-5070.919936924252
2608,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.01-5	37_cpx	-4209.74921912843
3804,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.02-4	08_BC	-4175.6212346715965
7084,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.07-6	14_BG	-5197.355358305328
14469,Ref.G.PT.x.PT2695.AY612637,0.09-4	G	-5589.09024002054
3801,Ref.G.KE.93.HH8793_12_1.AF061641,0.02-4	G	-4489.459926428485
9612,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-4	14_BG	-4903.310143493742
6532,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.08-4	06_cpx	-5683.127686060036
9352,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.05-7	33_01B	-5074.548748623798
14336,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.09-7	28_BF	-5483.17797975805
4900,Ref.D.TZ.01.A280.AY253311,0.08-9	D	-5349.725115101259
11509,Ref.49_cpx.GM.03.N26677.HQ385479,0.04-4	49_cpx	-4614.45523486128
9293,Ref.12_BF.AR.97.A32879.AF408629,0.05-6	12_BF	-4961.431503408116
8237,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.07-8	38_BF1	-5342.301160976702
9296,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-6	14_BG	-4937.925490000036
7401,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-0	49_cpx	-5100.82887833299
10654,Ref.19_cpx.CU.99.CU29.AY588971,0.1-4	19_cpx	-5720.655522278957
8231,Ref.C.ZA.04.04ZASK146.AY772699,0.07-8	C	-5354.189348913969
12992,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-6	11_cpx	-4596.946884095427
3452,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.01-8	38_BF1	-4253.342089690971
11053,Ref.31_BC.BR.04.04BR142.AY727527,0.1-6	31_BC	-5789.195042427719
3638,Ref.09_cpx.SN.95.95SN1795.AY093603,0.02-5	09_cpx	-4136.3193462906265
3641,Ref.35_AD.AF.05.05AF095.EF158041,0.02-5	35_AD	-4320.8348058148395
4575,Ref.31_BC.BR.04.04BR142.AY727527,0.04-2	31_BC	-4786.895617038721
10969,Ref.A2.CY.94.94CY017_41.AF286237,0.1-6	A2	-5668.273357302198
6962,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.07-6	J	-5392.799256812058
14999,Ref.A2.CM.01.01CM_1445MV.GU201516,0.09-3	A2	-5542.274482724526
3180,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-1	26_AU	-4370.53987511899
14788,Ref.09_cpx.GH.96.96GH2911.AY093605,0.09-2	09_cpx	-5572.090199789236
3962,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.04-5	08_BC	-4655.506172863844
10238,Ref.43_02G.SA.03.J11243.EU697907,0.1-3	43_02G	-5677.638510058819
1857,Ref.H.CF.90.056.AF005496,0.02-3	H	-4461.0031698694365
2920,Ref.H.BE.93.VI991.AF190127,0.01-3	H	-4322.866703574165
12298,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.03-1	14_BG	-4537.696237960262
15390,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.03-7	26_AU	-4731.710804808897
13295,Ref.14_BG.ES.00.X623.AF450097,0.06-8	14_BG	-5137.58852051225
12334,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-2	J	-4719.639833965827
78,Ref.35_AD.AF.05.05AF094.EF158040,0.06-9	35_AD	-5150.1623299596495
6729,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-4	40_BF	-5232.17229627496
6491,Ref.01_AE.CN.05.05GX001.GU564221,0.08-4	01_AE	-5330.068203545187
15044,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-0	07_BC	-5504.873230023038
1858,Ref.F2.CM.97.CM53657.AF377956,0.02-3	F2	-4326.962075961615
3715,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.02-5	40_BF	-4445.154755297824
14964,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-3	22_01A1	-5616.507187891045
10121,Ref.G.KE.93.HH8793_12_1.AF061641,0.1-3	G	-5601.751841185336
1951,Ref.C.BR.92.BR025_d.U52953,0.02-2	C	-4463.8409805471665
7045,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-6	40_BF	-5255.553472181824
14235,Ref.C.ZA.04.04ZASK146.AY772699,0.09-7	C	-5558.394183069671
8424,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.07-9	10_CD	-5229.578647914533
15179,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-1	H	-5456.89235869084
4909,Ref.H.GB.00.00GBAC4001.FJ711703,0.08-9	H	-5345.395605970363
14378,Ref.23_BG.CU.03.CB347.AY900572,0.09-4	23_BG	-5673.760848061495
6391,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.08-5	39_BF	-5425.354843249318
1311,Ref.49_cpx.GM.02.N18380.HQ385477,0.02-6	49_cpx	-4222.63680884227
7426,Ref.23_BG.CU.03.CB347.AY900572,0.07-1	23_BG	-5367.29682176472
11352,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-8	38_BF1	-5697.147790928745
13516,Ref.A1.RW.92.92RW008.AB253421,0.06-1	A1	-5198.357642573637
14607,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.09-5	39_BF	-5581.026558241055
3269,Ref.24_BG.CU.03.CB378.AY900574,0.01-1	24_BG	-4121.348994905171
4745,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.04-0	04_cpx	-4764.072594491077
4793,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.04-0	04_cpx	-4884.765763091268
6754,Ref.A1.UG.92.92UG037.AB253429,0.07-4	A1	-5274.847786404704
733,Ref.B.NL.00.671_00T36.AY423387,0.04-8	B	-4770.3950284543835
2974,Ref.18_cpx.CU.99.CU14.AY586541,0.01-3	18_cpx	-4159.360291971914
7741,Ref.32_06A1.EE.01.EE0369.AY535660,0.07-2	06_cpx	-5589.28160270454
14886,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-3	07_BC	-5605.484500384275
9021,Ref.C.ZA.04.04ZASK146.AY772699,0.05-1	C	-4922.277705936266
11218,Ref.23_BG.CU.03.CB347.AY900572,0.1-8	23_BG	-5718.397175547124
6223,Ref.D.CD.83.ELI.K03454,0.08-6	D	-5311.638139821913
6057,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-7	04_cpx	-5491.860938252911
11148,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.1-9	46_BF	-5761.673682485827
14217,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.09-6	K	-5608.508733182457
11957,Ref.20_BG.CU.99.Cu103.AY586545,0.03-9	20_BG	-4400.740591758642
276,Ref.A1.UG.92.92UG037.AB253429,0.02-9	A1	-4473.93826893373
4283,Ref.18_cpx.CM.97.CM53379.AF377959,0.03-4	18_cpx	-4683.43373055473
12253,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.03-1	42_BF	-4485.41880072336
