reference	major subtype found	log_likelihood of the reference subtype
3968,Ref.A2.CD.97.97CDKTB48.AF286238,0.04-5	A2	-4982.572671918744
9894,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-1	D	-5485.628085652681
10391,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.1-2	B	-5286.858474109032
14432,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.09-4	06_cpx	-5377.499640519785
12385,Ref.D.CD.83.ELI.K03454,0.03-2	D	-4827.69864599426
93,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.06-9	40_BF	-5157.485595069593
10661,Ref.45_cpx.CM.97.97CM_MP814.FN392876,0.1-4	A1	-5393.163920997948
3978,Ref.02_AG.LR.x.POC44951.AB485636,0.04-5	02_AG	-4877.963045924639
10371,Ref.B.NL.00.671_00T36.AY423387,0.1-2	B	-5273.570929387041
2858,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.01-3	11_cpx	-4708.522576702968
5431,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.08-3	13_cpx	-5350.377352131538
1203,Ref.11_cpx.CM.97.MP818.AJ291718,0.02-7	11_cpx	-4775.747545936508
14868,Ref.31_BC.BR.02.110PA.EF091932,0.09-3	C	-5303.40035579677
10842,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-7	A1	-5424.168043662959
9096,Ref.06_cpx.AU.96.BFP90.AF064699,0.05-1	06_cpx	-5018.586020024709
442,Ref.43_02G.SA.03.J11243.EU697907,0.02-8	43_02G	-4773.49647916281
8551,Ref.21_A2D.KE.99.KER2003.AF457051,0.05-2	21_A2D	-5059.862990039701
4050,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.04-5	04_cpx	-5048.224610147835
5459,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.08-3	B	-5252.124072736047
9652,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.05-5	11_cpx	-5037.605283136477
3563,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.01-9	42_BF	-4668.886353170429
3920,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.02-4	10_CD	-4852.124035075787
9933,Ref.05_DF.ES.99.X492.AY227107,0.1-1	05_DF	-5304.390183217906
3047,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-0	F2	-4660.3149152214955
7623,Ref.F1.FI.93.FIN9363.AF075703,0.07-2	F1	-5071.580654525575
3264,Ref.02_AG.NG.x.IBNG.L39106,0.01-1	02_AG	-4628.403626517979
14620,Ref.31_BC.BR.04.04BR137.AY727526,0.09-5	C	-5335.767544656984
13884,Ref.43_02G.SA.03.J11223.EU697904,0.09-8	43_02G	-5243.870762220347
14986,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.09-3	38_BF1	-5350.958868285188
5388,Ref.31_BC.BR.02.110PA.EF091932,0.08-3	C	-5264.741128591137
12061,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.03-0	04_cpx	-4940.18982199005
15296,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.09-1	D	-5382.046254965855
4666,Ref.31_BC.BR.04.04BR137.AY727526,0.04-1	31_BC	-4988.921976544637
103,Ref.F1.FR.96.96FR_MP411.AJ249238,0.06-9	F1	-5036.826387360502
7811,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.07-3	01_AE	-5191.293532729005
2160,Ref.46_BF.BR.01.01BR125.DQ358802,0.01-6	46_BF	-4752.536538675828
7870,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.07-3	10_CD	-5184.140072422271
9431,Ref.24_BG.CU.03.CB378.AY900574,0.05-7	24_BG	-5087.60057321949
14963,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.09-3	A1	-5338.639123043966
9556,Ref.H.BE.93.VI991.AF190127,0.05-4	H	-5049.219896067725
6503,Ref.D.UG.94.94UG114.U88824,0.08-4	D	-5159.786888323572
4271,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-4	04_cpx	-4885.885890092356
3029,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.01-0	13_cpx	-4789.59566999043
6947,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.07-5	13_cpx	-5182.930686743074
9340,Ref.A2.CD.97.97CDKTB48.AF286238,0.05-7	A2	-5096.039629439909
3142,Ref.34_01B.TH.99.OUR2478P.EF165541,0.01-0	34_01B	-4555.2188725206115
1845,Ref.20_BG.CU.99.Cu103.AY586545,0.02-3	20_BG	-4725.279393935586
13961,Ref.18_cpx.CU.99.CU68.AY894993,0.09-9	18_cpx	-5288.015903663272
3753,Ref.H.CF.90.056.AF005496,0.02-5	H	-4818.8041672634645
524,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.04-9	10_CD	-4967.859116347272
9534,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-4	06_cpx	-5061.345437354503
10720,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-4	38_BF1	-5393.031434930135
15710,Ref.19_cpx.CU.99.CU29.AY588971,0.06-7	19_cpx	-5157.885196274272
8573,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-2	45_cpx	-5072.99257277663
5269,Ref.C.BR.92.BR025_d.U52953,0.06-3	C	-5071.123580728092
13493,Ref.05_DF.BE.x.VI1310.AF193253,0.06-1	05_DF	-5174.314988110039
9930,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-1	F1	-5360.056959440163
507,Ref.25_cpx.SA.03.J11451.EU697908,0.04-9	25_cpx	-4961.735025327064
3493,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-9	18_cpx	-4737.135513362846
8425,Ref.G.BE.96.DRCBL.AF084936,0.07-9	G	-5189.696071025688
4331,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.03-4	29_BF	-4902.12255845197
11983,Ref.49_cpx.GM.03.N26677.HQ385479,0.03-9	49_cpx	-4682.311336432446
12935,Ref.05_DF.ES.99.X492.AY227107,0.03-5	05_DF	-4889.413555705985
11640,Ref.46_BF.BR.01.01BR125.DQ358802,0.04-3	46_BF	-5006.705660355525
1735,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.02-0	K	-4845.552460764545
8429,Ref.C.BR.92.BR025_d.U52953,0.07-9	C	-5142.9816921393885
8983,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.05-0	39_BF	-5110.903935723382
10377,Ref.20_BG.CU.99.Cu103.AY586545,0.1-2	20_BG	-5321.780296798858
8807,Ref.35_AD.AF.05.05AF026.EF158043,0.05-3	35_AD	-5054.8311175767
6745,Ref.24_BG.CU.03.CB378.AY900574,0.07-4	24_BG	-5209.11715448368
11637,Ref.F1.FR.96.96FR_MP411.AJ249238,0.04-3	F1	-4915.113136559576
12975,Ref.21_A2D.KE.99.KER2003.AF457051,0.03-6	21_A2D	-4888.228208876738
8011,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-8	45_cpx	-5074.807350687175
14390,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.09-4	08_BC	-5293.716637755453
10443,Ref.C.ZA.04.04ZASK146.AY772699,0.1-5	C	-5277.531608030026
14536,Ref.23_BG.CU.03.CB347.AY900572,0.09-5	G	-5450.677626049512
15445,Ref.H.CF.90.056.AF005496,0.03-7	H	-4920.962264890543
11410,Ref.07_BC.CN.05.XJDC6441.EF368370,0.04-4	07_BC	-4871.429861445599
14206,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-6	F1	-5293.677575757672
10826,Ref.06_cpx.EE.01.EE0359.AY535659,0.1-7	06_cpx	-5361.371723697448
8149,Ref.G.PT.x.PT2695.AY612637,0.05-9	G	-5075.404408991299
5006,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.08-9	38_BF1	-5252.73683261077
13409,Ref.05_DF.ES.99.X492.AY227107,0.06-8	05_DF	-5121.827733604522
7624,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-2	33_01B	-5163.920212052947
12956,Ref.23_BG.CU.03.CB347.AY900572,0.03-6	23_BG	-4976.225670946409
3461,Ref.C.ET.86.ETH2220.U46016,0.01-8	C	-4717.197217252343
11842,Ref.05_DF.BE.93.VI961.AF076998,0.03-8	05_DF	-4885.443211561374
1131,Ref.D.UG.94.94UG114.U88824,0.02-7	D	-4759.894541746785
1504,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-1	06_cpx	-4791.437789238231
6697,Ref.D.CD.83.ELI.K03454,0.07-4	D	-5079.234869110114
1807,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-3	33_01B	-4838.322325755073
10332,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.1-2	09_cpx	-5402.243296187082
15133,Ref.B.US.98.1058_11.AY331295,0.09-0	B	-5250.000784176949
14282,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.09-7	09_cpx	-5347.576255554907
4150,Ref.B.TH.90.BK132.AY173951,0.03-3	B	-4814.292786112894
10963,Ref.D.CD.83.ELI.K03454,0.1-6	D	-5296.323709469089
11440,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.04-4	26_AU	-5001.126685974376
14253,Ref.25_cpx.SA.03.J11451.EU697908,0.09-7	25_cpx	-5268.032702113864
8089,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-9	10_CD	-5037.656377076221
13560,Ref.18_cpx.CU.99.CU14.AY586541,0.06-1	18_cpx	-5135.058351447125
15223,Ref.C.BR.92.BR025_d.U52953,0.09-1	C	-5231.784163222983
5531,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-2	29_BF	-5256.306817318496
2865,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.01-3	38_BF1	-4759.682126513448
1566,Ref.46_BF.BR.01.01BR087.DQ358801,0.02-1	46_BF	-4817.385309139138
4256,Ref.15_01B.TH.96.M169.DQ354120,0.03-3	15_01B	-4855.810149118816
2146,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.01-6	40_BF	-4755.115078021634
14392,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-4	11_cpx	-5243.447332765191
14608,Ref.47_BF.ES.08.X2457_2.FJ670529,0.09-5	B	-5339.568298935252
11408,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-4	A1	-4917.244376108603
10818,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.1-7	F1	-5369.930151325302
771,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-8	17_BF	-4989.87682187678
5741,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-1	04_cpx	-5263.211959799117
3509,Ref.25_cpx.SA.03.J11451.EU697908,0.01-9	25_cpx	-4713.917268085143
1944,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-2	09_cpx	-4547.867561620851
11788,Ref.25_cpx.SA.03.J11233.EU697906,0.03-8	25_cpx	-4854.878590350034
984,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-6	11_cpx	-4974.680319211825
14603,Ref.A2.CY.94.94CY017_41.AF286237,0.09-5	A2	-5354.186609001114
1726,Ref.F1.BE.93.VI850.AF077336,0.02-0	F1	-4776.92655653495
2595,Ref.A2.CY.94.94CY017_41.AF286237,0.01-5	A2	-4811.796279662559
10141,Ref.14_BG.ES.00.X605.AF450096,0.1-3	14_BG	-5392.075996716366
7442,Ref.31_BC.BR.02.110PA.EF091932,0.07-1	C	-5242.545942369908
8353,Ref.05_DF.ES.99.X492.AY227107,0.07-8	05_DF	-5168.697304680855
3131,Ref.12_BF.AR.97.A32879.AF408629,0.01-0	12_BF	-4674.073362440549
3752,Ref.A1.UG.92.92UG037.AB253429,0.02-5	A1	-4795.810035530098
5464,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.08-3	40_BF	-5281.693477600445
5463,Ref.G.PT.x.PT2695.AY612637,0.08-3	G	-5285.690734902095
13712,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.06-0	02_AG	-5072.193434008797
11816,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.03-8	36_cpx	-4839.059519557663
5694,Ref.12_BF.AR.99.ARMA159.AF385936,0.08-1	12_BF	-5220.450726424636
8698,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.05-3	29_BF	-5062.57144602894
1617,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.02-0	36_cpx	-4734.315837572
6410,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-5	06_cpx	-5182.5660785067075
5806,Ref.A1.UG.92.92UG037.AB253429,0.08-1	A1	-5169.597120161313
3777,Ref.C.ET.86.ETH2220.U46016,0.02-5	C	-4777.6635031668775
2208,Ref.44_BF.CL.00.CH80.FJ358521,0.01-6	44_BF	-4755.5753692295975
9095,Ref.F2.CM.95.95CM_MP255.AJ249236,0.05-1	F2	-4975.526539119052
4148,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-3	33_01B	-4873.56627427622
5162,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-8	46_BF	-5335.101693753756
7084,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.07-6	14_BG	-5123.74617879939
12992,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-6	11_cpx	-4876.225958336278
9612,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-4	14_BG	-5005.858433102931
6663,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.07-4	13_cpx	-5229.867518120481
4575,Ref.31_BC.BR.04.04BR142.AY727527,0.04-2	31_BC	-4959.407325762348
1808,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-3	37_cpx	-4944.70878934982
8237,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.07-8	38_BF1	-5216.457628341279
7468,Ref.B.TH.90.BK132.AY173951,0.07-1	B	-5050.986590549557
9040,Ref.07_BC.CN.05.XJDC6441.EF368370,0.05-1	07_BC	-4964.097015074267
1221,Ref.J.SE.93.SE9280_7887.AF082394,0.02-7	J	-4822.55299466562
1603,Ref.14_BG.ES.00.X623.AF450097,0.02-0	14_BG	-4756.91363835691
404,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-8	46_BF	-4796.543569562022
2743,Ref.18_cpx.CU.99.CU68.AY894993,0.01-2	18_cpx	-4668.233518479381
11735,Ref.23_BG.CU.03.CB118.AY900571,0.03-8	23_BG	-4963.785985879444
1689,Ref.24_BG.CU.03.CB378.AY900574,0.02-0	24_BG	-4823.474788365934
6331,Ref.H.GB.00.00GBAC4001.FJ711703,0.08-5	H	-5117.380009288111
11509,Ref.49_cpx.GM.03.N26677.HQ385479,0.04-4	49_cpx	-4764.48840264454
10426,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.1-2	B	-5425.852942145509
785,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.04-8	13_cpx	-4985.2172212858095
15465,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.03-7	17_BF	-4861.171807815132
14469,Ref.G.PT.x.PT2695.AY612637,0.09-4	G	-5322.547249567607
776,Ref.46_BF.BR.01.01BR087.DQ358801,0.04-8	46_BF	-4975.400040160887
5864,Ref.A2.CD.97.97CDKTB48.AF286238,0.08-0	A2	-5248.344094605064
4900,Ref.D.TZ.01.A280.AY253311,0.08-9	D	-5153.348404252654
13403,Ref.G.NG.92.92NG083.U88826,0.06-8	G	-5057.969564627421
12559,Ref.03_AB.RU.97.KAL153_2.AF193276,0.06-2	03_AB	-5069.78053645043
6967,Ref.C.ZA.04.04ZASK146.AY772699,0.07-6	C	-5142.938359424613
6491,Ref.01_AE.CN.05.05GX001.GU564221,0.08-4	01_AE	-5133.467515849279
3452,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.01-8	38_BF1	-4755.717888232075
8528,Ref.44_BF.CL.00.CH80.FJ358521,0.07-9	F1	-5273.461044210912
10969,Ref.A2.CY.94.94CY017_41.AF286237,0.1-6	A2	-5442.493720413076
9222,Ref.24_BG.CU.03.CB471.AY900575,0.05-6	24_BG	-5059.632888507671
1484,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.02-1	09_cpx	-4842.300598352174
2608,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.01-5	37_cpx	-4674.56748373566
3180,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-1	26_AU	-4809.734420518809
14235,Ref.C.ZA.04.04ZASK146.AY772699,0.09-7	C	-5235.183339285205
9296,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-6	14_BG	-5041.129698201889
15390,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.03-7	26_AU	-4937.110103242801
4146,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.03-3	25_cpx	-4882.3929681924465
3641,Ref.35_AD.AF.05.05AF095.EF158041,0.02-5	35_AD	-4758.772274199473
14336,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.09-7	B	-5302.543118070435
9293,Ref.12_BF.AR.97.A32879.AF408629,0.05-6	12_BF	-5018.425344029492
4614,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-1	22_01A1	-4941.401131529639
9352,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.05-7	33_01B	-5134.385473152778
11557,Ref.14_BG.ES.00.X623.AF450097,0.04-3	14_BG	-4881.186334253302
15179,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-1	H	-5227.805876193381
2920,Ref.H.BE.93.VI991.AF190127,0.01-3	H	-4732.146501434618
6307,Ref.21_A2D.KE.99.KSM4001.AF457072,0.08-6	21_A2D	-5252.0907720916375
11053,Ref.31_BC.BR.04.04BR142.AY727527,0.1-6	C	-5446.248883787849
10336,Ref.J.CM.04.04CMU11421.GU237072,0.1-2	J	-5246.462898377857
15044,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-0	07_BC	-5269.536833075422
178,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-9	26_AU	-4885.3613341557575
10238,Ref.43_02G.SA.03.J11243.EU697907,0.1-3	43_02G	-5363.336640980989
2673,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-5	21_A2D	-4715.429800844568
13385,Ref.01_AE.AF.07.569M.GQ477441,0.06-8	01_AE	-5045.21713179483
250,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.02-9	40_BF	-4827.00029535637
10102,Ref.15_01B.TH.96.M169.DQ354120,0.1-0	15_01B	-5350.85668086708
13366,Ref.09_cpx.GH.96.96GH2911.AY093605,0.06-8	09_cpx	-5075.758873419646
1857,Ref.H.CF.90.056.AF005496,0.02-3	H	-4793.499806469856
13427,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.06-8	K	-5172.622496411497
3967,Ref.18_cpx.CM.97.CM53379.AF377959,0.04-5	18_cpx	-4987.154039364917
13462,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.06-1	A1	-5071.706126602591
1797,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.02-3	13_cpx	-4881.714547550964
3804,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.02-4	08_BC	-4694.150942015348
14378,Ref.23_BG.CU.03.CB347.AY900572,0.09-4	G	-5398.590749782995
12976,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.03-6	26_AU	-4984.924573688894
8434,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.07-9	A1	-5086.669775438792
14929,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-3	B	-5322.968676822494
3311,Ref.31_BC.BR.04.04BR142.AY727527,0.01-1	31_BC	-4710.3906888104775
7401,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-0	49_cpx	-5011.785399551256
12590,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-2	38_BF1	-5115.965760056121
6943,Ref.47_BF.ES.08.P1942.GQ372987,0.07-5	47_BF	-5201.85244915496
8068,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.05-9	J	-5040.182385868854
11295,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-8	B	-5393.5393146089955
14964,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-3	A1	-5407.958356409573
2064,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.01-6	J	-4752.591885501044
8992,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-0	46_BF	-5056.97919327127
14119,Ref.18_cpx.CU.99.CU68.AY894993,0.09-6	18_cpx	-5260.709986667877
11352,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-8	38_BF1	-5397.726080593976
78,Ref.35_AD.AF.05.05AF094.EF158040,0.06-9	35_AD	-5133.572910106533
3801,Ref.G.KE.93.HH8793_12_1.AF061641,0.02-4	G	-4811.768006090535
5980,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.08-0	38_BF1	-5259.851567601599
1951,Ref.C.BR.92.BR025_d.U52953,0.02-2	C	-4795.82373206317
6962,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.07-6	J	-5228.566867695294
8718,Ref.02_AG.LR.x.POC44951.AB485636,0.05-3	02_AG	-4971.76736679768
6391,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.08-5	39_BF	-5246.578794675725
6754,Ref.A1.UG.92.92UG037.AB253429,0.07-4	A1	-5151.110106577088
6729,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-4	40_BF	-5157.154849926454
10121,Ref.G.KE.93.HH8793_12_1.AF061641,0.1-3	G	-5299.918349263064
13295,Ref.14_BG.ES.00.X623.AF450097,0.06-8	14_BG	-5095.723400220459
3269,Ref.24_BG.CU.03.CB378.AY900574,0.01-1	24_BG	-4724.698379852011
3638,Ref.09_cpx.SN.95.95SN1795.AY093603,0.02-5	09_cpx	-4648.2502208237765
6532,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.08-4	06_cpx	-5390.0898187590465
14788,Ref.09_cpx.GH.96.96GH2911.AY093605,0.09-2	09_cpx	-5255.906630589719
12334,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-2	J	-4921.673838959863
14036,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.09-9	14_BG	-5404.668219098327
7426,Ref.23_BG.CU.03.CB347.AY900572,0.07-1	23_BG	-5281.112917341304
11218,Ref.23_BG.CU.03.CB347.AY900572,0.1-8	G	-5440.835616990454
