reference	major subtype found	log_likelihood of the reference subtype
437,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.02-8	B	-5839.526130946767
5431,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.08-3	13_cpx	-14909.893496976425
3968,Ref.A2.CD.97.97CDKTB48.AF286238,0.04-5	A2	-10012.080902498396
3703,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-5	33_01B	-6080.63069512459
11473,Ref.11_cpx.CM.97.MP818.AJ291718,0.04-4	11_cpx	-9707.507561763769
4250,Ref.24_BG.ES.08.X2456_2.FJ670526,0.03-3	24_BG	-7896.212501850481
9933,Ref.05_DF.ES.99.X492.AY227107,0.1-1	05_DF	-16240.163411703097
13884,Ref.43_02G.SA.03.J11223.EU697904,0.09-8	43_02G	-15013.203004059098
5388,Ref.31_BC.BR.02.110PA.EF091932,0.08-3	31_BC	-14923.081917266161
4099,Ref.47_BF.ES.08.P1942.GQ372987,0.04-5	47_BF	-9930.735768820283
3307,Ref.A2.CM.01.01CM_1445MV.GU201516,0.01-1	A2	-4145.726494807297
3264,Ref.02_AG.NG.x.IBNG.L39106,0.01-1	02_AG	-3663.909947553488
6503,Ref.D.UG.94.94UG114.U88824,0.08-4	D	-14079.479883114429
12385,Ref.D.CD.83.ELI.K03454,0.03-2	D	-7728.000472122932
4050,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.04-5	04_cpx	-9808.874724906369
7811,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.07-3	33_01B	-14063.335358140237
9096,Ref.06_cpx.AU.96.BFP90.AF064699,0.05-1	06_cpx	-10919.150995843664
9556,Ref.H.BE.93.VI991.AF190127,0.05-4	H	-11012.489075779313
3047,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-0	F2	-3905.315067283134
13409,Ref.05_DF.ES.99.X492.AY227107,0.06-8	05_DF	-12677.553112665426
3978,Ref.02_AG.LR.x.POC44951.AB485636,0.04-5	02_AG	-9280.08917544126
2858,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.01-3	11_cpx	-4138.698298581921
9652,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.05-5	11_cpx	-11206.638342408678
10842,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-7	K	-17521.310892689995
12935,Ref.05_DF.ES.99.X492.AY227107,0.03-5	05_DF	-8029.904130027155
14620,Ref.31_BC.BR.04.04BR137.AY727526,0.09-5	31_BC	-16106.059647150229
103,Ref.F1.FR.96.96FR_MP411.AJ249238,0.06-9	F1	-12161.102404226896
3563,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.01-9	42_BF	-4093.4081038977947
1203,Ref.11_cpx.CM.97.MP818.AJ291718,0.02-7	11_cpx	-6063.952488556108
3142,Ref.34_01B.TH.99.OUR2478P.EF165541,0.01-0	34_01B	-3592.475282345123
8551,Ref.21_A2D.KE.99.KER2003.AF457051,0.05-2	21_A2D	-11446.677227007342
14963,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.09-3	45_cpx	-15622.302177264164
7623,Ref.F1.FI.93.FIN9363.AF075703,0.07-2	F1	-13445.436950905101
3029,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.01-0	13_cpx	-4255.344717162909
6745,Ref.24_BG.CU.03.CB378.AY900574,0.07-4	24_BG	-13846.651159458685
4271,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-4	04_cpx	-7918.023337248145
6947,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.07-5	13_cpx	-13950.742776146082
15296,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.09-1	10_CD	-16076.131957427855
3920,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.02-4	10_CD	-6340.710991920443
9095,Ref.F2.CM.95.95CM_MP255.AJ249236,0.05-1	F2	-10993.573882251678
12061,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.03-0	04_cpx	-7999.677402365452
2160,Ref.46_BF.BR.01.01BR125.DQ358802,0.01-6	46_BF	-4121.14518274412
13961,Ref.18_cpx.CU.99.CU68.AY894993,0.09-9	18_cpx	-15481.351792256282
10720,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-4	38_BF1	-17198.500951106304
8983,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.05-0	39_BF	-11286.869860424413
14986,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.09-3	38_BF1	-16012.224584097508
8429,Ref.C.BR.92.BR025_d.U52953,0.07-9	C	-13576.774180027442
10443,Ref.C.ZA.04.04ZASK146.AY772699,0.1-5	C	-16205.571312835467
12956,Ref.23_BG.CU.03.CB347.AY900572,0.03-6	23_BG	-8489.983302362793
8011,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-8	45_cpx	-11281.5815004552
8425,Ref.G.BE.96.DRCBL.AF084936,0.07-9	G	-13398.282602870222
7870,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.07-3	10_CD	-13818.409608911588
9930,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-1	38_BF1	-16520.375708016174
9431,Ref.24_BG.CU.03.CB378.AY900574,0.05-7	24_BG	-11514.024386791201
507,Ref.25_cpx.SA.03.J11451.EU697908,0.04-9	25_cpx	-9642.678234890634
9340,Ref.A2.CD.97.97CDKTB48.AF286238,0.05-7	A2	-11754.47438408221
10377,Ref.20_BG.CU.99.Cu103.AY586545,0.1-2	20_BG	-17387.691674476944
1735,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.02-0	K	-6536.694355388435
11637,Ref.F1.FR.96.96FR_MP411.AJ249238,0.04-3	F1	-9386.046768324288
13493,Ref.05_DF.BE.x.VI1310.AF193253,0.06-1	05_DF	-12659.386695523128
4666,Ref.31_BC.BR.04.04BR137.AY727526,0.04-1	31_BC	-10010.30414703684
6697,Ref.D.CD.83.ELI.K03454,0.07-4	D	-13080.815867886351
8573,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-2	45_cpx	-11450.692087285232
14536,Ref.23_BG.CU.03.CB347.AY900572,0.09-5	23_BG	-16502.447374417272
8807,Ref.35_AD.AF.05.05AF026.EF158043,0.05-3	35_AD	-11280.519957922494
14253,Ref.25_cpx.SA.03.J11451.EU697908,0.09-7	25_cpx	-15640.210158700706
524,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.04-9	10_CD	-10106.548378466017
1845,Ref.20_BG.CU.99.Cu103.AY586545,0.02-3	20_BG	-5964.790068079012
10826,Ref.06_cpx.EE.01.EE0359.AY535659,0.1-7	06_cpx	-16437.132551118193
15710,Ref.19_cpx.CU.99.CU29.AY588971,0.06-7	19_cpx	-12863.613047467263
12975,Ref.21_A2D.KE.99.KER2003.AF457051,0.03-6	21_A2D	-8133.394462958842
14390,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.09-4	08_BC	-16010.853586664058
7624,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-2	33_01B	-14210.839307772516
11983,Ref.49_cpx.GM.03.N26677.HQ385479,0.03-9	49_cpx	-7750.96895013948
5006,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.08-9	38_BF1	-14655.302356485226
11842,Ref.05_DF.BE.93.VI961.AF076998,0.03-8	05_DF	-7922.521099062136
1131,Ref.D.UG.94.94UG114.U88824,0.02-7	D	-6019.4275690850145
11408,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-4	22_01A1	-9473.805118956494
7442,Ref.31_BC.BR.02.110PA.EF091932,0.07-1	31_BC	-14021.73393533632
10963,Ref.D.CD.83.ELI.K03454,0.1-6	D	-15779.309252456345
14206,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-6	46_BF	-15631.76704504382
9534,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-4	06_cpx	-10927.503114812003
1807,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-3	33_01B	-6107.720512097801
11640,Ref.46_BF.BR.01.01BR125.DQ358802,0.04-3	46_BF	-9958.87051230014
10818,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.1-7	17_BF	-16778.44458389731
10141,Ref.14_BG.ES.00.X605.AF450096,0.1-3	14_BG	-17052.484682096485
10332,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.1-2	09_cpx	-16774.472332440604
14603,Ref.A2.CY.94.94CY017_41.AF286237,0.09-5	A2	-15941.902824342427
3753,Ref.H.CF.90.056.AF005496,0.02-5	H	-6292.7220696420945
1504,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-1	06_cpx	-6086.134433613658
14392,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-4	11_cpx	-15902.428757259779
14282,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.09-7	09_cpx	-15835.510394040723
3461,Ref.C.ET.86.ETH2220.U46016,0.01-8	C	-3983.3552306966412
5531,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-2	29_BF	-14963.900874324387
15133,Ref.B.US.98.1058_11.AY331295,0.09-0	B	-15587.310900573711
5269,Ref.C.BR.92.BR025_d.U52953,0.06-3	C	-12234.342018763346
4150,Ref.B.TH.90.BK132.AY173951,0.03-3	B	-7748.260528403707
5464,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.08-3	40_BF	-15213.142399670523
5463,Ref.G.PT.x.PT2695.AY612637,0.08-3	G	-15150.51617617255
5741,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-1	04_cpx	-14973.009429188485
984,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-6	11_cpx	-9727.256097715059
5806,Ref.A1.UG.92.92UG037.AB253429,0.08-1	A1	-15020.00873683292
8353,Ref.05_DF.ES.99.X492.AY227107,0.07-8	05_DF	-13975.754246477549
11440,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.04-4	26_AU	-9656.255024863696
11410,Ref.07_BC.CN.05.XJDC6441.EF368370,0.04-4	07_BC	-9397.620061237147
3493,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-9	18_cpx	-4114.766790199419
4331,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.03-4	29_BF	-8120.961751489142
5694,Ref.12_BF.AR.99.ARMA159.AF385936,0.08-1	12_BF	-14663.579560934342
13560,Ref.18_cpx.CU.99.CU14.AY586541,0.06-1	18_cpx	-12717.237876552566
1944,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-2	09_cpx	-5265.807914582548
10336,Ref.J.CM.04.04CMU11421.GU237072,0.1-2	J	-14808.362699641972
13366,Ref.09_cpx.GH.96.96GH2911.AY093605,0.06-8	09_cpx	-12151.883923612488
15223,Ref.C.BR.92.BR025_d.U52953,0.09-1	C	-15569.567865816707
15445,Ref.H.CF.90.056.AF005496,0.03-7	H	-8058.547274406606
8089,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-9	10_CD	-11460.710879818904
8149,Ref.G.PT.x.PT2695.AY612637,0.05-9	G	-11329.686336484028
14608,Ref.47_BF.ES.08.X2457_2.FJ670529,0.09-5	47_BF	-16073.752035863992
13712,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.06-0	36_cpx	-12391.324239734511
11788,Ref.25_cpx.SA.03.J11233.EU697906,0.03-8	25_cpx	-7994.512356663671
4256,Ref.15_01B.TH.96.M169.DQ354120,0.03-3	15_01B	-7837.1950076596795
771,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-8	17_BF	-9802.151445633614
2208,Ref.44_BF.CL.00.CH80.FJ358521,0.01-6	44_BF	-4392.723662852749
1566,Ref.46_BF.BR.01.01BR087.DQ358801,0.02-1	46_BF	-6394.449586644014
9040,Ref.07_BC.CN.05.XJDC6441.EF368370,0.05-1	07_BC	-11131.195456037336
8698,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.05-3	29_BF	-11354.0878072582
13427,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.06-8	K	-12773.807321535885
7468,Ref.B.TH.90.BK132.AY173951,0.07-1	B	-13346.290729534794
1726,Ref.F1.BE.93.VI850.AF077336,0.02-0	F1	-6224.74052197858
6410,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-5	06_cpx	-14630.067728506025
7401,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-0	49_cpx	-13342.639899471546
11816,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.03-8	36_cpx	-8398.815924190227
8434,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.07-9	A1	-13340.168035329938
2865,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.01-3	38_BF1	-4254.901120621287
11295,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-8	03_AB	-17155.048134561206
2146,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.01-6	40_BF	-4120.8743411781
8528,Ref.44_BF.CL.00.CH80.FJ358521,0.07-9	44_BF	-14030.314964136487
5162,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-8	46_BF	-15497.58961563392
14036,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.09-9	14_BG	-16306.463493884341
6943,Ref.47_BF.ES.08.P1942.GQ372987,0.07-5	47_BF	-14199.815283682967
3752,Ref.A1.UG.92.92UG037.AB253429,0.02-5	A1	-5843.176234939912
4148,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-3	33_01B	-8049.487756030647
7084,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.07-6	14_BG	-13850.616243948736
8718,Ref.02_AG.LR.x.POC44951.AB485636,0.05-3	02_AG	-10871.584698655479
9612,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-4	14_BG	-11615.720607497717
6532,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.08-4	06_cpx	-15588.778376872835
13437,Ref.35_AD.AF.05.05AF095.EF158041,0.06-1	35_AD	-12478.204179532682
14336,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.09-7	28_BF	-15803.241031569249
11735,Ref.23_BG.CU.03.CB118.AY900571,0.03-8	23_BG	-8458.03946936711
404,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-8	46_BF	-6233.532551605948
8068,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.05-9	J	-11215.0372801301
10969,Ref.A2.CY.94.94CY017_41.AF286237,0.1-6	A2	-16773.917416177093
11557,Ref.14_BG.ES.00.X623.AF450097,0.04-3	14_BG	-9444.346161374511
2595,Ref.A2.CY.94.94CY017_41.AF286237,0.01-5	A2	-4244.4471502335855
3801,Ref.G.KE.93.HH8793_12_1.AF061641,0.02-4	G	-6068.1157232339265
12992,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-6	11_cpx	-8170.316514758484
4614,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-1	22_01A1	-9899.428131543596
1603,Ref.14_BG.ES.00.X623.AF450097,0.02-0	14_BG	-5955.167051993381
11053,Ref.31_BC.BR.04.04BR142.AY727527,0.1-6	31_BC	-17192.089424092934
9296,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-6	14_BG	-11356.394492477757
9222,Ref.24_BG.CU.03.CB471.AY900575,0.05-6	24_BG	-11191.221800079551
2608,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.01-5	37_cpx	-4317.6238744084685
5864,Ref.A2.CD.97.97CDKTB48.AF286238,0.08-0	A2	-14872.641885877929
6307,Ref.21_A2D.KE.99.KSM4001.AF457072,0.08-6	21_A2D	-14905.121235230781
14929,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-3	03_AB	-16127.625315519324
10654,Ref.19_cpx.CU.99.CU29.AY588971,0.1-4	19_cpx	-16946.78144405416
14964,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-3	22_01A1	-16444.12336818256
13462,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.06-1	22_01A1	-12427.033155449784
10102,Ref.15_01B.TH.96.M169.DQ354120,0.1-0	15_01B	-16912.5208121227
14788,Ref.09_cpx.GH.96.96GH2911.AY093605,0.09-2	09_cpx	-15488.268478819897
14999,Ref.A2.CM.01.01CM_1445MV.GU201516,0.09-3	A2	-15884.355974955433
3876,Ref.31_BC.BR.04.04BR137.AY727526,0.02-4	31_BC	-6373.361196240795
4575,Ref.31_BC.BR.04.04BR142.AY727527,0.04-2	31_BC	-9753.266347872497
3777,Ref.C.ET.86.ETH2220.U46016,0.02-5	C	-6039.695619905222
78,Ref.35_AD.AF.05.05AF094.EF158040,0.06-9	35_AD	-12830.53822154184
10121,Ref.G.KE.93.HH8793_12_1.AF061641,0.1-3	G	-16355.417976209832
1857,Ref.H.CF.90.056.AF005496,0.02-3	H	-6168.860990907426
5980,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.08-0	38_BF1	-14940.495065467274
7426,Ref.23_BG.CU.03.CB347.AY900572,0.07-1	23_BG	-14492.849658892088
11148,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.1-9	46_BF	-16999.059530024108
6962,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.07-6	J	-14282.781393980133
15044,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-0	07_BC	-15671.495536658987
6729,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-4	40_BF	-13930.313189801605
6391,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.08-5	39_BF	-14992.739686128874
6663,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.07-4	13_cpx	-14350.985810165746
5424,Ref.D.CM.01.01CM_4412HAL.AY371157,0.08-3	D	-13879.129009885533
10733,Ref.A2.CM.01.01CM_1445MV.GU201516,0.1-4	A2	-16692.954766478713
6754,Ref.A1.UG.92.92UG037.AB253429,0.07-4	A1	-13614.835547806002
3180,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-1	26_AU	-4099.925807835183
10496,Ref.19_cpx.CU.99.CU29.AY588971,0.1-5	19_cpx	-16614.090707142277
8992,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-0	46_BF	-11098.004413929231
6223,Ref.D.CD.83.ELI.K03454,0.08-6	D	-14523.470989146674
8424,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.07-9	10_CD	-13787.382234124481
10408,Ref.43_02G.SA.03.J11223.EU697904,0.1-2	43_02G	-16080.89913218031
8327,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.07-8	45_cpx	-13503.403396644613
4745,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.04-0	04_cpx	-9972.016778563955
15390,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.03-7	26_AU	-8164.632345007666
6967,Ref.C.ZA.04.04ZASK146.AY772699,0.07-6	C	-13503.711378813374
5222,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.06-3	29_BF	-12779.781028017895
5340,Ref.43_02G.SA.03.J11243.EU697907,0.06-3	43_02G	-12031.405667917534
3452,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.01-8	38_BF1	-4191.573187767082
5438,Ref.J.CM.04.04CMU11421.GU237072,0.08-3	J	-13702.11012539144
6491,Ref.01_AE.CN.05.05GX001.GU564221,0.08-4	01_AE	-14660.717638990853
6057,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-7	04_cpx	-14961.607771074026
4793,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.04-0	04_cpx	-9951.381519037604
14119,Ref.18_cpx.CU.99.CU68.AY894993,0.09-6	18_cpx	-15390.63728879257
13623,Ref.07_BC.CN.05.XJDC6431_2.EF368372,0.06-0	07_BC	-12642.547327249085
7831,Ref.F2.CM.95.95CM_MP255.AJ249236,0.07-3	F2	-13729.264153444268
9833,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.1-1	36_cpx	-16624.595731603826
11189,Ref.12_BF.AR.97.A32879.AF408629,0.1-9	12_BF	-16671.736766338454
11660,Ref.43_02G.SA.03.J11243.EU697907,0.04-3	43_02G	-9775.824717481057
10487,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.1-5	13_cpx	-16845.584517215186
7093,Ref.19_cpx.CU.99.CU7.AY894994,0.07-6	19_cpx	-13374.92121135753
7056,Ref.02_AG.NG.x.IBNG.L39106,0.07-6	02_AG	-13147.683287898772
5284,Ref.37_cpx.CM.97.CM53392.AF377957,0.06-3	37_cpx	-13341.967402153905
13353,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.06-8	40_BF	-12982.645714529237
11957,Ref.20_BG.CU.99.Cu103.AY586545,0.03-9	20_BG	-7727.3784395765015
1100,Ref.49_cpx.GM.97.N28353.HQ385478,0.04-6	49_cpx	-9180.425702396664
842,Ref.D.CM.01.01CM_4412HAL.AY371157,0.04-7	D	-9355.26763192404
6669,Ref.25_cpx.SA.03.J11451.EU697908,0.07-4	25_cpx	-13447.314060613711
8592,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.05-2	A1	-11206.74935810744
15047,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.09-0	36_cpx	-15624.5270986802
3638,Ref.09_cpx.SN.95.95SN1795.AY093603,0.02-5	09_cpx	-5589.898816189994
5686,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.08-2	28_BF	-14964.740359487894
1617,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.02-0	36_cpx	-6196.9818110333135
2578,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.01-5	10_CD	-4176.4691095877815
2870,Ref.16_A2D.KE.91.KNH1271.AY945736,0.01-3	16_A2D	-4441.415700611955
1998,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.02-2	28_BF	-6396.419041377689
3868,Ref.H.BE.93.VI991.AF190127,0.02-4	H	-6262.853647159411
3967,Ref.18_cpx.CM.97.CM53379.AF377959,0.04-5	18_cpx	-9714.532290239687
11196,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.1-9	15_01B	-16784.45981710343
5787,Ref.01_AE.TH.90.CM240.U54771,0.08-1	01_AE	-14278.51585303938
