reference	major subtype found	log_likelihood of the reference subtype
2208,Ref.44_BF.CL.00.CH80.FJ358521,0.01-6	44_BF	-3680.2313225948997
11816,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.03-8	36_cpx	-6620.831346956444
9095,Ref.F2.CM.95.95CM_MP255.AJ249236,0.05-1	F2	-8511.44822970212
14119,Ref.18_cpx.CU.99.CU68.AY894993,0.09-6	18_cpx	-11931.083197208884
11295,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-8	03_AB	-13365.100488956527
12992,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-6	11_cpx	-6348.5336688691705
7870,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.07-3	10_CD	-10683.98273423182
7392,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.07-0	36_cpx	-10886.676334048454
12590,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-2	38_BF1	-9778.815009969196
10654,Ref.19_cpx.CU.99.CU29.AY588971,0.1-4	19_cpx	-13152.976816582537
8698,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.05-3	29_BF	-8767.723909200731
3509,Ref.25_cpx.SA.03.J11451.EU697908,0.01-9	25_cpx	-3486.3610346348078
9352,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.05-7	33_01B	-8817.175569985822
13427,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.06-8	K	-9942.170329255196
6663,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.07-4	13_cpx	-11095.739179699098
8434,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.07-9	A1	-10201.537642715206
7401,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-0	49_cpx	-10306.569708942285
9612,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-4	14_BG	-8958.34364264825
5864,Ref.A2.CD.97.97CDKTB48.AF286238,0.08-0	A2	-11464.67927199292
4331,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.03-4	29_BF	-6328.785744611281
5269,Ref.C.BR.92.BR025_d.U52953,0.06-3	C	-9372.704243274293
11053,Ref.31_BC.BR.04.04BR142.AY727527,0.1-6	31_BC	-13320.106632548215
3801,Ref.G.KE.93.HH8793_12_1.AF061641,0.02-4	G	-4819.182011151861
250,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.02-9	40_BF	-4914.195448189519
404,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-8	46_BF	-4959.754056892622
14336,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.09-7	28_BF	-12219.656995463782
8068,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.05-9	J	-8740.008024528493
14036,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.09-9	14_BG	-12668.535168761475
3804,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.02-4	08_BC	-4450.902713663121
10377,Ref.20_BG.CU.99.Cu103.AY586545,0.1-2	20_BG	-13467.494401269614
6745,Ref.24_BG.CU.03.CB378.AY900574,0.07-4	24_BG	-10671.942616041957
6331,Ref.H.GB.00.00GBAC4001.FJ711703,0.08-5	H	-10878.60096719503
4666,Ref.31_BC.BR.04.04BR137.AY727526,0.04-1	31_BC	-7756.917417238533
6391,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.08-5	39_BF	-11601.500107616557
8425,Ref.G.BE.96.DRCBL.AF084936,0.07-9	G	-10287.940805366801
13493,Ref.05_DF.BE.x.VI1310.AF193253,0.06-1	05_DF	-9800.463371412228
2160,Ref.46_BF.BR.01.01BR125.DQ358802,0.01-6	46_BF	-3400.3507554881644
776,Ref.46_BF.BR.01.01BR087.DQ358801,0.04-8	46_BF	-7681.393324849476
9431,Ref.24_BG.CU.03.CB378.AY900574,0.05-7	24_BG	-8884.054300964403
3920,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.02-4	10_CD	-5035.238492588432
13961,Ref.18_cpx.CU.99.CU68.AY894993,0.09-9	18_cpx	-11988.304538502101
1808,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-3	37_cpx	-5385.63569091441
10102,Ref.15_01B.TH.96.M169.DQ354120,0.1-0	15_01B	-13075.40379594256
4150,Ref.B.TH.90.BK132.AY173951,0.03-3	B	-5977.320377608901
11842,Ref.05_DF.BE.93.VI961.AF076998,0.03-8	05_DF	-6212.1034333776515
14282,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.09-7	09_cpx	-12209.128814187405
14206,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-6	46_BF	-12109.797248036502
11640,Ref.46_BF.BR.01.01BR125.DQ358802,0.04-3	46_BF	-7732.910646904057
8231,Ref.C.ZA.04.04ZASK146.AY772699,0.07-8	C	-10315.495128889179
11408,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-4	22_01A1	-7439.513109117215
13403,Ref.G.NG.92.92NG083.U88826,0.06-8	G	-9451.54101491909
10426,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.1-2	28_BF	-13228.264524212058
4900,Ref.D.TZ.01.A280.AY253311,0.08-9	D	-10887.613220665055
8237,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.07-8	38_BF1	-10736.546510884813
12298,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.03-1	14_BG	-6329.9978064835595
9534,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-4	06_cpx	-8393.519761656391
3461,Ref.C.ET.86.ETH2220.U46016,0.01-8	C	-3274.3439291890077
5694,Ref.12_BF.AR.99.ARMA159.AF385936,0.08-1	12_BF	-11297.839186862335
3753,Ref.H.CF.90.056.AF005496,0.02-5	H	-4976.443023411258
1131,Ref.D.UG.94.94UG114.U88824,0.02-7	D	-4744.289058015214
10238,Ref.43_02G.SA.03.J11243.EU697907,0.1-3	43_02G	-12634.79507149585
2608,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.01-5	37_cpx	-3631.1707069619247
12956,Ref.23_BG.CU.03.CB347.AY900572,0.03-6	23_BG	-6675.771268643291
7624,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-2	33_01B	-10958.888718369037
3452,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.01-8	38_BF1	-3467.734754598369
3641,Ref.35_AD.AF.05.05AF095.EF158041,0.02-5	35_AD	-4853.611800085534
9222,Ref.24_BG.CU.03.CB471.AY900575,0.05-6	24_BG	-8653.49758408518
3876,Ref.31_BC.BR.04.04BR137.AY727526,0.02-4	31_BC	-5033.7504320796315
1735,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.02-0	K	-5265.908337282113
15710,Ref.19_cpx.CU.99.CU29.AY588971,0.06-7	19_cpx	-9961.172326837785
2673,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-5	21_A2D	-3456.3936376888387
15179,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-1	H	-11687.60056530287
3493,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-9	18_cpx	-3392.92092806177
13560,Ref.18_cpx.CU.99.CU14.AY586541,0.06-1	18_cpx	-9802.665733223617
14253,Ref.25_cpx.SA.03.J11451.EU697908,0.09-7	25_cpx	-12111.296691852678
14929,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-3	03_AB	-12520.10329906317
10969,Ref.A2.CY.94.94CY017_41.AF286237,0.1-6	A2	-12978.79792280799
8011,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-8	45_cpx	-8780.032504601964
8573,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-2	45_cpx	-8924.267966511003
8089,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-9	10_CD	-8853.483172388924
4146,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.03-3	25_cpx	-6208.182499090278
6967,Ref.C.ZA.04.04ZASK146.AY772699,0.07-6	C	-10338.325722149739
1566,Ref.46_BF.BR.01.01BR087.DQ358801,0.02-1	46_BF	-5049.959900509656
6307,Ref.21_A2D.KE.99.KSM4001.AF457072,0.08-6	21_A2D	-11535.037782542311
6491,Ref.01_AE.CN.05.05GX001.GU564221,0.08-4	01_AE	-11198.838268271407
507,Ref.25_cpx.SA.03.J11451.EU697908,0.04-9	25_cpx	-7522.344216300616
1858,Ref.F2.CM.97.CM53657.AF377956,0.02-3	F2	-4790.670970052767
8149,Ref.G.PT.x.PT2695.AY612637,0.05-9	G	-8717.334325072476
178,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-9	26_AU	-5032.3405289632665
5463,Ref.G.PT.x.PT2695.AY612637,0.08-3	G	-11620.61170623573
5006,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.08-9	38_BF1	-11352.898986421698
14964,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-3	22_01A1	-12818.596906639268
10121,Ref.G.KE.93.HH8793_12_1.AF061641,0.1-3	G	-12593.767191108196
6410,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-5	06_cpx	-11211.070502172279
12976,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.03-6	26_AU	-6412.6367694700575
5424,Ref.D.CM.01.01CM_4412HAL.AY371157,0.08-3	D	-10619.019177243828
5464,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.08-3	40_BF	-11740.98870273359
14378,Ref.23_BG.CU.03.CB347.AY900572,0.09-4	23_BG	-12933.8310886259
3180,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-1	26_AU	-3428.1127346544417
13366,Ref.09_cpx.GH.96.96GH2911.AY093605,0.06-8	09_cpx	-9346.81703566119
5806,Ref.A1.UG.92.92UG037.AB253429,0.08-1	A1	-11511.391988523173
8424,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.07-9	10_CD	-10660.595670589224
10141,Ref.14_BG.ES.00.X605.AF450096,0.1-3	14_BG	-13260.659325952502
12975,Ref.21_A2D.KE.99.KER2003.AF457051,0.03-6	21_A2D	-6366.483937817095
13462,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.06-1	22_01A1	-9671.542568062874
10332,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.1-2	09_cpx	-12941.645019451633
15445,Ref.H.CF.90.056.AF005496,0.03-7	H	-6288.139682409845
6729,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-4	40_BF	-10716.960280465233
7442,Ref.31_BC.BR.02.110PA.EF091932,0.07-1	31_BC	-10876.730520655075
11352,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-8	38_BF1	-13061.09443863566
2920,Ref.H.BE.93.VI991.AF190127,0.01-3	H	-3410.700194219199
3962,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.04-5	08_BC	-7445.689005069966
14999,Ref.A2.CM.01.01CM_1445MV.GU201516,0.09-3	A2	-12272.064174330028
5741,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-1	04_cpx	-11556.506615075186
7426,Ref.23_BG.CU.03.CB347.AY900572,0.07-1	23_BG	-11257.867694116669
14788,Ref.09_cpx.GH.96.96GH2911.AY093605,0.09-2	09_cpx	-11977.316118924511
14235,Ref.C.ZA.04.04ZASK146.AY772699,0.09-7	C	-11512.369798846528
1484,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.02-1	09_cpx	-4971.2139764181775
8992,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-0	46_BF	-8602.918603586117
5980,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.08-0	38_BF1	-11557.088266725335
6962,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.07-6	J	-11046.96929049319
1689,Ref.24_BG.CU.03.CB378.AY900574,0.02-0	24_BG	-4791.16327246866
9293,Ref.12_BF.AR.97.A32879.AF408629,0.05-6	12_BF	-8727.371628061048
3752,Ref.A1.UG.92.92UG037.AB253429,0.02-5	A1	-4599.964456387782
10963,Ref.D.CD.83.ELI.K03454,0.1-6	D	-12106.11968661192
984,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-6	11_cpx	-7536.25993669904
2743,Ref.18_cpx.CU.99.CU68.AY894993,0.01-2	18_cpx	-3363.947849710841
6057,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-7	04_cpx	-11526.43705237823
5531,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-2	29_BF	-11540.714530462732
2595,Ref.A2.CY.94.94CY017_41.AF286237,0.01-5	A2	-3532.3498676974555
11788,Ref.25_cpx.SA.03.J11233.EU697906,0.03-8	25_cpx	-6283.904680784175
8353,Ref.05_DF.ES.99.X492.AY227107,0.07-8	05_DF	-10821.34933680225
4256,Ref.15_01B.TH.96.M169.DQ354120,0.03-3	15_01B	-6088.558942060173
14886,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-3	07_BC	-12541.451247647496
9040,Ref.07_BC.CN.05.XJDC6441.EF368370,0.05-1	07_BC	-8577.107056743056
78,Ref.35_AD.AF.05.05AF094.EF158040,0.06-9	35_AD	-9881.184635234984
1951,Ref.C.BR.92.BR025_d.U52953,0.02-2	C	-4674.08652137322
11148,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.1-9	46_BF	-13204.04558603571
10336,Ref.J.CM.04.04CMU11421.GU237072,0.1-2	J	-11686.475375988903
4909,Ref.H.GB.00.00GBAC4001.FJ711703,0.08-9	H	-11134.650442310956
14222,Ref.D.TZ.01.A280.AY253311,0.09-7	D	-11633.240744383109
5340,Ref.43_02G.SA.03.J11243.EU697907,0.06-3	43_02G	-9435.052808081296
12334,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-2	J	-6416.840609853115
14217,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.09-6	K	-12701.983626200325
11957,Ref.20_BG.CU.99.Cu103.AY586545,0.03-9	20_BG	-5983.940265166097
5438,Ref.J.CM.04.04CMU11421.GU237072,0.08-3	J	-10755.296251685826
13295,Ref.14_BG.ES.00.X623.AF450097,0.06-8	14_BG	-9976.489615405993
5162,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-8	46_BF	-12000.675174135891
12559,Ref.03_AB.RU.97.KAL153_2.AF193276,0.06-2	03_AB	-10045.982689651351
1739,Ref.29_BF.BR.02.BREPM119.AY771590,0.02-3	29_BF	-4933.429351341912
1797,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.02-3	13_cpx	-4880.907873256383
14680,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-5	46_BF	-12438.36785604402
13516,Ref.A1.RW.92.92RW008.AB253421,0.06-1	A1	-9511.956364538128
7741,Ref.32_06A1.EE.01.EE0369.AY535660,0.07-2	32_06A1	-11301.835022619573
3777,Ref.C.ET.86.ETH2220.U46016,0.02-5	C	-4792.25806335188
2974,Ref.18_cpx.CU.99.CU14.AY586541,0.01-3	18_cpx	-3239.8800125734815
15390,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.03-7	26_AU	-6390.060876495623
1807,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-3	33_01B	-4846.240841718883
14505,Ref.F1.BR.93.93BR020_1.AF005494,0.09-4	F1	-11602.348361901719
15465,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.03-7	17_BF	-6187.181992381919
3269,Ref.24_BG.CU.03.CB378.AY900574,0.01-1	24_BG	-3184.309294296537
4334,Ref.19_cpx.CU.99.CU29.AY588971,0.03-4	19_cpx	-6442.904334601899
