reference	major subtype found	log_likelihood of the reference subtype
14963,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.09-3	45_cpx	-9075.223806967146
15505,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.06-4	38_BF1	-7307.26490017123
4666,Ref.31_BC.BR.04.04BR137.AY727526,0.04-1	31_BC	-5876.740606818039
2160,Ref.46_BF.BR.01.01BR125.DQ358802,0.01-6	46_BF	-2823.131325943831
15296,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.09-1	10_CD	-9317.69468497415
5459,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.08-3	42_BF	-8680.299797834214
10371,Ref.B.NL.00.671_00T36.AY423387,0.1-2	B	-9267.885859916769
13409,Ref.05_DF.ES.99.X492.AY227107,0.06-8	05_DF	-7379.397071784862
6745,Ref.24_BG.CU.03.CB378.AY900574,0.07-4	24_BG	-7976.645706929682
4150,Ref.B.TH.90.BK132.AY173951,0.03-3	B	-4504.870074559466
5388,Ref.31_BC.BR.02.110PA.EF091932,0.08-3	31_BC	-8678.905851567508
11637,Ref.F1.FR.96.96FR_MP411.AJ249238,0.04-3	F1	-5428.464220119724
11842,Ref.05_DF.BE.93.VI961.AF076998,0.03-8	05_DF	-4794.633902061039
1131,Ref.D.UG.94.94UG114.U88824,0.02-7	D	-3702.1492035275737
8983,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.05-0	39_BF	-6642.179200523534
9431,Ref.24_BG.CU.03.CB378.AY900574,0.05-7	24_BG	-6660.015468914706
14986,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.09-3	38_BF1	-9273.743478442539
10720,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-4	38_BF1	-9958.588206735581
3753,Ref.H.CF.90.056.AF005496,0.02-5	H	-3900.6314731337416
9096,Ref.06_cpx.AU.96.BFP90.AF064699,0.05-1	06_cpx	-6261.009639265775
9930,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-1	38_BF1	-9543.749310048623
6503,Ref.D.UG.94.94UG114.U88824,0.08-4	D	-7972.391343145068
4050,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.04-5	04_cpx	-5723.693361057433
8425,Ref.G.BE.96.DRCBL.AF084936,0.07-9	G	-7661.96255530921
9340,Ref.A2.CD.97.97CDKTB48.AF286238,0.05-7	A2	-6878.932778032019
9556,Ref.H.BE.93.VI991.AF190127,0.05-4	H	-6394.500205553264
9534,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-4	06_cpx	-6295.573446272844
12975,Ref.21_A2D.KE.99.KER2003.AF457051,0.03-6	21_A2D	-4897.517230916792
8573,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-2	45_cpx	-6795.3776707272755
1735,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.02-0	K	-4216.192823637072
1504,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-1	06_cpx	-3744.3704778776905
8011,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-8	45_cpx	-6658.777363864128
10391,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.1-2	B	-9116.562400731409
13961,Ref.18_cpx.CU.99.CU68.AY894993,0.09-9	18_cpx	-8983.628220725157
12061,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.03-0	04_cpx	-4830.328610304842
14536,Ref.23_BG.CU.03.CB347.AY900572,0.09-5	23_BG	-9649.958724026861
442,Ref.43_02G.SA.03.J11243.EU697907,0.02-8	43_02G	-3811.1271382346904
10842,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-7	K	-10242.908083107299
12956,Ref.23_BG.CU.03.CB347.AY900572,0.03-6	23_BG	-5160.522648697906
8429,Ref.C.BR.92.BR025_d.U52953,0.07-9	C	-7694.91325055124
6697,Ref.D.CD.83.ELI.K03454,0.07-4	D	-7437.105343942596
10443,Ref.C.ZA.04.04ZASK146.AY772699,0.1-5	C	-9173.486212224037
11983,Ref.49_cpx.GM.03.N26677.HQ385479,0.03-9	49_cpx	-4713.143846047135
3493,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-9	18_cpx	-2810.044166572361
10377,Ref.20_BG.CU.99.Cu103.AY586545,0.1-2	20_BG	-10073.849270231283
6947,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.07-5	13_cpx	-8077.081717245505
13493,Ref.05_DF.BE.x.VI1310.AF193253,0.06-1	05_DF	-7374.361031549644
8807,Ref.35_AD.AF.05.05AF026.EF158043,0.05-3	35_AD	-6612.546744984534
14432,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.09-4	06_cpx	-9110.381744592323
5694,Ref.12_BF.AR.99.ARMA159.AF385936,0.08-1	12_BF	-8406.744009037013
11640,Ref.46_BF.BR.01.01BR125.DQ358802,0.04-3	46_BF	-5873.813262470187
5006,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.08-9	38_BF1	-8538.557464982732
7811,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.07-3	33_01B	-8154.771994630938
14282,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.09-7	09_cpx	-9088.865417647461
5269,Ref.C.BR.92.BR025_d.U52953,0.06-3	C	-6955.886431022945
10826,Ref.06_cpx.EE.01.EE0359.AY535659,0.1-7	06_cpx	-9384.531766851673
14620,Ref.31_BC.BR.04.04BR137.AY727526,0.09-5	31_BC	-9315.437101770249
4331,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.03-4	29_BF	-4844.258494748416
15710,Ref.19_cpx.CU.99.CU29.AY588971,0.06-7	19_cpx	-7512.389488735443
7624,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-2	33_01B	-8185.05719078463
11408,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-4	22_01A1	-5751.494674570034
507,Ref.25_cpx.SA.03.J11451.EU697908,0.04-9	25_cpx	-5761.385698072917
7870,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.07-3	10_CD	-8009.56896394058
11410,Ref.07_BC.CN.05.XJDC6441.EF368370,0.04-4	07_BC	-5470.748045247698
8089,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-9	10_CD	-6655.213058624712
8551,Ref.21_A2D.KE.99.KER2003.AF457051,0.05-2	21_A2D	-6685.88693401717
14392,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-4	11_cpx	-9145.684150238127
15133,Ref.B.US.98.1058_11.AY331295,0.09-0	B	-8847.035176098929
3047,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-0	F2	-2628.745247428834
1807,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-3	33_01B	-3817.019410880649
5741,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-1	04_cpx	-8629.979897944582
10818,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.1-7	17_BF	-9784.828714481358
771,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-8	17_BF	-5808.776781466959
10963,Ref.D.CD.83.ELI.K03454,0.1-6	D	-8950.54080835685
1203,Ref.11_cpx.CM.97.MP818.AJ291718,0.02-7	11_cpx	-3746.625068119044
4256,Ref.15_01B.TH.96.M169.DQ354120,0.03-3	15_01B	-4628.622102433077
15223,Ref.C.BR.92.BR025_d.U52953,0.09-1	C	-8795.370972666127
5531,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-2	29_BF	-8618.713403234175
8353,Ref.05_DF.ES.99.X492.AY227107,0.07-8	05_DF	-8126.9847669605215
7442,Ref.31_BC.BR.02.110PA.EF091932,0.07-1	31_BC	-8172.946065481953
13427,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.06-8	K	-7539.949059615437
13560,Ref.18_cpx.CU.99.CU14.AY586541,0.06-1	18_cpx	-7345.848718934802
1944,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-2	09_cpx	-3113.422478440348
14206,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-6	46_BF	-9056.515918055047
10141,Ref.14_BG.ES.00.X605.AF450096,0.1-3	14_BG	-9967.80521185238
1845,Ref.20_BG.CU.99.Cu103.AY586545,0.02-3	20_BG	-3635.520222939454
10332,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.1-2	09_cpx	-9662.800368808375
7623,Ref.F1.FI.93.FIN9363.AF075703,0.07-2	F1	-7602.877328922519
3703,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-5	33_01B	-3795.398022877494
14603,Ref.A2.CY.94.94CY017_41.AF286237,0.09-5	A2	-9244.179231931485
3509,Ref.25_cpx.SA.03.J11451.EU697908,0.01-9	25_cpx	-2884.624626220104
13712,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.06-0	36_cpx	-7338.79152137409
13366,Ref.09_cpx.GH.96.96GH2911.AY093605,0.06-8	09_cpx	-6993.17124751482
13884,Ref.43_02G.SA.03.J11223.EU697904,0.09-8	43_02G	-8828.607258434924
2208,Ref.44_BF.CL.00.CH80.FJ358521,0.01-6	44_BF	-3091.8225418469233
1689,Ref.24_BG.CU.03.CB378.AY900574,0.02-0	24_BG	-3736.831183656316
8149,Ref.G.PT.x.PT2695.AY612637,0.05-9	G	-6527.962996552327
2146,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.01-6	40_BF	-2793.291821653481
984,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-6	11_cpx	-5723.388150132426
5806,Ref.A1.UG.92.92UG037.AB253429,0.08-1	A1	-8514.77972027307
4271,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-4	04_cpx	-4677.059135311292
5463,Ref.G.PT.x.PT2695.AY612637,0.08-3	G	-8621.776242305326
3131,Ref.12_BF.AR.97.A32879.AF408629,0.01-0	12_BF	-2455.992895778002
11440,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.04-4	26_AU	-5742.962696812722
8434,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.07-9	A1	-7561.568164732534
11735,Ref.23_BG.CU.03.CB118.AY900571,0.03-8	23_BG	-5160.969738162061
7468,Ref.B.TH.90.BK132.AY173951,0.07-1	B	-7524.589188324399
6410,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-5	06_cpx	-8300.37766940003
11788,Ref.25_cpx.SA.03.J11233.EU697906,0.03-8	25_cpx	-4859.5581968378265
3920,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.02-4	10_CD	-3959.5389156817178
14608,Ref.47_BF.ES.08.X2457_2.FJ670529,0.09-5	47_BF	-9365.489993000996
3777,Ref.C.ET.86.ETH2220.U46016,0.02-5	C	-3769.6946208505756
4148,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-3	33_01B	-4835.630862521837
14253,Ref.25_cpx.SA.03.J11451.EU697908,0.09-7	25_cpx	-9074.76334745113
11816,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.03-8	36_cpx	-5148.551289974173
2743,Ref.18_cpx.CU.99.CU68.AY894993,0.01-2	18_cpx	-2740.7494834457666
5464,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.08-3	40_BF	-8751.022814936088
12590,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-2	38_BF1	-7360.840304024181
3752,Ref.A1.UG.92.92UG037.AB253429,0.02-5	A1	-3591.332057581736
2595,Ref.A2.CY.94.94CY017_41.AF286237,0.01-5	A2	-2945.1651999076776
8698,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.05-3	29_BF	-6609.263466057024
5162,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-8	46_BF	-8972.774135861033
9612,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-4	14_BG	-6719.017662836809
14390,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.09-4	08_BC	-9203.857350311364
10426,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.1-2	28_BF	-9899.895584047123
15465,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.03-7	17_BF	-4750.808371419872
9040,Ref.07_BC.CN.05.XJDC6441.EF368370,0.05-1	07_BC	-6417.200444604401
3801,Ref.G.KE.93.HH8793_12_1.AF061641,0.02-4	G	-3780.541290517411
1617,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.02-0	36_cpx	-3971.7690159796934
6943,Ref.47_BF.ES.08.P1942.GQ372987,0.07-5	47_BF	-8270.84436665555
14469,Ref.G.PT.x.PT2695.AY612637,0.09-4	G	-8806.675224301312
9933,Ref.05_DF.ES.99.X492.AY227107,0.1-1	05_DF	-9389.672221261202
8068,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.05-9	J	-6665.504390437347
8528,Ref.44_BF.CL.00.CH80.FJ358521,0.07-9	44_BF	-8338.303773044507
15445,Ref.H.CF.90.056.AF005496,0.03-7	H	-4824.169501879112
13385,Ref.01_AE.AF.07.569M.GQ477441,0.06-8	01_AE	-6932.421041567085
12559,Ref.03_AB.RU.97.KAL153_2.AF193276,0.06-2	03_AB	-7519.353270558827
1603,Ref.14_BG.ES.00.X623.AF450097,0.02-0	14_BG	-3726.9544170771214
11557,Ref.14_BG.ES.00.X623.AF450097,0.04-3	14_BG	-5584.318160501165
14036,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.09-9	14_BG	-9504.100416078281
9296,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-6	14_BG	-6664.392599802649
3876,Ref.31_BC.BR.04.04BR137.AY727526,0.02-4	31_BC	-3946.4636744931313
6663,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.07-4	13_cpx	-8325.993399461922
3461,Ref.C.ET.86.ETH2220.U46016,0.01-8	C	-2698.560097196959
524,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.04-9	10_CD	-5912.839010884072
1484,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.02-1	09_cpx	-3911.8253157923623
785,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.04-8	13_cpx	-5793.270554539622
1566,Ref.46_BF.BR.01.01BR087.DQ358801,0.02-1	46_BF	-3946.3715051569325
404,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-8	46_BF	-3904.6480737978272
7392,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.07-0	36_cpx	-8200.951892633453
2064,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.01-6	J	-3054.549753032284
7084,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.07-6	14_BG	-8019.199518159138
9222,Ref.24_BG.CU.03.CB471.AY900575,0.05-6	24_BG	-6515.565027768136
3804,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.02-4	08_BC	-3417.9458880946286
2865,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.01-3	38_BF1	-2891.175900191201
3180,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-1	26_AU	-2869.0733530514644
4900,Ref.D.TZ.01.A280.AY253311,0.08-9	D	-8048.728288531614
6532,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.08-4	06_cpx	-8896.520063306654
2608,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.01-5	37_cpx	-3069.5828138803586
9352,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.05-7	33_01B	-6654.193726534133
8718,Ref.02_AG.LR.x.POC44951.AB485636,0.05-3	02_AG	-6197.525759565631
3142,Ref.34_01B.TH.99.OUR2478P.EF165541,0.01-0	34_01B	-2322.7015790110395
8231,Ref.C.ZA.04.04ZASK146.AY772699,0.07-8	C	-7643.667736930752
4146,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.03-3	25_cpx	-4801.747993969911
12992,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-6	11_cpx	-4872.936245696845
10102,Ref.15_01B.TH.96.M169.DQ354120,0.1-0	15_01B	-9731.142211580765
3715,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.02-5	40_BF	-3915.165305180176
14119,Ref.18_cpx.CU.99.CU68.AY894993,0.09-6	18_cpx	-8958.33875966005
4575,Ref.31_BC.BR.04.04BR142.AY727527,0.04-2	31_BC	-5749.929279813919
178,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-9	26_AU	-3983.032187943079
4614,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-1	22_01A1	-6021.62268794393
5864,Ref.A2.CD.97.97CDKTB48.AF286238,0.08-0	A2	-8556.275921028782
8237,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.07-8	38_BF1	-8086.512163892237
1808,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-3	37_cpx	-4319.030724996439
11509,Ref.49_cpx.GM.03.N26677.HQ385479,0.04-4	49_cpx	-5626.032101705981
776,Ref.46_BF.BR.01.01BR087.DQ358801,0.04-8	46_BF	-5834.2107361371
3452,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.01-8	38_BF1	-2879.097452851424
2673,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-5	21_A2D	-2856.376869587684
15660,Ref.A2.CD.97.97CDKTB48.AF286238,0.06-7	A2	-7530.9086514928495
13403,Ref.G.NG.92.92NG083.U88826,0.06-8	G	-7028.703161439569
10654,Ref.19_cpx.CU.99.CU29.AY588971,0.1-4	19_cpx	-9848.992136560608
12976,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.03-6	26_AU	-4976.112376370969
3967,Ref.18_cpx.CM.97.CM53379.AF377959,0.04-5	18_cpx	-5724.125678587746
250,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.02-9	40_BF	-3868.0442366397237
11053,Ref.31_BC.BR.04.04BR142.AY727527,0.1-6	31_BC	-9971.201133270892
14336,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.09-7	28_BF	-9142.122227011438
1726,Ref.F1.BE.93.VI850.AF077336,0.02-0	F1	-3756.8884631112765
8992,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-0	46_BF	-6499.23957259269
14964,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-3	22_01A1	-9674.667595328247
2920,Ref.H.BE.93.VI991.AF190127,0.01-3	H	-2801.515539708799
14929,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-3	03_AB	-9395.867138342792
14999,Ref.A2.CM.01.01CM_1445MV.GU201516,0.09-3	A2	-9160.045327102856
10238,Ref.43_02G.SA.03.J11243.EU697907,0.1-3	43_02G	-9593.414596151686
14378,Ref.23_BG.CU.03.CB347.AY900572,0.09-4	23_BG	-9750.20395888589
12298,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.03-1	14_BG	-4832.047874064815
3962,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.04-5	08_BC	-5554.159317860061
9021,Ref.C.ZA.04.04ZASK146.AY772699,0.05-1	C	-5985.324110559207
10969,Ref.A2.CY.94.94CY017_41.AF286237,0.1-6	A2	-9688.87060354188
6331,Ref.H.GB.00.00GBAC4001.FJ711703,0.08-5	H	-8033.033940750028
6967,Ref.C.ZA.04.04ZASK146.AY772699,0.07-6	C	-7652.2728282865655
1857,Ref.H.CF.90.056.AF005496,0.02-3	H	-3797.332057098369
9095,Ref.F2.CM.95.95CM_MP255.AJ249236,0.05-1	F2	-6419.765845482224
10336,Ref.J.CM.04.04CMU11421.GU237072,0.1-2	J	-8902.532513698232
5424,Ref.D.CM.01.01CM_4412HAL.AY371157,0.08-3	D	-7852.378510746562
13295,Ref.14_BG.ES.00.X623.AF450097,0.06-8	14_BG	-7515.053419595143
3641,Ref.35_AD.AF.05.05AF095.EF158041,0.02-5	35_AD	-3790.6400350359804
14235,Ref.C.ZA.04.04ZASK146.AY772699,0.09-7	C	-8504.569899825268
6307,Ref.21_A2D.KE.99.KSM4001.AF457072,0.08-6	21_A2D	-8629.549774092611
3638,Ref.09_cpx.SN.95.95SN1795.AY093603,0.02-5	09_cpx	-3272.426595513354
13462,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.06-1	22_01A1	-7358.917622340127
78,Ref.35_AD.AF.05.05AF094.EF158040,0.06-9	35_AD	-7410.901506387388
9293,Ref.12_BF.AR.97.A32879.AF408629,0.05-6	12_BF	-6463.0961059547135
6754,Ref.A1.UG.92.92UG037.AB253429,0.07-4	A1	-7720.515453377673
7401,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-0	49_cpx	-7760.0993156753275
1797,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.02-3	13_cpx	-3884.4955353054397
12334,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-2	J	-5000.677080177406
11352,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-8	38_BF1	-9774.82171943478
14886,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-3	07_BC	-9349.110556141966
1858,Ref.F2.CM.97.CM53657.AF377956,0.02-3	F2	-3742.828755330629
15044,Ref.07_BC.CN.05.XJDC6441.EF368370,0.09-0	07_BC	-9037.671459471152
11218,Ref.23_BG.CU.03.CB347.AY900572,0.1-8	23_BG	-10128.281112044444
