reference	major subtype found	log_likelihood of the reference subtype
8573,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-2	45_cpx	-4910.38563685443
14986,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.09-3	38_BF1	-6241.239181314796
9534,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-4	06_cpx	-4697.207517114384
11983,Ref.49_cpx.GM.03.N26677.HQ385479,0.03-9	49_cpx	-3688.5846369224214
8429,Ref.C.BR.92.BR025_d.U52953,0.07-9	C	-5447.261312113467
8425,Ref.G.BE.96.DRCBL.AF084936,0.07-9	G	-5447.485357671382
1504,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-1	06_cpx	-3323.615449298339
9930,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.1-1	38_BF1	-6374.419142146722
13961,Ref.18_cpx.CU.99.CU68.AY894993,0.09-9	18_cpx	-6109.558349807664
12975,Ref.21_A2D.KE.99.KER2003.AF457051,0.03-6	21_A2D	-3834.6116534186644
1735,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.02-0	K	-3572.567097895875
3753,Ref.H.CF.90.056.AF005496,0.02-5	H	-3417.4292908906896
12956,Ref.23_BG.CU.03.CB347.AY900572,0.03-6	23_BG	-3976.6115711730777
13493,Ref.05_DF.BE.x.VI1310.AF193253,0.06-1	05_DF	-5191.278861065755
4150,Ref.B.TH.90.BK132.AY173951,0.03-3	B	-3649.2592729551707
14536,Ref.23_BG.CU.03.CB347.AY900572,0.09-5	23_BG	-6429.30356167596
4331,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.03-4	29_BF	-3838.7079399740824
8807,Ref.35_AD.AF.05.05AF026.EF158043,0.05-3	35_AD	-4738.372196592343
10377,Ref.20_BG.CU.99.Cu103.AY586545,0.1-2	20_BG	-6677.241325103878
771,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-8	17_BF	-4340.460780157537
10842,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-7	K	-6772.19153189634
15710,Ref.19_cpx.CU.99.CU29.AY588971,0.06-7	19_cpx	-5270.5815594658
14282,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.09-7	09_cpx	-6393.965123111155
3493,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-9	18_cpx	-2799.9096123556956
6697,Ref.D.CD.83.ELI.K03454,0.07-4	D	-5276.584556595136
11640,Ref.46_BF.BR.01.01BR125.DQ358802,0.04-3	46_BF	-4318.03180639334
14390,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.09-4	08_BC	-6206.181426670221
11410,Ref.07_BC.CN.05.XJDC6441.EF368370,0.04-4	07_BC	-4032.6963271385134
14253,Ref.25_cpx.SA.03.J11451.EU697908,0.09-7	25_cpx	-6173.578020309529
8011,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-8	45_cpx	-4834.759970248273
10826,Ref.06_cpx.EE.01.EE0359.AY535659,0.1-7	06_cpx	-6408.703228279153
2146,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.01-6	40_BF	-2726.6914110478947
5463,Ref.G.PT.x.PT2695.AY612637,0.08-3	G	-5933.259041378917
5694,Ref.12_BF.AR.99.ARMA159.AF385936,0.08-1	12_BF	-5759.893696092306
10818,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.1-7	17_BF	-6544.682197138075
8089,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-9	10_CD	-4772.265416346184
1566,Ref.46_BF.BR.01.01BR087.DQ358801,0.02-1	46_BF	-3282.8312448589336
15445,Ref.H.CF.90.056.AF005496,0.03-7	H	-3886.2311150519263
5464,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.08-3	40_BF	-5901.1085950705965
10963,Ref.D.CD.83.ELI.K03454,0.1-6	D	-6120.4411735669655
5531,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-2	29_BF	-5985.0431379974425
13560,Ref.18_cpx.CU.99.CU14.AY586541,0.06-1	18_cpx	-5160.631706811215
2208,Ref.44_BF.CL.00.CH80.FJ358521,0.01-6	44_BF	-2896.651001272925
3752,Ref.A1.UG.92.92UG037.AB253429,0.02-5	A1	-3230.6579158519285
3311,Ref.31_BC.BR.04.04BR142.AY727527,0.01-1	31_BC	-2617.300968645033
7442,Ref.31_BC.BR.02.110PA.EF091932,0.07-1	31_BC	-5651.359703863875
14603,Ref.A2.CY.94.94CY017_41.AF286237,0.09-5	A2	-6267.881401656814
8353,Ref.05_DF.ES.99.X492.AY227107,0.07-8	05_DF	-5604.3498367573275
1726,Ref.F1.BE.93.VI850.AF077336,0.02-0	F1	-3203.815082730785
15223,Ref.C.BR.92.BR025_d.U52953,0.09-1	C	-6068.087365427649
8149,Ref.G.PT.x.PT2695.AY612637,0.05-9	G	-4793.664331627489
10141,Ref.14_BG.ES.00.X605.AF450096,0.1-3	14_BG	-6648.729168660696
4256,Ref.15_01B.TH.96.M169.DQ354120,0.03-3	15_01B	-3636.5442599492885
2595,Ref.A2.CY.94.94CY017_41.AF286237,0.01-5	A2	-2876.5799347991947
3131,Ref.12_BF.AR.97.A32879.AF408629,0.01-0	12_BF	-2494.013989970626
10332,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.1-2	09_cpx	-6664.497506916881
5741,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.08-1	04_cpx	-5943.298247782444
13427,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.06-8	K	-5305.281103801177
3509,Ref.25_cpx.SA.03.J11451.EU697908,0.01-9	25_cpx	-2813.5189517586737
2743,Ref.18_cpx.CU.99.CU68.AY894993,0.01-2	18_cpx	-2697.647743111129
13712,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.06-0	36_cpx	-5170.918424030364
5806,Ref.A1.UG.92.92UG037.AB253429,0.08-1	A1	-5886.674290431166
11788,Ref.25_cpx.SA.03.J11233.EU697906,0.03-8	25_cpx	-3902.019889512081
9040,Ref.07_BC.CN.05.XJDC6441.EF368370,0.05-1	07_BC	-4602.888325893544
11816,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.03-8	36_cpx	-3952.3353150459056
1617,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.02-0	36_cpx	-3288.5717810750325
14608,Ref.47_BF.ES.08.X2457_2.FJ670529,0.09-5	47_BF	-6264.440200719337
1221,Ref.J.SE.93.SE9280_7887.AF082394,0.02-7	J	-3431.245015427118
6410,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-5	06_cpx	-5768.820666293395
1807,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-3	33_01B	-3274.9664663033186
13385,Ref.01_AE.AF.07.569M.GQ477441,0.06-8	01_AE	-4996.2080165693305
1689,Ref.24_BG.CU.03.CB378.AY900574,0.02-0	24_BG	-3140.008051353455
3777,Ref.C.ET.86.ETH2220.U46016,0.02-5	C	-3361.4236311962472
10336,Ref.J.CM.04.04CMU11421.GU237072,0.1-2	J	-6242.525743887768
11440,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.04-4	26_AU	-4381.038842462684
3804,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.02-4	08_BC	-2846.056991758929
5006,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.08-9	38_BF1	-5843.112985999607
3801,Ref.G.KE.93.HH8793_12_1.AF061641,0.02-4	G	-3340.33610703453
14206,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-6	46_BF	-6111.441240146706
14119,Ref.18_cpx.CU.99.CU68.AY894993,0.09-6	18_cpx	-6134.9689196294
404,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-8	46_BF	-3258.262272143208
9612,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-4	14_BG	-4747.5398408333185
4148,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-3	33_01B	-3787.26506347558
10102,Ref.15_01B.TH.96.M169.DQ354120,0.1-0	15_01B	-6517.208384265154
7401,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-0	49_cpx	-5370.402201195963
1484,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.02-1	09_cpx	-3486.143705711964
8434,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.07-9	A1	-5369.850032353372
11408,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-4	22_01A1	-4306.360470755114
11735,Ref.23_BG.CU.03.CB118.AY900571,0.03-8	23_BG	-3969.8290757531377
5269,Ref.C.BR.92.BR025_d.U52953,0.06-3	C	-5055.901114435929
12559,Ref.03_AB.RU.97.KAL153_2.AF193276,0.06-2	03_AB	-5167.927517188772
2608,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.01-5	37_cpx	-2958.0707318130458
11295,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-8	03_AB	-6716.563226982531
507,Ref.25_cpx.SA.03.J11451.EU697908,0.04-9	25_cpx	-4361.3751402438675
9296,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-6	14_BG	-4735.939729243187
15133,Ref.B.US.98.1058_11.AY331295,0.09-0	B	-6130.47673633538
6943,Ref.47_BF.ES.08.P1942.GQ372987,0.07-5	47_BF	-5670.607749002894
7084,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.07-6	14_BG	-5478.243173668956
8718,Ref.02_AG.LR.x.POC44951.AB485636,0.05-3	02_AG	-4615.5758350408105
14036,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.09-9	14_BG	-6404.033084610194
1603,Ref.14_BG.ES.00.X623.AF450097,0.02-0	14_BG	-3155.4479978607997
8528,Ref.44_BF.CL.00.CH80.FJ358521,0.07-9	44_BF	-5726.140388333998
8068,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.05-9	J	-4901.312398769302
4614,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.04-1	22_01A1	-4449.41049761488
7624,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-2	33_01B	-5577.699769057381
11557,Ref.14_BG.ES.00.X623.AF450097,0.04-3	14_BG	-4173.8587993491155
1944,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-2	09_cpx	-2724.7103842289357
4900,Ref.D.TZ.01.A280.AY253311,0.08-9	D	-5622.408315120374
14336,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.09-7	28_BF	-6145.651022876366
4575,Ref.31_BC.BR.04.04BR142.AY727527,0.04-2	31_BC	-4268.965600126853
9352,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.05-7	33_01B	-4812.848364232018
776,Ref.46_BF.BR.01.01BR087.DQ358801,0.04-8	46_BF	-4285.566933117659
8237,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.07-8	38_BF1	-5589.442314518128
9095,Ref.F2.CM.95.95CM_MP255.AJ249236,0.05-1	F2	-4716.609593386055
10654,Ref.19_cpx.CU.99.CU29.AY588971,0.1-4	19_cpx	-6631.531012455591
10238,Ref.43_02G.SA.03.J11243.EU697907,0.1-3	43_02G	-6535.481123249623
10426,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.1-2	28_BF	-6623.558096234359
15660,Ref.A2.CD.97.97CDKTB48.AF286238,0.06-7	A2	-5276.662915170222
8231,Ref.C.ZA.04.04ZASK146.AY772699,0.07-8	C	-5439.769017927153
11509,Ref.49_cpx.GM.03.N26677.HQ385479,0.04-4	49_cpx	-4177.522026515623
4146,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.03-3	25_cpx	-3883.7361764390694
12992,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-6	11_cpx	-3863.623227748721
14392,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-4	11_cpx	-6222.218957017511
3876,Ref.31_BC.BR.04.04BR137.AY727526,0.02-4	31_BC	-3303.73433346615
5864,Ref.A2.CD.97.97CDKTB48.AF286238,0.08-0	A2	-5833.8849589146885
1808,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-3	37_cpx	-3670.2068494637356
6663,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.07-4	13_cpx	-5735.768834467508
1857,Ref.H.CF.90.056.AF005496,0.02-3	H	-3333.8475931457415
14378,Ref.23_BG.CU.03.CB347.AY900572,0.09-4	23_BG	-6500.878933638302
6331,Ref.H.GB.00.00GBAC4001.FJ711703,0.08-5	H	-5528.14149771443
1858,Ref.F2.CM.97.CM53657.AF377956,0.02-3	F2	-3207.2548216751147
3452,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.01-8	38_BF1	-2782.1541004569845
178,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-9	26_AU	-3424.5856014130636
2673,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-5	21_A2D	-2734.595682640947
785,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.04-8	13_cpx	-4330.23324708854
13366,Ref.09_cpx.GH.96.96GH2911.AY093605,0.06-8	09_cpx	-5015.515651200549
9222,Ref.24_BG.CU.03.CB471.AY900575,0.05-6	24_BG	-4656.767059600046
13403,Ref.G.NG.92.92NG083.U88826,0.06-8	G	-5032.989728757876
3641,Ref.35_AD.AF.05.05AF095.EF158041,0.02-5	35_AD	-3147.443090004658
3715,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.02-5	40_BF	-3295.193698312548
6967,Ref.C.ZA.04.04ZASK146.AY772699,0.07-6	C	-5449.698475461388
6307,Ref.21_A2D.KE.99.KSM4001.AF457072,0.08-6	21_A2D	-5904.288555270025
12976,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.03-6	26_AU	-3950.646722966724
14929,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-3	03_AB	-6317.4809148247305
7468,Ref.B.TH.90.BK132.AY173951,0.07-1	B	-5295.324598853782
13462,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.06-1	22_01A1	-5164.959005344109
14964,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-3	22_01A1	-6513.22819101358
15465,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.03-7	17_BF	-3721.758030188031
3180,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-1	26_AU	-2868.5751915415335
12334,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-2	J	-4019.514268321845
6491,Ref.01_AE.CN.05.05GX001.GU564221,0.08-4	01_AE	-5678.536680140175
2064,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.01-6	J	-3018.8988218004106
3638,Ref.09_cpx.SN.95.95SN1795.AY093603,0.02-5	09_cpx	-2840.948764945111
250,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.02-9	40_BF	-3271.038482274659
15390,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.03-7	26_AU	-3923.0462314938777
10969,Ref.A2.CY.94.94CY017_41.AF286237,0.1-6	A2	-6510.722240366566
13295,Ref.14_BG.ES.00.X623.AF450097,0.06-8	14_BG	-5263.337839257166
78,Ref.35_AD.AF.05.05AF094.EF158040,0.06-9	35_AD	-5179.85884756559
8698,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.05-3	29_BF	-4818.452220664456
6729,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-4	40_BF	-5504.046041673324
3962,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.04-5	08_BC	-4072.2215113961097
1311,Ref.49_cpx.GM.02.N18380.HQ385477,0.02-6	49_cpx	-3090.71208739765
3967,Ref.18_cpx.CM.97.CM53379.AF377959,0.04-5	18_cpx	-4319.6417058114175
11053,Ref.31_BC.BR.04.04BR142.AY727527,0.1-6	31_BC	-6661.337209119303
14788,Ref.09_cpx.GH.96.96GH2911.AY093605,0.09-2	09_cpx	-6181.115295948984
12590,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-2	38_BF1	-5179.595100093657
2942,Ref.K.CM.96.96CM_MP535.AJ249239,0.01-3	K	-3033.1853822965622
1951,Ref.C.BR.92.BR025_d.U52953,0.02-2	C	-3285.98587571681
7045,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-6	40_BF	-5519.6646499855215
10121,Ref.G.KE.93.HH8793_12_1.AF061641,0.1-3	G	-6309.785915275808
5424,Ref.D.CM.01.01CM_4412HAL.AY371157,0.08-3	D	-5496.062960200385
8992,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-0	46_BF	-4658.242098726108
7426,Ref.23_BG.CU.03.CB347.AY900572,0.07-1	23_BG	-5785.789731789221
6962,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.07-6	J	-5740.633935148297
4793,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.04-0	04_cpx	-4422.720151985232
14222,Ref.D.TZ.01.A280.AY253311,0.09-7	D	-6019.224316382359
4745,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.04-0	04_cpx	-4214.259549874013
