name,length,assignment,support,begin,end,type,pure,pure_support,pure_inner,pure_outer,scan_best_support,scan_assigned_support,scan_assigned_nosupport,scan_best_profile,scan_assigned_profile,crf,crf_support,crf_inner,crf_outer,crfscan_best_support,crfscan_assigned_support,crfscan_assigned_nosupport,crfscan_best_profile,crfscan_assigned_profile,major_id,minor_id
"1946",3008,"HIV-1 Subtype K",100.0,2084,5096,HIV 1,K,100.0,100.0,0.0,1.0,1.0,0.0,K,K,K,100.0,100.0,0.0,,,,,,K,K
"1944",3008,"HIV-1 Subtype K",100.0,2084,5096,HIV 1,K,100.0,100.0,0.0,1.0,1.0,0.0,K,K,K,100.0,100.0,0.0,,,,,,K,K
"1945",3008,"HIV-1 Subtype K",100.0,2084,5096,HIV 1,K,100.0,100.0,0.0,1.0,1.0,0.0,K,K,K,100.0,100.0,0.0,,,,,,K,K
"344",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,100.0,0.0,100.0,0.81,0.456,0.537,F1 D F1 G D G D F1 K F1 D A1 D,F1 - F1 - F1 - F1 - F1 - F1 - F1 - F1 - K - F1 - F1 - F1 - F1 -,F2,100.0,100.0,0.0,1.0,0.973,0.027,F2,F2 -,,
"345",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,100.0,0.0,100.0,0.816,0.51,0.483,F1 D F1 D B D F1 B D F1 K F1 K F1 D A1 D,F1 - F1 - F1 - F1 - F1 - F1 - K - F1 - F1 - F1 - F1 -,F2,100.0,98.0,0.0,0.986,0.878,0.122,F2 D F2,F2 - F2 - F2 -,,
"346",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,100.0,0.0,100.0,0.85,0.524,0.476,F1 K J D F1 K F1 D F1 D,F1 - F1 - F1 - F1 - F1 - F1 - F1 - F1 -,F2,100.0,98.0,0.0,1.0,0.973,0.027,F2,F2 -,,
"347",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,100.0,0.0,100.0,0.762,0.463,0.517,F1 K G D F1 D F1 K F1 D A1 D,F1 - F1 - F1 - F1 - F1 - F1 - D - F1 - F1 - F1 - F1 -,F2,100.0,100.0,0.0,1.0,0.878,0.122,F2,F2 - F2 -,,
"340",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,100.0,0.0,100.0,0.81,0.435,0.558,F1 D F1 D F1 G D G F1 G F1 K F1 D A1 D,F1 - F1 - F1 - F1 - K - F1 - F1 - F1 - F1 -,F2,100.0,100.0,0.0,0.986,0.919,0.081,F2 D,F2 - F2 -,,
"341",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,100.0,0.0,100.0,0.857,0.435,0.558,F1 G D F1 G F1 K F1 D A1 D,F1 - F1 - F1 - F1 - F1 - K - F1 - F1 - F1 -,F2,100.0,100.0,0.0,0.986,0.973,0.027,F2 D,F2 -,,
"342",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,100.0,0.0,100.0,0.782,0.408,0.592,F1 D K F1 D K C D F1 K F1 G F1 K F1 K F1 D A1 D,F1 - F1 - F1 - F1 - F1 - F1 - F1 - F1 - F1 -,F2,100.0,93.0,7.0,1.0,0.973,0.027,F2,F2 -,,
"343",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,98.0,0.0,100.0,0.748,0.449,0.551,F1 D G F1 K F1 D A1 D,F1 - F1 - F1 - F1 - F1 - F1 - F1 - F1 -,F2,100.0,100.0,0.0,0.986,0.973,0.027,F2 D,F2 -,,
"810",3009,"HIV-1 Subtype D",100.0,2084,5096,HIV 1,D,100.0,176.0,0.0,0.939,0.864,0.095,B D B D B D,B - D -,D,100.0,160.0,0.0,,,,,,D,D
"811",3012,"Check the bootscan",,2084,5096,HIV 1,D,100.0,174.0,0.0,0.891,0.796,0.102,B D,B - D - D -,D,99.0,176.0,0.0,,,,,,,
"812",3009,"HIV-1 Subtype D",100.0,2084,5096,HIV 1,D,100.0,183.0,0.0,0.905,0.816,0.156,D B D K D,D - B - B D -,D,99.0,174.0,0.0,,,,,,D,D
"813",3009,"HIV-1 Subtype D",100.0,2084,5096,HIV 1,D,100.0,174.0,0.0,1.0,0.918,0.082,D,D -,D,98.0,173.0,0.0,,,,,,D,D
"348",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,100.0,0.0,100.0,0.789,0.476,0.524,F1 G D F1 D F1 K F1 K F1 D,F1 - F1 - F1 - F1 - F1 - F1 - F1 -,F2,100.0,100.0,0.0,0.986,0.973,0.027,F2 D,F2 -,,
"349",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,100.0,0.0,100.0,0.748,0.449,0.551,F1 G F1 D F1 D F1 K F1 D F1 D A1 D,F1 - F1 - F1 - F1 - F1 - F1 - F1 - F1 -,F2,100.0,100.0,0.0,0.973,0.865,0.135,F2 D F2 D F2,F2 - F2 -,,
"816",3009,"HIV-1 Subtype D",100.0,2084,5096,HIV 1,D,100.0,176.0,0.0,0.993,0.918,0.082,D B D,D -,D,99.0,176.0,0.0,,,,,,D,D
"817",3009,"HIV-1 Subtype D",100.0,2084,5096,HIV 1,D,100.0,169.0,0.0,0.993,0.918,0.082,D K D,D -,D,99.0,164.0,0.0,,,,,,D,D
"2859",3009,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,100.0,0.0,1.0,0.98,0.02,G,- G -,G,14.0,91.0,0.0,,,,,,,
"691",3006,"HIV-1 Subtype D",100.0,2084,5096,HIV 1,D,100.0,170.0,0.0,0.986,0.83,0.17,C D B D,- D - D -,D,99.0,172.0,0.0,,,,,,D,D
"1522",3015,"HIV-1 Subtype F (F1)",100.0,2084,5096,HIV 1,F1,100.0,99.0,0.0,1.0,0.98,0.02,F1,F1 - F1 - F1,F1,99.0,100.0,0.0,,,,,,F1,F1
"1622",3015,"HIV-1 Subtype F (F1)",100.0,2084,5096,HIV 1,F1,100.0,100.0,0.0,1.0,1.0,0.0,F1,F1,F1,98.0,99.0,0.0,,,,,,F1,F1
"2851",3005,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,99.0,0.0,0.986,0.959,0.034,F1 G,F1 - G -,G,20.0,97.0,0.0,,,,,,,
"2850",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,100.0,0.0,0.986,0.959,0.034,F1 G,F1 - G -,G,27.0,96.0,0.0,,,,,,,
"2853",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,99.0,0.0,0.993,0.918,0.082,G F1 G,- G - G - G - G -,G,16.0,96.0,0.0,,,,,,,
"1523",3015,"HIV-1 Subtype F (F1)",100.0,2084,5096,HIV 1,F1,100.0,100.0,0.0,1.0,1.0,0.0,F1,F1,F1,100.0,100.0,0.0,,,,,,F1,F1
"2855",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,100.0,0.0,1.0,0.946,0.054,G,- G - G -,G,25.0,84.0,0.0,,,,,,,
"1621",3009,"Check the bootscan",,2084,5096,HIV 1,F1,100.0,96.0,0.0,0.898,0.884,0.088,A1 C A1 F1,- A1 - A1 - A1 - A1 - F1,F1,100.0,100.0,0.0,,,,,,,
"2857",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,93.0,6.0,1.0,0.946,0.054,G,- G - G -,G,26.0,90.0,0.0,,,,,,,
"2856",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,100.0,0.0,0.993,0.973,0.027,G A1,- G -,G,33.0,100.0,0.0,,,,,,,
"1490",2993,"HIV-1 Subtype A (A2)",100.0,2084,5096,HIV 1,A1,100.0,0.0,100.0,0.776,0.333,0.653,A1 C A1 F1 A1 G A1 H A1 D A1 D,A1 - A1 - A1 - A1 - A1 - H - H - A1 - A1 - A1 -,A2,100.0,100.0,0.0,1.0,1.0,0.0,A2,A2,,
"421",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,100.0,0.0,100.0,0.85,0.531,0.469,F1 G D F1 K F1 D A1 D,F1 - F1 - F1 - F1 - F1 - F1 - F1 -,F2,100.0,99.0,0.0,0.986,0.946,0.054,F1 F2,- F2 -,,
"1492",2991,"HIV-1 Subtype A (A2)",100.0,2084,5096,HIV 1,A1,100.0,0.0,100.0,0.884,0.313,0.687,A1 C A1 F1 A1 G A1 D A1 D A1,A1 - A1 - A1 - A1 - A1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,1.0,1.0,0.0,A2,A2,,
"1493",2993,"HIV-1 Subtype A (A2)",100.0,2084,5096,HIV 1,A1,100.0,0.0,100.0,0.803,0.313,0.687,A1 C A1 F1 A1 G A1 G A1 H A1 H A1 H A1 H A1 D J D A1 D A1 D A1,A1 - A1 - A1 - A1 - A1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,1.0,1.0,0.0,A2,A2,,
"1494",2993,"HIV-1 Subtype A (A2)",100.0,2084,5096,HIV 1,A1,100.0,0.0,100.0,0.755,0.347,0.612,A1 C A1 F1 A1 G A1 H D A1 D J A1 J,A1 - A1 - A1 - A1 - A1 - A1 - A1 - H - H - H - H -,A2,100.0,100.0,0.0,1.0,1.0,0.0,A2,A2,,
"1495",2993,"HIV-1 Subtype A (A2)",100.0,2084,5096,HIV 1,A1,100.0,0.0,100.0,0.782,0.361,0.626,A1 C A1 F1 A1 G A1 H D A1,A1 - A1 - A1 - A1 - A1 - A1 - A1 - A1 - H -,A2,100.0,100.0,0.0,1.0,1.0,0.0,A2,A2,,
"1496",2993,"HIV-1 Subtype A (A2)",100.0,2084,5096,HIV 1,A1,100.0,0.0,100.0,0.857,0.401,0.599,A1 C A1 F1 A1 G A1 H A1 H J A1 D,A1 - A1 - A1 - A1 - A1 - A1 - A1 - A1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,1.0,1.0,0.0,A2,A2,,
"420",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,100.0,0.0,100.0,0.85,0.551,0.449,F1 G K G D F1 K F1 D A1 D,F1 - F1 - F1 - F1 - F1 - F1 -,F2,100.0,100.0,0.0,1.0,0.973,0.027,F2,F2 -,,
"1498",2993,"HIV-1 Subtype A (A2)",100.0,2084,5096,HIV 1,A1,100.0,0.0,100.0,0.884,0.401,0.599,A1 C A1 F1 A1 G A1 J D J D H D A1 D H,A1 - A1 - A1 - A1 - A1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,1.0,1.0,0.0,A2,A2,,
"1499",2993,"HIV-1 Subtype A (A2)",100.0,2084,5096,HIV 1,A1,100.0,0.0,100.0,0.85,0.381,0.619,A1 C A1 F1 A1 G A1 G A1 D J D H D H,A1 - A1 - A1 - A1 - A1 - A1 - A1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,1.0,1.0,0.0,A2,A2,,
"423",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,100.0,0.0,100.0,0.837,0.51,0.49,F1 G D G F1 G F1 K F1 D A1 D,F1 - F1 - F1 - F1 - F1 - F1 - F1 - F1 - F1 - F1 -,F2,100.0,99.0,0.0,0.973,0.932,0.068,F2 F1 F2,F2 - F2 -,,
"2144",3005,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,1.0,0.0,J,J,J,100.0,100.0,0.0,,,,,,J,J
"1626",3015,"HIV-1 Subtype F (F1)",100.0,2084,5096,HIV 1,F1,100.0,100.0,0.0,1.0,1.0,0.0,F1,F1,F1,100.0,100.0,0.0,,,,,,F1,F1
"1700",3015,"HIV-1 Subtype F (F1)",100.0,2084,5096,HIV 1,F1,100.0,98.0,0.0,0.986,0.939,0.061,F1 J F1,F1 - F1,F1,97.0,100.0,0.0,,,,,,F1,F1
"1701",3015,"HIV-1 Subtype F (F1)",100.0,2084,5096,HIV 1,F1,100.0,98.0,0.0,0.946,0.898,0.095,F1 J F1,F1 - J - F1,F1,99.0,100.0,0.0,,,,,,F1,F1
"1702",3015,"HIV-1 Subtype F (F1)",100.0,2084,5096,HIV 1,F1,100.0,100.0,0.0,1.0,0.993,0.0070,F1,F1 - F1,F1,97.0,98.0,0.0,,,,,,F1,F1
"1394",2993,"HIV-1 Subtype A (A2)",100.0,2084,5096,HIV 1,A1,99.0,0.0,100.0,0.762,0.354,0.605,A1 C A1 J G A1 G A1 J D J D A1 D J,A1 - A1 - J - A1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,1.0,1.0,0.0,A2,A2,,
"1704",3015,"HIV-1 Subtype F (F1)",100.0,2084,5096,HIV 1,F1,100.0,97.0,0.0,0.993,0.939,0.061,F1 J F1,F1 - F1 - F1 - F1,F1,99.0,100.0,0.0,,,,,,F1,F1
"1705",3015,"HIV-1 Subtype F (F1)",100.0,2084,5096,HIV 1,F1,100.0,100.0,0.0,1.0,1.0,0.0,F1,F1,F1,100.0,100.0,0.0,,,,,,F1,F1
"2318",3005,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,1.0,0.0,J,J,J,100.0,100.0,0.0,,,,,,J,J
"2319",3005,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,1.0,0.0,J,J,J,100.0,100.0,0.0,,,,,,J,J
"2316",3006,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,1.0,0.0,J,J,J,100.0,100.0,0.0,,,,,,J,J
"2317",3005,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,1.0,0.0,J,J,J,100.0,100.0,0.0,,,,,,J,J
"2314",3005,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,1.0,0.0,J,J,J,100.0,100.0,0.0,,,,,,J,J
"2315",3005,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,1.0,0.0,J,J,J,100.0,100.0,0.0,,,,,,J,J
"2312",3005,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,1.0,0.0,J,J,J,100.0,100.0,0.0,,,,,,J,J
"2313",3005,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,1.0,0.0,J,J,J,100.0,100.0,0.0,,,,,,J,J
"2310",3005,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,0.993,0.0070,J,- J,J,100.0,100.0,0.0,,,,,,J,J
"2311",3011,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,0.993,0.0070,J,- J,J,100.0,100.0,0.0,,,,,,J,J
"2096",3008,"HIV-1 Subtype K",100.0,2084,5096,HIV 1,K,100.0,100.0,0.0,1.0,1.0,0.0,K,K,K,100.0,100.0,0.0,,,,,,K,K
"427",3012,"HIV-1 Subtype F (F2)",100.0,2084,5096,HIV 1,F1,100.0,0.0,100.0,0.884,0.503,0.497,F1 G D G F1 K F1 K F1 D A1 D F1,F1 - F1 - F1 - F1 - F1 - F1 - F1 - F1 - F1 -,F2,100.0,99.0,0.0,1.0,0.932,0.068,F2,F2 - F2 - F2 -,,
"298",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.986,0.939,0.061,A1 J A1 H,A1 -,A,0.0,100.0,0.0,,,,,,,
"299",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.939,0.932,0.068,A1 H,A1 -,A,0.0,100.0,0.0,,,,,,,
"296",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.993,0.932,0.068,A1 H A1,A1 -,A,0.0,97.0,0.0,,,,,,,
"297",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.946,0.918,0.075,A1 H C H,A1 - H,A,0.0,97.0,0.0,,,,,,,
"294",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.932,0.816,0.184,A1 H A1 H A1 H A1 H A1 J C A1,A1 - A1 - A1 -,A,0.0,92.0,0.0,,,,,,,
"295",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.939,0.857,0.136,A1 H C J A1 J A1,A1 - A1 - H -,A,0.0,96.0,0.0,,,,,,,
"292",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.986,0.939,0.061,A1 C J A1,A1 -,A,0.0,95.0,0.0,,,,,,,
"293",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.986,0.939,0.061,A1 C A1,A1 -,A,0.0,100.0,0.0,,,,,,,
"290",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,99.0,0.0,0.973,0.884,0.116,A1 H A1 H A1 C A1,A1 - A1 - A1 -,A,0.0,97.0,0.0,,,,,,,
"291",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.952,0.85,0.15,A1 H A1 H A1 H A1 J C A1,A1 - A1 -,A,0.0,98.0,0.0,,,,,,,
"1128",3008,"HIV-1 Subtype C",100.0,2084,5096,HIV 1,C,100.0,24.0,73.0,0.912,0.816,0.163,B C B C,B - C - C - C - B - C,31_BC,100.0,0.0,98.0,0.757,0.568,0.284,B 31_BC C 31_BC B 31_BC,B - 31_BC - 31_BC - C - 31_BC - 31_BC,,
"1129",3008,"HIV-1 Subtype C",100.0,2084,5096,HIV 1,C,100.0,54.0,47.0,0.946,0.932,0.054,B C,B - C,31_BC,100.0,5.0,94.0,0.757,0.649,0.203,B 31_BC C 31_BC,B - 31_BC - 31_BC - C - 31_BC - 31_BC,,
"2382",3005,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,1.0,0.0,J,J,J,100.0,100.0,0.0,,,,,,J,J
"1120",3008,"HIV-1 Subtype C",100.0,2084,5096,HIV 1,C,100.0,45.0,53.0,0.946,0.939,0.048,B C B C,B - C,31_BC,100.0,15.0,82.0,0.892,0.784,0.176,B 31_BC C 31_BC C 31_BC,B - 31_BC - 31_BC - C - 31_BC - 31_BC,,
"1121",3008,"HIV-1 Subtype C",100.0,2084,5096,HIV 1,C,100.0,43.0,59.0,0.952,0.925,0.061,B C B C,B - C,31_BC,100.0,7.0,93.0,0.784,0.703,0.149,B 31_BC C 31_BC,B - 31_BC - 31_BC - C - 31_BC,,
"1122",3008,"HIV-1 Subtype C",100.0,2084,5096,HIV 1,C,100.0,61.0,43.0,0.946,0.939,0.048,B C,B - C,31_BC,100.0,0.0,99.0,0.784,0.689,0.149,B 31_BC C 31_BC,B - 31_BC - 31_BC - C - 31_BC,,
"1123",3008,"HIV-1 Subtype C",100.0,2084,5096,HIV 1,C,100.0,31.0,66.0,0.952,0.823,0.163,B C,B - C - C - C,31_BC,100.0,6.0,94.0,0.77,0.676,0.176,B 31_BC C B 31_BC,B - 31_BC - 31_BC - C - 31_BC,,
"1124",3008,"HIV-1 Subtype C",100.0,2084,5096,HIV 1,C,100.0,36.0,62.0,0.966,0.939,0.048,B C B C,B - C,31_BC,100.0,0.0,98.0,0.784,0.649,0.216,B 31_BC C 31_BC,B - 31_BC - 31_BC - C - 31_BC - 31_BC,,
"1125",3008,"HIV-1 Subtype C",100.0,2084,5096,HIV 1,C,100.0,30.0,66.0,0.952,0.939,0.048,B C B C,B - C,31_BC,99.0,0.0,99.0,0.77,0.662,0.189,B 31_BC C 31_BC,B - 31_BC - 31_BC - C - 31_BC - 31_BC - 31_BC,,
"1126",3008,"HIV-1 Subtype C",100.0,2084,5096,HIV 1,C,100.0,51.0,45.0,0.952,0.939,0.048,B C B C,B - C,31_BC,100.0,0.0,97.0,0.784,0.703,0.149,B 31_BC C 31_BC,B - 31_BC - 31_BC - C - 31_BC - 31_BC,,
"1127",3008,"HIV-1 Subtype C",100.0,2084,5096,HIV 1,C,100.0,47.0,51.0,0.946,0.939,0.048,B C,B - C,31_BC,100.0,0.0,100.0,0.784,0.716,0.135,B 31_BC C 31_BC,B - 31_BC - 31_BC - C - 31_BC,,
"270",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.952,0.898,0.075,H A1 J A1,H - H - A1 -,A,0.0,96.0,0.0,,,,,,,
"271",3006,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.946,0.803,0.17,H A1 J A1,H - H - A1 -,A,0.0,97.0,0.0,,,,,,,
"272",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.993,0.918,0.082,A1 C A1,A1 - A1 -,A,0.0,97.0,0.0,,,,,,,
"273",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.905,0.823,0.17,A1 H A1 J A1,A1 - H - A1 -,A,0.0,96.0,0.0,,,,,,,
"274",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.925,0.83,0.156,A1 H A1 H A1 J A1,A1 - H - A1 -,A,0.0,96.0,0.0,,,,,,,
"275",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.993,0.939,0.061,A1 J A1,A1 -,A,0.0,100.0,0.0,,,,,,,
"276",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.912,0.823,0.15,A1 H A1 J C A1,A1 - H - H - H - A1 -,A,0.0,97.0,0.0,,,,,,,
"277",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,1.0,0.884,0.116,A1,A1 - A1 -,A,0.0,95.0,0.0,,,,,,,
"278",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.993,0.932,0.068,A1 J A1,A1 - A1 -,35_AD,6.0,0.0,100.0,,,,,,,
"279",3012,"HIV-1 Subtype A (A1)",100.0,2084,5096,HIV 1,A1,100.0,100.0,0.0,0.986,0.939,0.061,A1 C J A1,A1 -,A,0.0,95.0,0.0,,,,,,,
"2140",3005,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,1.0,0.0,J,J,J,100.0,100.0,0.0,,,,,,J,J
"2542",3014,"HIV-1 Subtype B",100.0,2084,5096,HIV 1,B,100.0,142.0,0.0,1.0,1.0,0.0,B,B,B,100.0,152.0,0.0,,,,,,B,B
"2989",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,96.0,0.0,0.986,0.932,0.068,G H G,- G - G - G -,G,18.0,97.0,0.0,,,,,,,
"2988",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,86.0,14.0,1.0,0.98,0.02,G,- G -,G,36.0,87.0,0.0,,,,,,,
"1780",3015,"HIV-1 Subtype F (F1)",100.0,2084,5096,HIV 1,F1,100.0,97.0,0.0,1.0,1.0,0.0,F1,F1,F1,97.0,99.0,0.0,,,,,,F1,F1
"2146",3005,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,100.0,0.0,1.0,1.0,0.0,J,J,J,100.0,100.0,0.0,,,,,,J,J
"2983",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,98.0,0.0,1.0,0.98,0.02,G,- G -,G,23.0,91.0,0.0,,,,,,,
"2982",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,96.0,0.0,1.0,0.98,0.02,G,- G -,G,18.0,91.0,0.0,,,,,,,
"2981",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,98.0,0.0,1.0,0.959,0.041,G,- G - G -,G,25.0,96.0,0.0,,,,,,,
"2980",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,93.0,7.0,0.966,0.891,0.109,G H G H G H G,- G - G - G -,G,18.0,95.0,0.0,,,,,,,
"2987",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,97.0,0.0,1.0,0.98,0.02,G,- G -,G,13.0,90.0,0.0,,,,,,,
"2986",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,96.0,0.0,1.0,0.973,0.027,G,- G -,G,13.0,95.0,0.0,,,,,,,
"2985",3002,"HIV-1 Subtype G",100.0,2084,5096,HIV 1,G,100.0,95.0,5.0,0.993,0.98,0.02,G A1,- G -,G,21.0,96.0,0.0,,,,,,,
