id	background	insert	window_size	stepping_size	start_pos
73	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	3385
74	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	3485
75	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	3585
76	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	3685
77	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	3785
78	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	3885
79	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	3985
80	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	4085
81	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	4185
82	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	4285
83	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	4385
84	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	4485
85	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	4585
86	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	4685
87	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	4785
88	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	4885
89	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	100	100	4985
90	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	2085
91	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	2185
92	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	2285
93	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	2385
94	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	2485
95	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	2585
96	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	2685
97	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	2785
98	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	2885
99	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	2985
100	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	3085
101	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	3185
102	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	3285
103	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	3385
104	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	3485
105	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	3585
106	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	3685
107	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	3785
108	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	3885
109	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	3985
110	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	4085
111	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	4185
112	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	4285
113	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	4385
114	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	4485
115	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	4585
116	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	4685
117	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	4785
118	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	4885
119	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	100	100	4985
120	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	2085
121	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	2185
122	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	2285
123	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	2385
124	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	2485
125	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	2585
126	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	2685
127	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	2785
128	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	2885
129	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	2985
130	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	3085
131	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	3185
132	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	3285
133	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	3385
134	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	3485
135	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	3585
136	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	3685
137	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	3785
138	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	3885
139	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	3985
140	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	4085
141	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	4185
142	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	4285
143	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	4385
144	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	4485
145	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	4585
146	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	4685
147	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	4785
148	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	4885
149	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	100	100	4985
150	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2085
151	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2185
152	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2285
153	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2385
154	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2485
155	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2585
156	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2685
157	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2785
158	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2885
159	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2985
160	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3085
161	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3185
162	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3285
163	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3385
164	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3485
165	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3585
166	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3685
167	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3785
168	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3885
169	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3985
170	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4085
171	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4185
172	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4285
173	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4385
174	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4485
175	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4585
176	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4685
177	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4785
178	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4885
179	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4985
180	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2085
181	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2185
182	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2285
183	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2385
184	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2485
185	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2585
186	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2685
187	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2785
188	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2885
189	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2985
190	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3085
191	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3185
192	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3285
193	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3385
194	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3485
195	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3585
196	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3685
197	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3785
198	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3885
199	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3985
200	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4085
201	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4185
202	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4285
203	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4385
204	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4485
205	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4585
206	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4685
207	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4785
208	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4885
209	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4985
210	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2085
211	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2185
212	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2285
213	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2385
214	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2485
215	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2585
216	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2685
217	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2785
218	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2885
219	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2985
220	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3085
221	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3185
222	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3285
223	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3385
224	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3485
225	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3585
226	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3685
227	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3785
228	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3885
